# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.124215   0.401268 1655.446135 6.086951e-09 0
  1.122537   0.396126 1655.446939 5.999995e-09 0
  1.122099   0.390539 1655.447036 5.913038e-09 0
  1.121510   0.384996 1655.447904 5.826082e-09 0
  1.120787   0.379496 1655.448416 5.739125e-09 0
  1.117386   0.374880 1655.449475 5.652169e-09 0
  1.113249   0.370486 1655.450370 5.565213e-09 0
  1.111650   0.365223 1655.450919 5.478256e-09 0
  1.110353   0.359846 1655.451263 5.391300e-09 0
  1.107859   0.354837 1655.451892 5.304343e-09 0
  1.107414   0.349162 1655.452405 5.217387e-09 0
  1.105083   0.344065 1655.453101 5.130430e-09 0
  1.103817   0.338622 1655.454030 5.043474e-09 0
  1.101490   0.333485 1655.454850 4.956517e-09 0
  1.099112   0.328344 1655.455645 4.869561e-09 0
  1.096328   0.323299 1655.456512 4.782604e-09 0
  1.094873   0.317845 1655.457133 4.695648e-09 0
  1.094091   0.312181 1655.457806 4.608691e-09 0
  1.093179   0.306548 1655.457703 4.521735e-09 0
  1.091526   0.301107 1655.458291 4.434778e-09 0
  1.090039   0.295606 1655.458673 4.347822e-09 0
  1.086722   0.290575 1655.459474 4.260866e-09 0
  1.085182   0.285050 1655.460183 4.173909e-09 0
  1.081881   0.279962 1655.461048 4.086953e-09 0
  1.077531   0.275105 1655.462309 3.999996e-09 0
  1.074311   0.269934 1655.463379 3.913040e-09 0
  1.071172   0.264714 1655.463915 3.826083e-09 0
  1.070330   0.258903 1655.464230 3.739127e-09 0
  1.068569   0.253293 1655.465049 3.652171e-09 0
  1.065317   0.248021 1655.465532 3.565214e-09 0
  1.063972   0.242279 1655.465905 3.478258e-09 0
  1.061820   0.236701 1655.466162 3.391301e-09 0
  1.058736   0.231301 1655.466785 3.304345e-09 0
  1.052219   0.226597 1655.468063 3.217388e-09 0
  1.048361   0.221290 1655.469047 3.130432e-09 0
  1.040612   0.216728 1655.470743 3.043476e-09 0
  1.023463   0.213920 1655.475046 2.956519e-09 0
  0.998998   0.212584 1655.480810 2.869563e-09 0
  0.986778   0.208910 1655.483824 2.782606e-09 0
  0.964638   0.206910 1655.488356 2.695650e-09 0
  0.928674   0.207699 1655.495490 2.608693e-09 1
  0.893813   0.208633 1655.502628 2.521737e-09 1
  0.856365   0.210266 1655.509638 2.434780e-09 1
  0.818296   0.212240 1655.516296 2.347824e-09 1
  0.782016   0.213905 1655.522575 2.260867e-09 1
  0.745238   0.215869 1655.528467 2.173911e-09 1
  0.709226   0.217826 1655.533848 2.086955e-09 1
  0.671990   0.220331 1655.538957 1.999998e-09 1
  0.634426   0.223265 1655.543736 1.913042e-09 1
  0.597981   0.226155 1655.548092 1.826085e-09 1
  0.562102   0.229187 1655.551675 1.739129e-09 1
  0.525177   0.233049 1655.554916 1.652172e-09 1
  0.490090   0.236636 1655.557375 1.565216e-09 1
  0.454878   0.240815 1655.559260 1.478260e-09 1
  0.419446   0.245818 1655.560176 1.391303e-09 1
  0.387430   0.249508 1655.559712 1.304347e-09 1
  0.355115   0.254059 1655.558520 1.217390e-09 1
  0.323426   0.259001 1655.556244 1.130434e-09 1
  0.292111   0.264679 1655.553065 1.043477e-09 1
  0.262617   0.269797 1655.548314 9.565209e-10 1
  0.233870   0.275417 1655.543600 8.695644e-10 1
  0.206473   0.280716 1655.537886 7.826079e-10 1
  0.179421   0.287148 1655.532076 6.956516e-10 1
  0.154737   0.291246 1655.525119 6.086951e-10 1
  0.130378   0.296308 1655.518417 5.217386e-10 1
  0.106643   0.301786 1655.510470 4.347822e-10 1
  0.083875   0.306731 1655.500452 3.478258e-10 1
  0.060577   0.318398 1655.488918 2.608693e-10 1
  0.039133   0.327294 1655.469973 1.739129e-10 0
  0.018530   0.331763 1655.417212 8.695645e-11 0
  0.016990   0.378928 1655.406856 8.695645e-11 0
