# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.184274  15.162820 1590.974708 4.096250e-09 0
  0.183460  15.012907 1590.973736 4.037732e-09 0
  0.183352  14.803896 1590.984384 3.979214e-09 0
  0.183500  14.574154 1591.010021 3.920696e-09 0
  0.183476  14.358362 1591.040127 3.862179e-09 0
  0.183185  14.163638 1591.052176 3.803661e-09 0
  0.182684  13.983791 1591.074076 3.745143e-09 0
  0.183126  13.731621 1591.114660 3.686625e-09 0
  0.182688  13.546246 1591.145153 3.628107e-09 0
  0.182837  13.316308 1591.198213 3.569589e-09 0
  0.182267  13.138977 1591.251048 3.511072e-09 0
  0.182548  12.899960 1591.306759 3.452553e-09 0
  0.182168  12.707413 1591.371132 3.394036e-09 0
  0.182067  12.496137 1591.405599 3.335518e-09 0
  0.182023  12.279578 1591.449207 3.277000e-09 0
  0.181518  12.093702 1591.495684 3.218482e-09 0
  0.181051  11.904393 1591.543412 3.159964e-09 0
  0.181376  11.663440 1591.572556 3.101446e-09 0
  0.180921  11.471669 1591.618643 3.042929e-09 0
  0.180847  11.255219 1591.678016 2.984411e-09 0
  0.180326  11.067076 1591.714384 2.925893e-09 0
  0.180311  10.846505 1591.754576 2.867375e-09 0
  0.180053  10.640403 1591.792667 2.808857e-09 0
  0.179765  10.435416 1591.828480 2.750339e-09 0
  0.179430  10.232680 1591.855447 2.691821e-09 0
  0.179224  10.021699 1591.883721 2.633304e-09 0
  0.179162   9.802455 1591.906689 2.574786e-09 0
  0.178581   9.610817 1591.930743 2.516268e-09 0
  0.177704   9.433719 1591.950939 2.457750e-09 0
  0.177385   9.225475 1591.976837 2.399232e-09 0
  0.177377   9.001215 1591.988522 2.340714e-09 0
  0.177538   8.767645 1592.020010 2.282196e-09 0
  0.176869   8.575282 1592.045658 2.223679e-09 0
  0.176752   8.354890 1592.079630 2.165161e-09 0
  0.176629   8.134427 1592.120223 2.106643e-09 0
  0.176371   7.919463 1592.173274 2.048125e-09 0
  0.174954   7.754867 1592.238080 1.989607e-09 0
  0.168129   7.829888 1592.343713 1.931089e-09 1
  0.159945   7.982878 1592.423632 1.872572e-09 1
  0.151683   8.154366 1592.511031 1.814054e-09 1
  0.144048   8.310521 1592.583397 1.755536e-09 1
  0.136041   8.506978 1592.645133 1.697018e-09 1
  0.127392   8.771180 1592.711765 1.638500e-09 1
  0.118467   9.096605 1592.744714 1.579982e-09 1
  0.110429   9.397096 1592.786735 1.521464e-09 1
  0.102190   9.764518 1592.819930 1.462947e-09 1
  0.094127  10.177288 1592.839039 1.404429e-09 1
  0.086928  10.561067 1592.852807 1.345911e-09 1
  0.079957  10.983041 1592.846868 1.287393e-09 1
  0.073285  11.437201 1592.892751 1.228875e-09 1
  0.066636  11.980841 1592.859894 1.170357e-09 1
  0.060915  12.450667 1592.841510 1.111839e-09 1
  0.054455  13.194658 1592.809951 1.053321e-09 1
  0.049387  13.740299 1592.791415 9.948035e-10 1
  0.044864  14.235732 1592.732149 9.362858e-10 1
  0.040115  14.925991 1592.728817 8.777679e-10 1
  0.036271  15.406551 1592.762747 8.192500e-10 1
  0.032483  15.975272 1592.682749 7.607322e-10 1
  0.028651  16.718041 1592.716120 7.022143e-10 1
  0.025489  17.224962 1592.802863 6.436964e-10 1
  0.022459  17.773531 1592.722147 5.851786e-10 1
  0.019390  18.528371 1592.698442 5.266607e-10 1
  0.016518  19.330132 1592.502216 4.681429e-10 1
  0.013674  20.423641 1592.785142 4.096250e-10 1
  0.011643  20.571029 1592.726600 3.511071e-10 1
  0.009066  22.008219 1592.968320 2.925893e-10 0
  0.007176  22.250133 1592.943479 2.340714e-10 0
  0.005135  23.306073 1593.341872 1.755536e-10 0
  0.003206  24.779357 1594.552273 1.170357e-10 0
  0.000969  33.635968 1606.437418 5.851786e-11 0
  0.000171 126.966796 1506.598257 5.851786e-11 0
