# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.182391   9.192014 1591.726418 2.450094e-09 0
  0.181779   9.091017 1591.763302 2.415092e-09 0
  0.182210   8.938293 1591.776905 2.380091e-09 0
  0.181764   8.828189 1591.813524 2.345089e-09 0
  0.181612   8.703962 1591.829121 2.310088e-09 0
  0.181478   8.578197 1591.864344 2.275087e-09 0
  0.181453   8.447516 1591.887374 2.240085e-09 0
  0.181170   8.328594 1591.900708 2.205084e-09 0
  0.180872   8.209667 1591.933617 2.170083e-09 0
  0.181178   8.063721 1591.959710 2.135081e-09 0
  0.180806   7.947902 1591.977393 2.100080e-09 0
  0.180561   7.826040 1591.998263 2.065079e-09 0
  0.180399   7.700305 1592.017222 2.030077e-09 0
  0.179957   7.586192 1592.020439 1.995076e-09 0
  0.180100   7.447031 1592.047239 1.960075e-09 0
  0.179660   7.332095 1592.057248 1.925073e-09 0
  0.179535   7.203725 1592.076568 1.890072e-09 0
  0.179164   7.084922 1592.100529 1.855071e-09 0
  0.178880   6.962345 1592.116264 1.820069e-09 0
  0.178584   6.839708 1592.137119 1.785068e-09 0
  0.178238   6.718657 1592.155276 1.750067e-09 0
  0.177894   6.597117 1592.160541 1.715065e-09 0
  0.177788   6.466246 1592.174740 1.680064e-09 0
  0.177507   6.341611 1592.183368 1.645063e-09 0
  0.177291   6.214229 1592.196188 1.610061e-09 0
  0.177103   6.085617 1592.203220 1.575060e-09 0
  0.177037   5.952509 1592.218582 1.540059e-09 0
  0.176972   5.819318 1592.238444 1.505057e-09 0
  0.176886   5.686616 1592.266087 1.470056e-09 0
  0.176747   5.555557 1592.293950 1.435055e-09 0
  0.176446   5.429167 1592.326502 1.400053e-09 0
  0.176260   5.299042 1592.357334 1.365052e-09 0
  0.176268   5.162626 1592.398079 1.330051e-09 0
  0.174098   5.088469 1592.460749 1.295049e-09 0
  0.167770   5.136438 1592.544845 1.260048e-09 1
  0.161233   5.196812 1592.620480 1.225047e-09 1
  0.154303   5.275485 1592.689999 1.190045e-09 1
  0.147890   5.342654 1592.755263 1.155044e-09 1
  0.140164   5.466408 1592.820064 1.120043e-09 1
  0.131426   5.648231 1592.875453 1.085041e-09 1
  0.123363   5.823403 1592.929784 1.050040e-09 1
  0.115873   5.993528 1592.975084 1.015039e-09 1
  0.109562   6.120535 1593.008645 9.800373e-10 1
  0.102409   6.314297 1593.036789 9.450361e-10 1
  0.094931   6.559606 1593.051103 9.100347e-10 1
  0.088194   6.789137 1593.066191 8.750334e-10 1
  0.081661   7.038916 1593.088184 8.400321e-10 1
  0.075696   7.277327 1593.074518 8.050307e-10 1
  0.068937   7.643393 1593.078883 7.700294e-10 1
  0.063476   7.923692 1593.080489 7.350280e-10 1
  0.058174   8.234038 1593.063590 7.000268e-10 1
  0.053155   8.560986 1593.083716 6.650254e-10 1
  0.048257   8.933462 1593.060412 6.300240e-10 1
  0.044263   9.198457 1593.024562 5.950227e-10 1
  0.040188   9.535493 1593.045285 5.600214e-10 1
  0.036301   9.896704 1593.021948 5.250200e-10 1
  0.032608  10.282879 1593.004445 4.900187e-10 1
  0.029079  10.707192 1592.989170 4.550174e-10 1
  0.025990  11.058262 1593.034470 4.200160e-10 1
  0.023017  11.445634 1592.989166 3.850147e-10 1
  0.020212  11.849733 1592.982962 3.500134e-10 1
  0.017688  12.186827 1593.009381 3.150120e-10 1
  0.015264  12.552397 1593.008776 2.800107e-10 1
  0.012808  13.089339 1592.990526 2.450093e-10 1
  0.010709  13.417939 1592.928783 2.100080e-10 1
  0.008546  14.008329 1592.761368 1.750067e-10 0
  0.006738  14.173979 1593.321821 1.400053e-10 0
  0.004518  15.890679 1593.681675 1.050040e-10 0
  0.002767  17.306812 1593.967618 7.000267e-11 0
  0.000261  50.557303 1631.913627 3.500133e-11 0
  0.000738 -21.597910 1653.919848 3.500133e-11 0
