# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000954 123.145641 1599.937787 1.722722e-10 0
  0.003337  68.531379 1592.328129 3.445444e-10 0
  0.006140  57.324592 1594.942137 5.168166e-10 0
  0.008816  52.935126 1591.289865 6.890888e-10 0
  0.011877  49.571674 1592.429165 8.613610e-10 1
  0.014715  48.061375 1592.011116 1.033633e-09 1
  0.017768  46.444103 1591.830269 1.205905e-09 1
  0.021263  44.355283 1591.797448 1.378178e-09 1
  0.024367  43.542346 1591.625725 1.550450e-09 1
  0.028471  41.401145 1591.965055 1.722722e-09 1
  0.032937  39.370318 1591.676146 1.894994e-09 1
  0.037420  37.805351 1591.754093 2.067266e-09 1
  0.042179  36.330385 1592.010428 2.239539e-09 1
  0.047940  34.428656 1591.892133 2.411811e-09 1
  0.053273  33.191678 1592.037267 2.584083e-09 1
  0.060040  31.416445 1592.045349 2.756355e-09 1
  0.067122  29.858243 1592.048258 2.928627e-09 1
  0.075036  28.279597 1592.083860 3.100899e-09 1
  0.083008  26.982298 1592.171870 3.273172e-09 1
  0.092242  25.561779 1592.063801 3.445444e-09 1
  0.102252  24.211529 1592.056994 3.617716e-09 1
  0.112927  22.966661 1592.057309 3.789988e-09 1
  0.123384  21.976275 1592.010473 3.962261e-09 1
  0.134097  21.099974 1591.918951 4.134533e-09 1
  0.145050  20.319437 1591.833803 4.306805e-09 1
  0.156334  19.606886 1591.712349 4.479077e-09 1
  0.166441  19.124533 1591.600790 4.651349e-09 1
  0.175020  18.860115 1591.428461 4.823622e-09 0
  0.176227  19.400448 1591.299435 4.995894e-09 0
  0.177088  19.971881 1591.225814 5.168166e-09 0
  0.178090  20.521425 1591.174555 5.340438e-09 0
  0.178944  21.082469 1591.093776 5.512710e-09 0
  0.179557  21.667029 1590.996768 5.684983e-09 0
  0.179973  22.272017 1590.903167 5.857255e-09 0
  0.180291  22.886656 1590.778077 6.029527e-09 0
  0.180860  23.466507 1590.661802 6.201799e-09 0
  0.181165  24.077691 1590.542547 6.374071e-09 0
  0.181620  24.666548 1590.429916 6.546344e-09 0
  0.181728  25.300489 1590.372260 6.718616e-09 0
  0.182239  25.876463 1590.323340 6.890888e-09 0
  0.181846  26.580322 1590.303041 7.063160e-09 0
  0.183029  27.052953 1590.252995 7.235432e-09 0
  0.183443  27.634475 1590.215984 7.407705e-09 0
  0.183551  28.260751 1590.155265 7.579977e-09 0
  0.183693  28.880196 1590.149873 7.752249e-09 0
  0.184110  29.455602 1590.086010 7.924521e-09 0
  0.184402  30.048325 1590.015116 8.096793e-09 0
  0.184904  30.604205 1589.961895 8.269066e-09 0
  0.185084  31.211582 1589.897996 8.441337e-09 0
  0.185263  31.817591 1589.855844 8.613610e-09 0
  0.185763  32.366578 1589.819230 8.785882e-09 0
  0.186249  32.915344 1589.729271 8.958154e-09 0
  0.186296  33.539792 1589.687878 9.130427e-09 0
  0.186705  34.097838 1589.615619 9.302699e-09 0
  0.187055  34.664342 1589.528328 9.474971e-09 0
  0.187169  35.272976 1589.433521 9.647244e-09 0
  0.187693  35.802664 1589.361861 9.819515e-09 0
  0.187538  36.460849 1589.307272 9.991788e-09 0
  0.187874  37.023235 1589.218303 1.016406e-08 0
  0.188383  37.548986 1589.174143 1.033633e-08 0
  0.188825  38.085514 1589.130998 1.050860e-08 0
  0.188975  38.679173 1589.050021 1.068088e-08 0
  0.189497  39.194613 1588.980239 1.085315e-08 0
  0.190212  39.667062 1588.875762 1.102542e-08 0
  0.190724  40.178689 1588.812827 1.119769e-08 0
  0.191026  40.732420 1588.734558 1.136997e-08 0
  0.191474  41.252917 1588.681911 1.154224e-08 0
  0.191730  41.812691 1588.629997 1.171451e-08 0
  0.192316  42.298256 1588.545529 1.188678e-08 0
  0.193245  42.704812 1588.458790 1.205905e-08 0
  0.193374  42.676400 1588.433497 1.205905e-08 0
