# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000563 152.778818 1586.371967 1.290674e-10 0
  0.004057  38.015820 1595.413835 2.581349e-10 0
  0.005529  47.501278 1593.928596 3.872023e-10 0
  0.008297  42.279855 1593.048351 5.162697e-10 0
  0.011221  39.061623 1592.088253 6.453371e-10 1
  0.013998  37.628045 1592.205515 7.744045e-10 1
  0.016933  36.291811 1592.345763 9.034720e-10 1
  0.019989  35.123249 1591.966089 1.032539e-09 1
  0.023992  32.929178 1592.194165 1.161607e-09 1
  0.027654  31.743576 1592.054687 1.290674e-09 1
  0.030964  31.186092 1592.185397 1.419742e-09 1
  0.035697  29.510483 1592.268457 1.548809e-09 1
  0.040442  28.218431 1592.164043 1.677877e-09 1
  0.045662  26.916128 1592.182752 1.806944e-09 1
  0.051205  25.715696 1592.309758 1.936011e-09 1
  0.057211  24.551558 1592.308830 2.065079e-09 1
  0.063887  23.360030 1592.323122 2.194146e-09 1
  0.071055  22.238794 1592.330523 2.323214e-09 1
  0.078666  21.203268 1592.326804 2.452281e-09 1
  0.086908  20.202295 1592.353516 2.581348e-09 1
  0.096151  19.173433 1592.336993 2.710416e-09 1
  0.105733  18.266198 1592.311843 2.839484e-09 1
  0.115214  17.524921 1592.276117 2.968551e-09 1
  0.125733  16.756799 1592.207539 3.097618e-09 1
  0.136150  16.119385 1592.137206 3.226685e-09 1
  0.146809  15.547112 1592.078963 3.355753e-09 1
  0.157644  15.034224 1591.955256 3.484820e-09 1
  0.167989  14.631239 1591.844505 3.613888e-09 1
  0.174949  14.550437 1591.716326 3.742955e-09 0
  0.175955  14.966492 1591.600356 3.872023e-09 0
  0.176202  15.444692 1591.532371 4.001090e-09 0
  0.176913  15.879029 1591.482646 4.130158e-09 0
  0.177718  16.301154 1591.447650 4.259225e-09 0
  0.178528  16.718722 1591.387538 4.388292e-09 0
  0.178692  17.194620 1591.323579 4.517360e-09 0
  0.179505  17.605751 1591.257562 4.646427e-09 0
  0.179867  18.058298 1591.177962 4.775495e-09 0
  0.180387  18.492569 1591.080066 4.904562e-09 0
  0.180527  18.964769 1590.994804 5.033630e-09 0
  0.181028  19.397196 1590.909441 5.162697e-09 0
  0.181226  19.860373 1590.817509 5.291764e-09 0
  0.181354  20.330129 1590.710725 5.420832e-09 0
  0.181509  20.797138 1590.657621 5.549899e-09 0
  0.181378  21.295881 1590.579074 5.678967e-09 0
  0.182237  21.677541 1590.546220 5.808034e-09 0
  0.182101  22.175728 1590.497279 5.937102e-09 0
  0.182702  22.583450 1590.491596 6.066169e-09 0
  0.182852  23.044965 1590.462533 6.195236e-09 0
  0.183042  23.500650 1590.444157 6.324304e-09 0
  0.183177  23.962635 1590.422796 6.453371e-09 0
  0.183401  24.411946 1590.397043 6.582439e-09 0
  0.183770  24.840603 1590.354389 6.711506e-09 0
  0.183897  25.300742 1590.306100 6.840574e-09 0
  0.184294  25.722512 1590.251863 6.969641e-09 0
  0.184663  26.146591 1590.203216 7.098708e-09 0
  0.184785  26.604459 1590.164181 7.227776e-09 0
  0.185212  27.017218 1590.131129 7.356843e-09 0
  0.185163  27.498341 1590.093345 7.485911e-09 0
  0.185271  27.956160 1590.048507 7.614978e-09 0
  0.185986  28.320784 1590.018720 7.744045e-09 0
  0.186041  28.784084 1589.960550 7.873113e-09 0
  0.186329  29.210680 1589.897663 8.002180e-09 0
  0.186482  29.657376 1589.830931 8.131248e-09 0
  0.186824  30.073137 1589.783722 8.260316e-09 0
  0.187340  30.458801 1589.724947 8.389383e-09 0
  0.186874  31.004272 1589.648689 8.518450e-09 0
  0.187431  31.380950 1589.614039 8.647517e-09 0
  0.187768  31.791907 1589.551910 8.776585e-09 0
  0.187825  32.249553 1589.491553 8.905652e-09 0
  0.188001  32.686487 1589.442598 9.034720e-09 0
  0.187925  32.232940 1589.469207 8.905652e-09 0
