# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.045040  71.594396 6766.390109 1.070751e-07 0
  0.224575  43.539767 6756.149619 1.047710e-07 0
  0.144458  71.495423 6749.235161 1.024670e-07 0
  0.083149 101.965602 6783.972266 1.001629e-07 0
  0.206637  32.977403 6766.701885 9.785881e-08 0
  0.230934  41.445892 6762.111767 9.555474e-08 0
  0.206210  46.211342 6759.916046 9.325067e-08 0
  0.192985  48.330403 6760.619841 9.094660e-08 0
  0.202981  44.709191 6762.023230 8.864252e-08 0
  0.217775  40.556281 6763.502112 8.633845e-08 0
  0.228042  37.726151 6764.662716 8.403438e-08 0
  0.226272  37.056472 6764.915139 8.173031e-08 0
  0.223987  36.380276 6765.138292 7.942623e-08 0
  0.222193  35.607363 6765.425265 7.712216e-08 0
  0.219618  34.949990 6765.670099 7.481809e-08 0
  0.216550  34.353754 6765.904658 7.251402e-08 0
  0.213900  33.674157 6766.137526 7.020994e-08 0
  0.210493  33.096258 6766.362956 6.790587e-08 0
  0.206113  32.648800 6766.671183 6.560180e-08 0
  0.192011  33.788536 6767.365534 6.329773e-08 1
  0.172822  36.205313 6767.662955 6.099366e-08 1
  0.156502  38.477683 6767.785199 5.868958e-08 1
  0.142064  40.725384 6767.863209 5.638551e-08 1
  0.128815  43.079016 6767.942715 5.408144e-08 1
  0.117346  45.275372 6767.980921 5.177736e-08 1
  0.106971  47.455320 6768.102967 4.947329e-08 1
  0.097726  49.526921 6768.136019 4.716922e-08 1
  0.088728  51.885219 6768.151609 4.486515e-08 1
  0.080816  54.039662 6768.171412 4.256108e-08 1
  0.073732  56.024651 6768.227979 4.025701e-08 1
  0.067027  58.102884 6768.159374 3.795293e-08 1
  0.061245  59.726677 6768.229503 3.564886e-08 1
  0.055400  61.761734 6768.111344 3.334479e-08 1
  0.050059  63.627816 6768.160334 3.104071e-08 1
  0.045282  65.118210 6767.929852 2.873664e-08 1
  0.040304  67.296235 6768.034368 2.643257e-08 1
  0.035907  68.950572 6767.758682 2.412850e-08 1
  0.031869  70.269813 6767.905463 2.182443e-08 1
  0.027874  71.861351 6767.867706 1.952035e-08 1
  0.024170  73.089319 6767.637277 1.721628e-08 1
  0.020496  74.655981 6767.404877 1.491221e-08 1
  0.017167  75.360998 6767.329735 1.260814e-08 1
  0.013664  77.379741 6767.129594 1.030407e-08 1
  0.010507  78.125839 6767.125929 7.999993e-09 1
  0.007292  80.156811 6767.059952 5.695920e-09 0
  0.004403  78.858052 6764.361131 3.391848e-09 0
  0.002764  85.528782 6763.712670 2.304072e-09 0
  0.002828  83.588647 6764.356518 2.304072e-09 0
