# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.240200  18.738892 6764.880703 4.375714e-08 0
  0.239139  18.552613 6764.952865 4.313204e-08 0
  0.238453  18.335990 6765.046191 4.250693e-08 0
  0.237726  18.122088 6765.104889 4.188183e-08 0
  0.236983  17.907612 6765.165085 4.125673e-08 0
  0.235980  17.711258 6765.221558 4.063163e-08 0
  0.235142  17.500881 6765.277389 4.000653e-08 0
  0.234237  17.293756 6765.349272 3.938143e-08 0
  0.233759  17.054259 6765.409478 3.875632e-08 0
  0.232954  16.837234 6765.461675 3.813122e-08 0
  0.232124  16.620241 6765.526053 3.750612e-08 0
  0.231534  16.385044 6765.577910 3.688102e-08 0
  0.231076  16.139201 6765.635214 3.625591e-08 0
  0.230202  15.920819 6765.708012 3.563081e-08 0
  0.229720  15.674382 6765.779992 3.500571e-08 0
  0.229165  15.432305 6765.810674 3.438061e-08 0
  0.228756  15.177997 6765.891642 3.375551e-08 0
  0.228253  14.929731 6765.972846 3.313040e-08 0
  0.227418  14.702062 6766.038657 3.250530e-08 0
  0.227060  14.441776 6766.116982 3.188020e-08 0
  0.226412  14.199044 6766.199097 3.125510e-08 0
  0.225485  13.972445 6766.270953 3.063000e-08 0
  0.225187  13.705389 6766.342902 3.000490e-08 0
  0.224357  13.469548 6766.411378 2.937979e-08 0
  0.223626  13.225907 6766.483647 2.875469e-08 0
  0.223359  12.953692 6766.562061 2.812959e-08 0
  0.222666  12.705011 6766.645849 2.750449e-08 0
  0.222070  12.449593 6766.727224 2.687938e-08 0
  0.221341  12.200341 6766.799520 2.625428e-08 0
  0.220888  11.934173 6766.874557 2.562918e-08 0
  0.220315  11.673379 6766.946639 2.500408e-08 0
  0.219444  11.426676 6767.017843 2.437898e-08 0
  0.218706  11.171287 6767.087334 2.375388e-08 0
  0.217910  10.916754 6767.164296 2.312877e-08 0
  0.217339  10.649497 6767.242729 2.250367e-08 0
  0.216284  10.404367 6767.314328 2.187857e-08 0
  0.215589  10.139397 6767.390772 2.125347e-08 0
  0.214933   9.871545 6767.455216 2.062836e-08 0
  0.214285   9.600861 6767.533637 2.000326e-08 0
  0.213493   9.335450 6767.606292 1.937816e-08 0
  0.212810   9.063254 6767.677673 1.875306e-08 0
  0.211681   8.807633 6767.752905 1.812796e-08 0
  0.210477   8.551985 6767.840400 1.750286e-08 0
  0.209125   8.299640 6767.929520 1.687775e-08 0
  0.207850   8.042104 6767.996019 1.625265e-08 0
  0.206040   7.800855 6768.056503 1.562755e-08 0
  0.201153   7.670016 6768.135135 1.500245e-08 0
  0.185766   7.949778 6768.341178 1.437735e-08 1
  0.167562   8.436920 6768.482659 1.375224e-08 1
  0.148683   9.079752 6768.572492 1.312714e-08 1
  0.132034   9.739325 6768.626506 1.250204e-08 1
  0.117234  10.421166 6768.641641 1.187694e-08 1
  0.104049  11.123720 6768.661826 1.125184e-08 1
  0.091677  11.923307 6768.612333 1.062673e-08 1
  0.081362  12.644937 6768.591445 1.000163e-08 1
  0.072472  13.308425 6768.533093 9.376530e-09 1
  0.064067  14.051034 6768.504697 8.751428e-09 1
  0.057025  14.658338 6768.445293 8.126326e-09 1
  0.049891  15.465568 6768.391525 7.501224e-09 1
  0.043843  16.132224 6768.312193 6.876122e-09 1
  0.038101  16.876576 6768.268846 6.251020e-09 1
  0.032798  17.640751 6768.084152 5.625918e-09 1
  0.028110  18.300133 6768.053618 5.000816e-09 1
  0.023619  19.056672 6768.087329 4.375714e-09 1
  0.019785  19.497667 6767.936956 3.750612e-09 1
  0.015863  20.266307 6767.819225 3.125510e-09 1
  0.012315  20.877071 6767.522880 2.500408e-09 1
  0.009129  21.130241 6767.463354 1.875306e-09 0
  0.005865  21.927260 6767.502327 1.250204e-09 0
  0.002972  21.603364 6766.948344 6.251020e-10 0
  0.002953  21.767165 6767.171464 6.251020e-10 0
