# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.095161  64.132207 6768.300543 1.064041e-07 0
  0.203443  48.338156 6758.326182 1.034290e-07 0
  0.146343  69.535966 6753.695807 1.004538e-07 0
  0.112122  85.316946 6765.690671 9.747871e-08 0
  0.203237  47.111875 6762.548975 9.450361e-08 0
  0.189475  49.312430 6762.833832 9.152849e-08 0
  0.196956  45.709908 6764.689914 8.855337e-08 0
  0.206448  42.164831 6766.252111 8.557827e-08 0
  0.194963  43.207988 6767.048553 8.260315e-08 1
  0.175842  46.219989 6767.421449 7.962804e-08 1
  0.159525  49.055396 6767.579117 7.665292e-08 1
  0.144555  52.038599 6767.614235 7.367781e-08 1
  0.131320  54.970058 6767.668958 7.070270e-08 1
  0.119530  57.852290 6767.674264 6.772758e-08 1
  0.109207  60.536360 6767.829181 6.475247e-08 1
  0.099765  63.225494 6767.797118 6.177736e-08 1
  0.090783  66.133078 6767.893127 5.880224e-08 1
  0.082791  68.850473 6767.883620 5.582713e-08 1
  0.075585  71.396456 6767.757556 5.285201e-08 1
  0.069176  73.611108 6768.080026 4.987690e-08 1
  0.062619  76.478092 6767.902388 4.690179e-08 1
  0.056821  78.934885 6767.897611 4.392667e-08 1
  0.051465  81.246979 6767.883460 4.095156e-08 1
  0.046595  83.216425 6768.069758 3.797645e-08 1
  0.041850  85.394687 6768.142107 3.500134e-08 1
  0.037347  87.558695 6767.863362 3.202622e-08 1
  0.033181  89.398426 6767.600351 2.905111e-08 1
  0.029244  91.042874 6767.752273 2.607600e-08 1
  0.025011  94.299197 6766.936942 2.310088e-08 1
  0.021654  94.896506 6767.326974 2.012577e-08 1
  0.018147  96.499334 6766.887407 1.715065e-08 1
  0.014912  97.056768 6766.113075 1.417554e-08 1
  0.011394 100.261296 6768.329589 1.120043e-08 1
  0.008211 102.161041 6765.797606 8.225313e-09 0
  0.005235 102.348609 6764.111427 5.250200e-09 0
  0.002960 102.623789 6763.564572 2.975114e-09 0
  0.002959 102.671433 6763.462569 2.975114e-09 0
