# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.225832  43.332130 6748.092301 1.078063e-07 0
  0.056804 179.907269 6782.557054 1.062334e-07 0
  0.211880  20.077935 6767.157214 1.046606e-07 0
  0.272616  35.290423 6759.360804 1.030877e-07 0
  0.220476  44.757568 6751.459143 1.015148e-07 0
  0.110242  92.456569 6758.212215 9.994194e-08 0
  0.216147  45.425480 6753.078781 9.836906e-08 0
  0.136976  72.429534 6756.940164 9.679619e-08 0
  0.196601  49.605951 6754.377562 9.522332e-08 0
  0.158874  60.392579 6757.728826 9.365045e-08 0
  0.206545  45.894933 6756.669397 9.207757e-08 0
  0.192963  48.286495 6757.934585 9.050470e-08 0
  0.210420  43.552484 6758.607138 8.893183e-08 0
  0.219681  40.961663 6759.457634 8.735896e-08 0
  0.230929  38.259316 6760.310141 8.578609e-08 0
  0.241775  35.864812 6761.188549 8.421321e-08 0
  0.252224  33.725660 6762.113854 8.264034e-08 0
  0.258570  32.291778 6762.792383 8.106747e-08 0
  0.257158  31.866641 6762.963357 7.949460e-08 0
  0.253946  31.631144 6763.137103 7.792172e-08 0
  0.251822  31.254724 6763.280786 7.634885e-08 0
  0.249958  30.838146 6763.465237 7.477598e-08 0
  0.248282  30.394625 6763.584349 7.320311e-08 0
  0.246255  29.985549 6763.739634 7.163023e-08 0
  0.243965  29.602352 6763.893979 7.005736e-08 0
  0.241985  29.174035 6764.065842 6.848449e-08 0
  0.239930  28.748300 6764.224941 6.691162e-08 0
  0.238124  28.284432 6764.418337 6.533874e-08 0
  0.236085  27.843766 6764.534867 6.376587e-08 0
  0.234116  27.384099 6764.702843 6.219300e-08 0
  0.232407  26.888640 6764.832989 6.062013e-08 0
  0.230807  26.372623 6764.956512 5.904725e-08 0
  0.229201  25.848302 6765.139320 5.747438e-08 0
  0.227763  25.299851 6765.311384 5.590151e-08 0
  0.226339  24.742135 6765.496861 5.432864e-08 0
  0.224798  24.190516 6765.677621 5.275577e-08 0
  0.223285  23.627479 6765.876157 5.118289e-08 0
  0.221844  23.050401 6766.061091 4.961002e-08 0
  0.220521  22.454028 6766.226852 4.803714e-08 0
  0.218414  21.927508 6766.409962 4.646427e-08 0
  0.216339  21.389347 6766.562016 4.489140e-08 0
  0.214473  20.818830 6766.728318 4.331853e-08 0
  0.212779  20.223750 6766.856568 4.174566e-08 0
  0.209974  19.719191 6767.049033 4.017278e-08 0
  0.206522  19.262852 6767.256376 3.859991e-08 0
  0.198739  19.197975 6767.526489 3.702704e-08 0
  0.176879  20.652651 6767.843679 3.545417e-08 1
  0.155416  22.472322 6767.977529 3.388129e-08 1
  0.137951  24.143630 6768.062019 3.230842e-08 1
  0.122937  25.774209 6768.078531 3.073555e-08 1
  0.109676  27.412033 6768.124876 2.916267e-08 1
  0.097973  29.031844 6768.084967 2.758980e-08 1
  0.087457  30.668510 6768.068422 2.601693e-08 1
  0.078060  32.283075 6768.026549 2.444406e-08 1
  0.069854  33.754293 6768.022544 2.287119e-08 1
  0.062158  35.324200 6767.935401 2.129831e-08 1
  0.055265  36.796338 6767.973242 1.972544e-08 1
  0.048906  38.264954 6767.888874 1.815257e-08 1
  0.042805  39.931170 6767.796160 1.657970e-08 1
  0.037429  41.333297 6767.672738 1.500682e-08 1
  0.032439  42.689628 6767.352011 1.343395e-08 1
  0.027748  44.067769 6767.496904 1.186108e-08 1
  0.023391  45.341206 6767.245979 1.028821e-08 1
  0.019414  46.277960 6766.956083 8.715333e-09 1
  0.015314  48.074880 6767.411743 7.142460e-09 1
  0.011606  49.433355 6766.451802 5.569588e-09 1
  0.007876  52.310994 6766.221258 3.996715e-09 0
  0.004740  52.689065 6765.328393 2.423842e-09 0
  0.003314  48.932250 6765.633246 1.572873e-09 0
  0.003284  49.309816 6766.866754 1.572873e-09 0
