# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002932  55.208584 6762.140734 1.572873e-09 0
  0.006176  52.149457 6765.229864 3.145745e-09 0
  0.009497  51.212144 6765.810479 4.718618e-09 0
  0.012885  50.336515 6766.030817 6.291490e-09 1
  0.016567  48.934758 6766.308553 7.864363e-09 1
  0.020784  46.810949 6766.439032 9.437235e-09 1
  0.024931  45.522518 6766.806329 1.101011e-08 1
  0.029431  44.076469 6766.870933 1.258298e-08 1
  0.034316  42.527194 6766.975712 1.415585e-08 1
  0.039855  40.682877 6767.211532 1.572872e-08 1
  0.045733  39.002185 6767.276381 1.730160e-08 1
  0.051935  37.465971 6767.361157 1.887447e-08 1
  0.058612  35.965008 6767.414925 2.044734e-08 1
  0.066266  34.256324 6767.558678 2.202022e-08 1
  0.074231  32.766144 6767.641010 2.359309e-08 1
  0.083878  30.930931 6767.693381 2.516596e-08 1
  0.094153  29.277026 6767.774610 2.673883e-08 1
  0.105944  27.549633 6767.806080 2.831170e-08 1
  0.119372  25.808952 6767.840501 2.988458e-08 1
  0.130209  24.902067 6768.050415 3.145745e-08 1
  0.146688  23.213992 6768.025231 3.303032e-08 1
  0.165744  21.523143 6767.960834 3.460319e-08 1
  0.187777  19.857034 6767.729883 3.617607e-08 1
  0.205145  18.956174 6767.345098 3.774894e-08 0
  0.208444  19.444789 6767.152310 3.932181e-08 0
  0.211584  19.923190 6766.973389 4.089469e-08 0
  0.213677  20.488247 6766.843305 4.246756e-08 0
  0.215532  21.063657 6766.683343 4.404043e-08 0
  0.217717  21.597375 6766.538665 4.561330e-08 0
  0.219387  22.170922 6766.347742 4.718618e-08 0
  0.221087  22.734495 6766.178990 4.875905e-08 0
  0.222452  23.323629 6765.995662 5.033192e-08 0
  0.224149  23.870047 6765.797196 5.190479e-08 0
  0.225465  24.450355 6765.612588 5.347767e-08 0
  0.227004  24.999030 6765.433239 5.505054e-08 0
  0.228319  25.565557 6765.266225 5.662341e-08 0
  0.229809  26.105115 6765.081719 5.819628e-08 0
  0.231500  26.614976 6764.901821 5.976916e-08 0
  0.233420  27.091874 6764.780052 6.134203e-08 0
  0.234933  27.606869 6764.619131 6.291490e-08 0
  0.236887  28.064283 6764.493837 6.448777e-08 0
  0.238917  28.503953 6764.334692 6.606065e-08 0
  0.240872  28.945417 6764.153300 6.763352e-08 0
  0.242869  29.375674 6764.004757 6.920639e-08 0
  0.244880  29.796210 6763.836607 7.077926e-08 0
  0.247154  30.178138 6763.668104 7.235214e-08 0
  0.249025  30.603051 6763.521575 7.392501e-08 0
  0.251042  31.002824 6763.364446 7.549788e-08 0
  0.253209  31.377984 6763.211716 7.707075e-08 0
  0.255289  31.757379 6763.053052 7.864363e-08 0
  0.257696  32.089700 6762.875746 8.021650e-08 0
  0.259833  32.450155 6762.716808 8.178937e-08 0
  0.261416  32.872608 6762.496967 8.336224e-08 0
  0.259706  33.703444 6762.020892 8.493512e-08 0
  0.253982  35.070387 6761.129023 8.650799e-08 0
  0.244943  36.996243 6759.932976 8.808086e-08 0
  0.231224  39.889553 6758.632793 8.965373e-08 0
  0.215896  43.484257 6757.322374 9.122660e-08 0
  0.198708  48.091820 6756.172309 9.279947e-08 0
  0.182693  53.217043 6755.175663 9.437236e-08 0
  0.168233  58.764598 6754.233989 9.594522e-08 0
  0.153860  65.318281 6753.383493 9.751810e-08 0
  0.140979  72.433410 6752.414149 9.909096e-08 0
  0.125796  82.486576 6751.829275 1.006638e-07 0
  0.116983  90.015306 6750.042391 1.022367e-07 0
  0.087992 121.087180 6755.861236 1.038096e-07 0
  0.195358  51.232404 6746.223547 1.053825e-07 0
  0.045704 129.463838 6847.066529 1.069553e-07 0
  0.064087  37.362571 6769.702260 1.085282e-07 0
  0.275900  34.595525 6759.745598 1.093792e-07 0
  0.225832  43.332130 6748.092301 1.078063e-07 0
