# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009352   1.457365 1644.915593 3.697016e-10 0
  0.015482   1.701565 1645.183564 7.394032e-10 0
  0.038638   1.064350 1645.278181 1.109105e-09 0
  0.055988   0.986514 1645.305289 1.478806e-09 1
  0.074033   0.933217 1645.320093 1.848508e-09 1
  0.093657   0.885231 1645.333443 2.218210e-09 1
  0.113344   0.853551 1645.341798 2.587911e-09 1
  0.136997   0.807133 1645.343232 2.957613e-09 1
  0.159562   0.779599 1645.348126 3.327314e-09 1
  0.184987   0.747175 1645.348850 3.697016e-09 1
  0.213179   0.713194 1645.348791 4.066718e-09 1
  0.242975   0.682597 1645.347198 4.436419e-09 1
  0.273688   0.656520 1645.347102 4.806121e-09 1
  0.310349   0.623491 1645.346450 5.175822e-09 1
  0.349890   0.592495 1645.344257 5.545525e-09 1
  0.390522   0.566278 1645.343764 5.915226e-09 1
  0.436940   0.537671 1645.340503 6.284927e-09 1
  0.487532   0.510173 1645.336207 6.654629e-09 1
  0.539404   0.486603 1645.329842 7.024331e-09 1
  0.598406   0.461657 1645.322974 7.394032e-09 1
  0.658896   0.439927 1645.313131 7.763734e-09 1
  0.721881   0.420459 1645.301816 8.133435e-09 1
  0.783707   0.404653 1645.289051 8.503137e-09 1
  0.845700   0.390913 1645.274321 8.872839e-09 1
  0.904825   0.380205 1645.257957 9.242541e-09 0
  0.919159   0.390866 1645.254750 9.612241e-09 0
  0.944025   0.394948 1645.247528 9.981943e-09 0
  0.956914   0.404229 1645.242390 1.035164e-08 0
  0.956854   0.418906 1645.242964 1.072135e-08 0
  0.965419   0.429351 1645.238549 1.109105e-08 0
  0.964935   0.444045 1645.239005 1.146075e-08 0
  0.968936   0.456424 1645.236793 1.183045e-08 0
  0.971372   0.469532 1645.235495 1.220015e-08 0
  0.977585   0.480598 1645.231680 1.256985e-08 0
  0.975961   0.495673 1645.231793 1.293956e-08 0
  0.977586   0.508924 1645.229092 1.330926e-08 0
  0.980550   0.521483 1645.226362 1.367896e-08 0
  0.982035   0.534796 1645.224547 1.404866e-08 0
  0.985114   0.547130 1645.221917 1.441836e-08 0
  0.987551   0.559788 1645.219775 1.478806e-08 0
  0.986827   0.574261 1645.220654 1.515777e-08 0
  0.987502   0.587804 1645.218193 1.552747e-08 0
  0.991659   0.599277 1645.215717 1.589717e-08 0
  0.993121   0.612330 1645.213913 1.626687e-08 0
  0.993264   0.626181 1645.213095 1.663657e-08 0
  0.993688   0.639812 1645.211771 1.700627e-08 0
  0.996235   0.652036 1645.209709 1.737598e-08 0
  0.998910   0.664132 1645.208010 1.774568e-08 0
  0.997674   0.678833 1645.207540 1.811538e-08 0
  0.999043   0.691728 1645.206430 1.848508e-08 0
  0.999037   0.705561 1645.205074 1.885478e-08 0
  1.000434   0.718393 1645.203818 1.922448e-08 0
  0.998801   0.733416 1645.202923 1.959418e-08 0
  0.999945   0.746391 1645.201777 1.996389e-08 0
  1.003204   0.757735 1645.200018 2.033359e-08 0
  1.005286   0.769921 1645.198576 2.070329e-08 0
  1.005459   0.783542 1645.197480 2.107299e-08 0
  1.006461   0.796507 1645.197207 2.144269e-08 0
  1.004785   0.811582 1645.196349 2.181239e-08 0
  1.005606   0.824661 1645.195365 2.218210e-08 0
  1.005413   0.838574 1645.194685 2.255180e-08 0
  1.005781   0.852010 1645.194024 2.292150e-08 0
  1.007698   0.864097 1645.192837 2.329120e-08 0
  1.008708   0.876925 1645.191175 2.366090e-08 0
  1.007150   0.892044 1645.192857 2.403060e-08 0
  1.006751   0.906106 1645.192360 2.440030e-08 0
  1.007375   0.919264 1645.191554 2.477001e-08 0
  1.008455   0.931973 1645.190167 2.513971e-08 0
  1.010006   0.944231 1645.189035 2.550941e-08 0
  1.009170   0.958704 1645.187509 2.587911e-08 0
  1.010390   0.957566 1645.187240 2.587911e-08 0
