# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.007835   7.362744 1642.283060 1.608968e-09 0
  0.009461  10.424761 1646.161272 3.217935e-09 0
  0.036496   3.943999 1644.988451 4.826903e-09 0
  0.051805   4.798691 1645.022807 6.435871e-09 1
  0.067038   4.628610 1645.152703 8.044838e-09 1
  0.084214   4.426179 1645.230893 9.653806e-09 1
  0.101771   4.275035 1645.273786 1.126277e-08 1
  0.119841   4.150268 1645.270732 1.287174e-08 1
  0.139184   4.019638 1645.293792 1.448071e-08 1
  0.160204   3.880563 1645.305994 1.608968e-08 1
  0.181727   3.763268 1645.304361 1.769864e-08 1
  0.206330   3.615777 1645.308522 1.930761e-08 1
  0.230794   3.501727 1645.320491 2.091658e-08 1
  0.258369   3.368863 1645.308269 2.252555e-08 1
  0.288015   3.237906 1645.308573 2.413452e-08 1
  0.321297   3.095891 1645.315700 2.574348e-08 1
  0.357483   2.956572 1645.305147 2.735245e-08 1
  0.396510   2.822364 1645.298847 2.896142e-08 1
  0.440440   2.682016 1645.293259 3.057038e-08 1
  0.487173   2.552356 1645.288544 3.217935e-08 1
  0.539637   2.419401 1645.275480 3.378832e-08 1
  0.599472   2.281652 1645.267894 3.539729e-08 1
  0.664649   2.151369 1645.251800 3.700626e-08 1
  0.734287   2.031946 1645.234016 3.861522e-08 1
  0.805025   1.930602 1645.216312 4.022419e-08 1
  0.879080   1.838524 1645.194240 4.183316e-08 1
  0.935088   1.794900 1645.173395 4.344213e-08 0
  0.966840   1.800417 1645.158635 4.505110e-08 0
  0.976133   1.847072 1645.151748 4.666006e-08 0
  0.981357   1.900594 1645.145529 4.826903e-08 0
  0.989360   1.948057 1645.137472 4.987800e-08 0
  0.993211   2.003106 1645.132562 5.148697e-08 0
  0.998083   2.055620 1645.126026 5.309593e-08 0
  0.999034   2.115887 1645.123277 5.470490e-08 0
  1.002588   2.170407 1645.117023 5.631387e-08 0
  1.005730   2.225442 1645.112517 5.792284e-08 0
  1.006813   2.284799 1645.107404 5.953180e-08 0
  1.008531   2.342554 1645.102691 6.114077e-08 0
  1.010896   2.398577 1645.096180 6.274974e-08 0
  1.012378   2.456475 1645.091762 6.435871e-08 0
  1.012854   2.516706 1645.086244 6.596767e-08 0
  1.015178   2.572182 1645.082073 6.757664e-08 0
  1.016136   2.630945 1645.076463 6.918561e-08 0
  1.017991   2.687220 1645.071731 7.079458e-08 0
  1.019072   2.745376 1645.067750 7.240354e-08 0
  1.021357   2.800111 1645.061873 7.401251e-08 0
  1.023389   2.855305 1645.055991 7.562148e-08 0
  1.023798   2.914890 1645.050080 7.723045e-08 0
  1.027103   2.966032 1645.046341 7.883941e-08 0
  1.029419   3.019762 1645.040815 8.044838e-08 0
  1.029891   3.078740 1645.036437 8.205735e-08 0
  1.031122   3.135356 1645.032544 8.366632e-08 0
  1.033519   3.188250 1645.026881 8.527529e-08 0
  1.033973   3.246977 1645.021512 8.688425e-08 0
  1.037375   3.296261 1645.015812 8.849322e-08 0
  1.038052   3.354006 1645.009645 9.010219e-08 0
  1.038772   3.411510 1645.007485 9.171116e-08 0
  1.039626   3.468518 1645.004253 9.332013e-08 0
  1.042203   3.519602 1644.999792 9.492909e-08 0
  1.043884   3.573499 1644.993991 9.653806e-08 0
  1.043748   3.633536 1644.986449 9.814702e-08 0
  1.046848   3.682156 1644.981625 9.975599e-08 0
  1.048936   3.734106 1644.974307 1.013650e-07 0
  1.051092   3.785587 1644.969609 1.029739e-07 0
  1.052405   3.839945 1644.963810 1.045829e-07 0
  1.053600   3.894602 1644.956996 1.061919e-07 0
  1.056471   3.942861 1644.951616 1.078008e-07 0
  1.057152   3.998005 1644.947316 1.093792e-07 0
  1.056830   3.940271 1644.953691 1.077702e-07 0
