# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003014  53.933872 6763.077314 1.925620e-09 0
  0.006072  53.474787 6764.744650 3.851241e-09 0
  0.009257  52.689351 6763.914358 5.776861e-09 0
  0.012579  51.718958 6763.467132 7.702482e-09 1
  0.015954  50.942275 6764.403953 9.628102e-09 1
  0.019872  49.101053 6764.937231 1.155372e-08 1
  0.023179  49.122009 6764.704906 1.347934e-08 1
  0.027267  47.725018 6764.755210 1.540496e-08 1
  0.031453  46.545410 6764.728572 1.733058e-08 1
  0.036081  45.083084 6764.814387 1.925620e-08 1
  0.040804  43.851375 6764.663807 2.118182e-08 1
  0.045824  42.597669 6764.702927 2.310745e-08 1
  0.051406  41.136249 6764.693732 2.503307e-08 1
  0.057271  39.763393 6764.752294 2.695868e-08 1
  0.063351  38.515373 6764.685632 2.888430e-08 1
  0.070381  36.979547 6764.682177 3.080993e-08 1
  0.077896  35.500458 6764.657128 3.273555e-08 1
  0.086798  33.721635 6765.053258 3.466117e-08 1
  0.096030  32.183595 6764.900318 3.658679e-08 1
  0.106074  30.670279 6764.805861 3.851241e-08 1
  0.117471  29.079416 6764.728432 4.043803e-08 1
  0.130724  27.375663 6764.646840 4.236365e-08 1
  0.144959  25.809380 6764.542287 4.428927e-08 1
  0.161369  24.192264 6764.401753 4.621489e-08 1
  0.179606  22.640972 6764.236372 4.814051e-08 1
  0.197930  21.363976 6763.986201 5.006613e-08 1
  0.206019  21.300159 6763.500598 5.199175e-08 0
  0.209030  21.786135 6763.268188 5.391737e-08 0
  0.211082  22.346869 6763.094318 5.584299e-08 0
  0.213001  22.908839 6762.904426 5.776861e-08 0
  0.214913  23.462460 6762.732612 5.969423e-08 0
  0.216994  23.986678 6762.545691 6.161985e-08 0
  0.218858  24.525742 6762.360247 6.354547e-08 0
  0.220523  25.077999 6762.165269 6.547109e-08 0
  0.221954  25.648843 6761.954204 6.739671e-08 0
  0.223538  26.194750 6761.740867 6.932233e-08 0
  0.225028  26.744931 6761.559638 7.124795e-08 0
  0.226416  27.298797 6761.345369 7.317357e-08 0
  0.227833  27.843337 6761.147454 7.509919e-08 0
  0.229688  28.327492 6760.997025 7.702481e-08 0
  0.230948  28.876416 6760.792657 7.895043e-08 0
  0.232739  29.354018 6760.641258 8.087605e-08 0
  0.234826  29.785664 6760.474325 8.280168e-08 0
  0.236607  30.248953 6760.305569 8.472730e-08 0
  0.238754  30.658345 6760.142460 8.665292e-08 0
  0.241331  31.004556 6759.955956 8.857854e-08 0
  0.242700  31.498937 6759.717892 9.050416e-08 0
  0.238618  32.696002 6759.018781 9.242978e-08 0
  0.228494  34.796117 6757.736799 9.435539e-08 0
  0.213117  38.018815 6756.029198 9.628102e-08 0
  0.192055  43.037514 6754.132825 9.820664e-08 0
  0.165943  50.873347 6752.487851 1.001323e-07 0
  0.141197  61.014848 6751.292257 1.020579e-07 0
  0.121656  72.156904 6749.984185 1.039835e-07 0
  0.099950  89.497858 6749.252137 1.059091e-07 0
  0.088102 103.085529 6745.409776 1.078347e-07 0
  0.041212 118.662160 6839.944648 1.093792e-07 0
  0.056681  39.132743 6765.764837 1.074536e-07 0
