# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002975  83.036638 6759.053627 2.937924e-09 0
  0.005968  82.480250 6763.569437 5.875849e-09 0
  0.009485  78.322014 6763.297434 8.813774e-09 0
  0.012739  77.668298 6765.048186 1.175170e-08 1
  0.016442  75.301706 6764.754422 1.468962e-08 1
  0.019920  74.577116 6764.098678 1.762755e-08 1
  0.023863  72.638831 6764.210729 2.056547e-08 1
  0.027877  71.056895 6764.569095 2.350340e-08 1
  0.032012  69.619777 6764.471339 2.644132e-08 1
  0.036855  67.187877 6764.581845 2.937925e-08 1
  0.041393  65.805058 6764.641333 3.231717e-08 1
  0.046704  63.576787 6765.751660 3.525510e-08 1
  0.052055  61.840900 6765.440193 3.819302e-08 1
  0.057970  59.802150 6765.068897 4.113094e-08 1
  0.064292  57.773794 6765.088365 4.406887e-08 1
  0.071427  55.469116 6765.078872 4.700679e-08 1
  0.078791  53.428469 6764.900052 4.994472e-08 1
  0.086950  51.263011 6764.727647 5.288264e-08 1
  0.095986  49.016026 6764.703906 5.582057e-08 1
  0.106189  46.638706 6764.652680 5.875849e-08 1
  0.117284  44.338329 6764.563534 6.169642e-08 1
  0.129898  41.938955 6764.466250 6.463434e-08 1
  0.143668  39.643407 6764.297010 6.757227e-08 1
  0.159645  37.227046 6764.146997 7.051019e-08 1
  0.177667  34.844578 6763.961646 7.344812e-08 1
  0.196575  32.752457 6763.723335 7.638604e-08 1
  0.206389  32.378985 6763.048983 7.932396e-08 0
  0.210370  32.957745 6762.739329 8.226189e-08 0
  0.213338  33.660565 6762.458905 8.519981e-08 0
  0.216327  34.339821 6762.159350 8.813773e-08 0
  0.219061  35.042179 6761.891257 9.107566e-08 0
  0.218162  36.310626 6761.264259 9.401358e-08 0
  0.207165  39.277249 6759.275819 9.695151e-08 0
  0.187055  44.605410 6756.102267 9.988943e-08 0
  0.153575  55.922755 6752.144575 1.028274e-07 0
  0.104800  84.981313 6750.112504 1.057653e-07 0
  0.077106 118.604396 6746.427578 1.087032e-07 0
  0.044533 182.877256 6795.018813 1.093792e-07 0
  0.110624  45.587855 6764.589124 1.064412e-07 0
