# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003112  42.305111 6763.648851 1.545528e-09 0
  0.005868  44.867364 6764.130903 3.091055e-09 0
  0.009054  43.625502 6764.312183 4.636583e-09 0
  0.012455  42.278461 6764.054459 6.182110e-09 1
  0.016205  40.619400 6764.301887 7.727639e-09 1
  0.019512  40.485287 6764.225085 9.273166e-09 1
  0.023379  39.420345 6764.225435 1.081869e-08 1
  0.027210  38.701307 6764.613728 1.236422e-08 1
  0.031781  37.282088 6764.832967 1.390975e-08 1
  0.036031  36.540160 6764.776097 1.545528e-08 1
  0.040893  35.413022 6764.534950 1.700080e-08 1
  0.045997  34.345892 6764.745794 1.854633e-08 1
  0.051631  33.150216 6764.783013 2.009186e-08 1
  0.057779  31.900675 6764.664014 2.163739e-08 1
  0.064010  30.852913 6764.685460 2.318291e-08 1
  0.071313  29.539233 6764.746274 2.472844e-08 1
  0.079061  28.310160 6764.714469 2.627397e-08 1
  0.087365  27.126248 6764.728370 2.781950e-08 1
  0.096974  25.796026 6764.738036 2.936503e-08 1
  0.107483  24.498202 6764.646468 3.091055e-08 1
  0.119277  23.180306 6764.625869 3.245608e-08 1
  0.132688  21.829397 6764.573767 3.400161e-08 1
  0.149159  20.301599 6764.588369 3.554714e-08 1
  0.166020  19.031340 6764.451304 3.709267e-08 1
  0.184670  17.820663 6764.271861 3.863819e-08 1
  0.200131  17.098206 6764.024939 4.018372e-08 0
  0.206827  17.172167 6763.651377 4.172925e-08 0
  0.209487  17.594096 6763.463668 4.327478e-08 0
  0.211189  18.077119 6763.311806 4.482031e-08 0
  0.212714  18.566758 6763.167280 4.636583e-08 0
  0.214203  19.052705 6763.033218 4.791136e-08 0
  0.215714  19.528552 6762.861128 4.945688e-08 0
  0.217394  19.984037 6762.715379 5.100241e-08 0
  0.218623  20.473476 6762.552390 5.254794e-08 0
  0.220127  20.931669 6762.387141 5.409347e-08 0
  0.221443  21.402248 6762.237339 5.563900e-08 0
  0.222788  21.863736 6762.076973 5.718453e-08 0
  0.223928  22.340233 6761.908727 5.873005e-08 0
  0.225088  22.810470 6761.754542 6.027558e-08 0
  0.226255  23.274309 6761.582557 6.182111e-08 0
  0.227376  23.738641 6761.412058 6.336664e-08 0
  0.228788  24.168100 6761.263373 6.491216e-08 0
  0.230230  24.588259 6761.096434 6.645769e-08 0
  0.231270  25.047728 6760.962121 6.800322e-08 0
  0.232732  25.455663 6760.810051 6.954875e-08 0
  0.234318  25.845633 6760.673501 7.109428e-08 0
  0.236090  26.209111 6760.526321 7.263980e-08 0
  0.237350  26.625125 6760.403589 7.418533e-08 0
  0.239027  26.988809 6760.261784 7.573086e-08 0
  0.241341  27.275637 6760.122498 7.727639e-08 0
  0.243038  27.627368 6760.007991 7.882191e-08 0
  0.244627  27.985404 6759.854436 8.036744e-08 0
  0.246326  28.327413 6759.729982 8.191297e-08 0
  0.247916  28.676826 6759.608782 8.345850e-08 0
  0.249315  29.043549 6759.461308 8.500402e-08 0
  0.250747  29.402817 6759.316628 8.654955e-08 0
  0.252763  29.689442 6759.188336 8.809508e-08 0
  0.252913  30.190036 6758.954488 8.964061e-08 0
  0.249254  31.143646 6758.371283 9.118614e-08 0
  0.241072  32.708795 6757.374174 9.273166e-08 0
  0.228417  35.071121 6756.113929 9.427719e-08 0
  0.211824  38.441748 6754.756171 9.582272e-08 0
  0.192597  42.993404 6753.488539 9.736825e-08 0
  0.172913  48.687393 6752.451529 9.891377e-08 0
  0.155340  55.062035 6751.557597 1.004593e-07 0
  0.139465  62.279265 6750.658794 1.020048e-07 0
  0.123104  71.638204 6749.889008 1.035504e-07 0
  0.109410  81.785087 6748.631545 1.050959e-07 0
  0.086323 105.162709 6750.725717 1.066414e-07 0
  0.132096  66.336150 6740.454771 1.081869e-07 0
  0.072279 -18.790375 6802.821543 1.081869e-07 0
