# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.261359  88.888774 1604.511206 1.845227e-08 0
  0.260724  87.832409 1604.543564 1.818866e-08 0
  0.260292  86.702762 1604.589713 1.792506e-08 0
  0.259264  85.765742 1604.710355 1.766145e-08 0
  0.258248  84.817846 1604.849057 1.739785e-08 0
  0.257160  83.885598 1605.014031 1.713425e-08 0
  0.255732  83.055819 1605.199096 1.687064e-08 0
  0.254361  82.197949 1605.415855 1.660704e-08 0
  0.253295  81.233175 1605.651614 1.634344e-08 0
  0.252081  80.307077 1605.919225 1.607983e-08 0
  0.251316  79.230208 1606.206655 1.581623e-08 0
  0.250412  78.192513 1606.402344 1.555263e-08 0
  0.249294  77.212562 1606.540588 1.528902e-08 0
  0.248025  76.270344 1606.620665 1.502542e-08 0
  0.246971  75.250219 1606.787310 1.476181e-08 0
  0.245556  74.331002 1607.012772 1.449821e-08 0
  0.244423  73.317694 1607.226752 1.423461e-08 0
  0.242685  72.474094 1607.470310 1.397100e-08 0
  0.240926  71.621627 1607.844371 1.370740e-08 0
  0.238617  70.927326 1608.094544 1.344379e-08 0
  0.236984  70.018730 1608.208964 1.318019e-08 0
  0.235502  69.048774 1608.383312 1.291659e-08 0
  0.233882  68.108731 1608.518172 1.265298e-08 0
  0.232162  67.182883 1608.684067 1.238938e-08 0
  0.230447  66.244178 1608.779332 1.212578e-08 0
  0.229026  65.206763 1608.827117 1.186217e-08 0
  0.227422  64.205592 1608.951844 1.159857e-08 0
  0.226014  63.136600 1609.090001 1.133496e-08 0
  0.224527  62.076736 1609.212629 1.107136e-08 0
  0.222453  61.162982 1609.350530 1.080776e-08 0
  0.221420  59.950978 1609.418447 1.054415e-08 0
  0.219969  58.837144 1609.505587 1.028055e-08 0
  0.218064  57.829204 1609.586037 1.001694e-08 0
  0.216885  56.614049 1609.631061 9.753341e-09 0
  0.215965  55.319039 1609.646075 9.489737e-09 0
  0.214929  54.039450 1609.727678 9.226133e-09 0
  0.213743  52.785890 1609.823152 8.962529e-09 0
  0.212049  51.639003 1610.010065 8.698926e-09 0
  0.209341  50.720071 1610.225265 8.435322e-09 0
  0.206532  49.806030 1610.366197 8.171718e-09 0
  0.202467  49.166281 1610.522754 7.908114e-09 0
  0.190134  50.606603 1610.776460 7.644510e-09 1
  0.177186  52.435340 1610.975296 7.380907e-09 1
  0.163745  54.713231 1611.203266 7.117302e-09 1
  0.151331  57.011739 1611.384817 6.853700e-09 1
  0.139177  59.608220 1611.530649 6.590095e-09 1
  0.128041  62.202243 1611.660581 6.326491e-09 1
  0.117445  64.989997 1611.764076 6.062888e-09 1
  0.107491  67.921246 1611.885098 5.799284e-09 1
  0.098357  70.855889 1612.001416 5.535680e-09 1
  0.089770  73.936340 1612.165147 5.272076e-09 1
  0.082033  76.867537 1612.212152 5.008472e-09 1
  0.075049  79.598298 1612.306742 4.744869e-09 1
  0.068316  82.585464 1612.372351 4.481265e-09 1
  0.062196  85.377578 1612.386079 4.217661e-09 1
  0.056246  88.505772 1612.622726 3.954057e-09 1
  0.051194  90.759871 1612.719102 3.690453e-09 1
  0.045627  94.560428 1612.798610 3.426850e-09 1
  0.041053  97.011916 1612.806831 3.163246e-09 1
  0.036613  99.711010 1612.999501 2.899642e-09 1
  0.032481 102.177935 1613.054511 2.636038e-09 1
  0.028568 104.557203 1613.145011 2.372434e-09 1
  0.024795 107.080537 1613.329671 2.108830e-09 1
  0.021395 108.585123 1613.396412 1.845227e-09 1
  0.017832 111.668583 1613.788336 1.581623e-09 1
  0.014827 111.920235 1613.903119 1.318019e-09 1
  0.011633 114.106152 1614.920380 1.054415e-09 1
  0.008562 116.292519 1615.557376 7.908114e-10 1
  0.005523 120.123933 1617.679515 5.272076e-10 0
  0.002429 135.787034 1625.771987 2.636038e-10 0
  0.002453 135.069250 1622.941668 2.636038e-10 0
