# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.442027   8.882330 1667.925218 1.031336e-07 0
  1.438387   8.777417 1667.942555 1.016603e-07 0
  1.434251   8.675112 1667.962164 1.001870e-07 0
  1.430899   8.567557 1667.981564 9.871362e-08 0
  1.427682   8.458752 1667.996875 9.724027e-08 0
  1.422784   8.359174 1668.018042 9.576694e-08 0
  1.418826   8.253531 1668.039003 9.429360e-08 0
  1.414997   8.146563 1668.058817 9.282026e-08 0
  1.410507   8.042754 1668.079359 9.134693e-08 0
  1.405905   7.938941 1668.098942 8.987358e-08 0
  1.400831   7.837103 1668.116958 8.840025e-08 0
  1.396275   7.731597 1668.136360 8.692691e-08 0
  1.392115   7.623271 1668.155126 8.545357e-08 0
  1.388121   7.513420 1668.171768 8.398024e-08 0
  1.383742   7.404915 1668.190906 8.250690e-08 0
  1.380513   7.289725 1668.207864 8.103356e-08 0
  1.376013   7.180551 1668.226665 7.956022e-08 0
  1.381885   7.017551 1668.248955 7.808689e-08 0
  1.377601   6.906615 1668.267730 7.661355e-08 0
  1.372743   6.797786 1668.285042 7.514021e-08 0
  1.369001   6.682692 1668.302892 7.366687e-08 0
  1.363976   6.573151 1668.321084 7.219354e-08 0
  1.359174   6.461730 1668.340076 7.072020e-08 0
  1.353686   6.352728 1668.360233 6.924686e-08 0
  1.349647   6.236179 1668.379555 6.777352e-08 0
  1.345449   6.119671 1668.397109 6.630019e-08 0
  1.340307   6.006628 1668.414399 6.482685e-08 0
  1.335486   5.891287 1668.432145 6.335351e-08 0
  1.330247   5.777013 1668.445670 6.188017e-08 0
  1.324960   5.661962 1668.459406 6.040684e-08 0
  1.319343   5.547343 1668.474615 5.893350e-08 0
  1.306389   5.462136 1668.496425 5.746016e-08 0
  1.299712   5.349533 1668.512847 5.598682e-08 0
  1.294096   5.231319 1668.530787 5.451349e-08 0
  1.283832   5.130659 1668.546718 5.304015e-08 0
  1.274805   5.023425 1668.563969 5.156681e-08 0
  1.268688   4.903426 1668.580550 5.009348e-08 0
  1.260584   4.789790 1668.597189 4.862013e-08 0
  1.249297   4.686561 1668.615411 4.714680e-08 0
  1.238682   4.579026 1668.632495 4.567346e-08 0
  1.219359   4.501427 1668.653542 4.420012e-08 0
  1.195686   4.437572 1668.672598 4.272679e-08 0
  1.137003   4.505262 1668.705159 4.125345e-08 1
  1.060124   4.659378 1668.739692 3.978011e-08 1
  0.978032   4.863521 1668.773272 3.830677e-08 1
  0.899632   5.084126 1668.805108 3.683344e-08 1
  0.824425   5.326148 1668.834014 3.536010e-08 1
  0.746858   5.634504 1668.859417 3.388676e-08 1
  0.683830   5.886320 1668.884178 3.241342e-08 1
  0.624809   6.149684 1668.903154 3.094009e-08 1
  0.569995   6.420119 1668.921078 2.946675e-08 1
  0.520361   6.680893 1668.938561 2.799341e-08 1
  0.474327   6.943574 1668.955047 2.652007e-08 1
  0.431298   7.212173 1668.965228 2.504674e-08 1
  0.392237   7.463907 1668.975938 2.357340e-08 1
  0.355488   7.720756 1668.989722 2.210006e-08 1
  0.321235   7.974519 1668.995953 2.062672e-08 1
  0.289455   8.217879 1669.004126 1.915339e-08 1
  0.259685   8.455423 1669.006804 1.768005e-08 1
  0.231809   8.682880 1669.009163 1.620671e-08 1
  0.204802   8.934444 1669.012600 1.473337e-08 1
  0.180492   9.124055 1669.008818 1.326004e-08 1
  0.157696   9.282652 1668.986566 1.178670e-08 1
  0.134045   9.555417 1668.987927 1.031336e-08 1
  0.112873   9.726696 1668.965091 8.840025e-09 1
  0.092523   9.888032 1668.909081 7.366687e-09 1
  0.072836  10.048820 1668.882387 5.893350e-09 1
  0.053971  10.171026 1668.851325 4.420012e-09 1
  0.035688  10.248515 1668.659398 2.946675e-09 1
  0.017688  10.319960 1668.282891 1.473337e-09 0
  0.016835  10.867971 1668.179606 1.473337e-09 0
