# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.007894   0.938743 1597.243581 1.093792e-11 0
  0.011986   0.861504 1597.196150 1.531308e-11 1
  0.015727   0.847656 1597.217099 1.968825e-11 1
  0.020477   0.796738 1597.208018 2.406342e-11 1
  0.024685   0.780670 1597.191448 2.843859e-11 1
  0.029543   0.753148 1597.194582 3.281375e-11 1
  0.034862   0.723100 1597.182772 3.718892e-11 1
  0.039717   0.709637 1597.178812 4.156409e-11 1
  0.045128   0.690283 1597.173682 4.593925e-11 1
  0.049571   0.687863 1597.160111 5.031442e-11 1
  0.054124   0.685048 1597.151077 5.468959e-11 1
  0.058953   0.679218 1597.141674 5.906475e-11 1
  0.065016   0.661183 1597.127410 6.343992e-11 1
  0.070095   0.656066 1597.125484 6.781509e-11 1
  0.074965   0.652501 1597.110978 7.219025e-11 1
  0.079487   0.652608 1597.095778 7.656542e-11 1
  0.086364   0.635361 1597.087035 8.094059e-11 1
  0.092283   0.626085 1597.069536 8.531576e-11 1
  0.096520   0.629508 1597.054004 8.969092e-11 1
  0.099905   0.638482 1597.050972 9.406609e-11 1
  0.105538   0.631988 1597.036648 9.844125e-11 1
  0.110409   0.630642 1597.019033 1.028164e-10 1
  0.115958   0.625876 1597.000342 1.071916e-10 1
  0.122692   0.615535 1596.980665 1.115668e-10 1
  0.127694   0.615146 1596.966254 1.159419e-10 1
  0.133799   0.608115 1596.942478 1.203171e-10 0
  0.137491   0.614230 1596.926028 1.246923e-10 0
  0.141586   0.616942 1596.905435 1.290674e-10 0
  0.146878   0.615258 1596.888218 1.334426e-10 0
  0.149808   0.622847 1596.869398 1.378178e-10 0
  0.154262   0.624096 1596.850726 1.421929e-10 0
  0.160719   0.615801 1596.821177 1.465681e-10 0
  0.166844   0.611400 1596.794743 1.509433e-10 0
  0.171078   0.614046 1596.771331 1.553184e-10 0
  0.174190   0.620769 1596.753373 1.596936e-10 0
  0.178857   0.620474 1596.730014 1.640688e-10 0
  0.181670   0.627761 1596.711215 1.684439e-10 0
  0.186168   0.627285 1596.683703 1.728191e-10 0
  0.190547   0.627929 1596.653582 1.771943e-10 0
  0.194031   0.633001 1596.630268 1.815694e-10 0
  0.197820   0.635053 1596.601780 1.859446e-10 0
  0.200422   0.642948 1596.582697 1.903198e-10 0
  0.202933   0.648986 1596.558613 1.946949e-10 0
  0.203358   0.663622 1596.549356 1.990701e-10 0
  0.203553   0.677720 1596.544180 2.034453e-10 0
  0.203710   0.691779 1596.539923 2.078204e-10 0
  0.203746   0.706244 1596.537566 2.121956e-10 0
  0.203797   0.720556 1596.531325 2.165708e-10 0
  0.203963   0.734587 1596.531479 2.209459e-10 0
  0.203828   0.749629 1596.528839 2.253211e-10 0
  0.204196   0.762803 1596.526014 2.296963e-10 0
  0.204046   0.777885 1596.521505 2.340714e-10 0
  0.204027   0.792516 1596.518226 2.384466e-10 0
  0.204362   0.805704 1596.512977 2.428218e-10 0
  0.204141   0.821149 1596.512540 2.471969e-10 0
  0.204227   0.835328 1596.509882 2.515721e-10 0
  0.204396   0.849148 1596.510733 2.559473e-10 0
  0.204566   0.862934 1596.512522 2.603224e-10 0
  0.204957   0.875780 1596.509757 2.646976e-10 0
  0.204762   0.891094 1596.505819 2.690728e-10 0
  0.204543   0.906526 1596.508795 2.734479e-10 0
  0.204716   0.920292 1596.508405 2.778231e-10 0
  0.205007   0.933458 1596.508406 2.821983e-10 0
  0.205354   0.946329 1596.505500 2.865734e-10 0
  0.205227   0.961358 1596.501430 2.909486e-10 0
  0.205129   0.976288 1596.502254 2.953238e-10 0
  0.205084   0.990980 1596.500414 2.996989e-10 0
  0.205737   1.002253 1596.498762 3.040741e-10 0
  0.205539   1.010388 1596.492379 3.062617e-10 0
  0.205222   0.997463 1596.497144 3.018865e-10 0
