# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.167093   8.101793 1667.040758 7.633573e-08 0
  1.163977   8.007217 1667.061130 7.524521e-08 0
  1.161068   7.910999 1667.077092 7.415470e-08 0
  1.157713   7.817152 1667.099299 7.306419e-08 0
  1.152911   7.732541 1667.121548 7.197368e-08 0
  1.150651   7.630438 1667.136842 7.088317e-08 0
  1.147912   7.530947 1667.153753 6.979266e-08 0
  1.144414   7.435872 1667.174420 6.870215e-08 0
  1.142151   7.332378 1667.192559 6.761164e-08 0
  1.139882   7.228446 1667.212184 6.652113e-08 0
  1.135720   7.135995 1667.231486 6.543062e-08 0
  1.134241   7.026290 1667.245370 6.434011e-08 0
  1.130498   6.929916 1667.268178 6.324960e-08 0
  1.127385   6.829271 1667.288899 6.215909e-08 0
  1.123439   6.733096 1667.305240 6.106858e-08 0
  1.120596   6.629591 1667.324170 5.997807e-08 0
  1.119199   6.517216 1667.340422 5.888756e-08 0
  1.116357   6.412763 1667.358961 5.779705e-08 0
  1.113318   6.308957 1667.376339 5.670654e-08 0
  1.109673   6.207961 1667.392876 5.561603e-08 0
  1.104197   6.116378 1667.411411 5.452552e-08 0
  1.098840   6.023274 1667.429371 5.343501e-08 0
  1.093288   5.930294 1667.448082 5.234450e-08 0
  1.089047   5.829377 1667.465444 5.125399e-08 0
  1.087912   5.711345 1667.479950 5.016348e-08 0
  1.084755   5.603375 1667.498021 4.907296e-08 0
  1.082186   5.491962 1667.509626 4.798245e-08 0
  1.078614   5.384847 1667.525217 4.689194e-08 0
  1.075622   5.274192 1667.543407 4.580143e-08 0
  1.075178   5.150824 1667.556518 4.471092e-08 0
  1.072143   5.039386 1667.571401 4.362041e-08 0
  1.069593   4.925102 1667.586281 4.252990e-08 0
  1.066247   4.813650 1667.610518 4.143939e-08 0
  1.065606   4.690039 1667.623189 4.034888e-08 0
  1.061170   4.582172 1667.644022 3.925837e-08 0
  1.058354   4.466870 1667.658729 3.816786e-08 0
  1.057758   4.341758 1667.669302 3.707735e-08 0
  1.052492   4.235098 1667.682201 3.598684e-08 0
  1.002481   4.309214 1667.749462 3.489633e-08 0
  0.993319   4.215216 1667.770298 3.380582e-08 0
  0.983978   4.118005 1667.789703 3.271531e-08 0
  0.970041   4.037844 1667.811710 3.162480e-08 0
  0.918076   4.118782 1667.847984 3.053429e-08 1
  0.853096   4.274297 1667.883452 2.944378e-08 1
  0.784267   4.477362 1667.917308 2.835327e-08 1
  0.718689   4.698262 1667.944901 2.726276e-08 1
  0.657431   4.930660 1667.972004 2.617225e-08 1
  0.599873   5.178785 1667.993426 2.508174e-08 1
  0.547305   5.429528 1668.011045 2.399123e-08 1
  0.498342   5.691954 1668.028852 2.290072e-08 1
  0.454415   5.945006 1668.043316 2.181021e-08 1
  0.412991   6.214315 1668.054541 2.071970e-08 1
  0.375523   6.474666 1668.063924 1.962919e-08 1
  0.340715   6.739666 1668.075079 1.853868e-08 1
  0.309220   6.989382 1668.077744 1.744817e-08 1
  0.279716   7.243678 1668.082685 1.635765e-08 1
  0.252583   7.487021 1668.089402 1.526715e-08 1
  0.226960   7.737171 1668.086204 1.417663e-08 1
  0.203229   7.975944 1668.090368 1.308612e-08 1
  0.181530   8.185298 1668.073089 1.199561e-08 1
  0.159591   8.463988 1668.082896 1.090510e-08 1
  0.140426   8.657355 1668.067754 9.814593e-09 1
  0.121555   8.890096 1668.065551 8.724082e-09 1
  0.104538   9.045127 1668.051844 7.633573e-09 1
  0.087347   9.278695 1668.018264 6.543062e-09 1
  0.072157   9.360041 1667.990433 5.452552e-09 1
  0.056351   9.588091 1667.941989 4.362041e-09 1
  0.041270   9.818395 1667.871670 3.271531e-09 0
  0.027173   9.936380 1667.692683 2.181021e-09 0
  0.013161  10.171124 1666.992398 1.090510e-09 0
  0.012043  11.205373 1667.215661 1.090510e-09 0
