# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.014232  22.598142 1666.133994 2.582442e-09 0
  0.029122  21.939159 1667.404882 5.164885e-09 0
  0.045933  21.002335 1667.621484 7.747327e-09 0
  0.062416  20.609099 1667.791285 1.032977e-08 1
  0.079958  20.112198 1667.861841 1.291221e-08 1
  0.098088  19.674059 1667.904669 1.549465e-08 1
  0.116604  19.308076 1667.956402 1.807710e-08 1
  0.136561  18.842162 1667.954134 2.065954e-08 1
  0.157106  18.425295 1667.967938 2.324198e-08 1
  0.179848  17.883887 1667.948686 2.582442e-08 1
  0.203424  17.392279 1667.953119 2.840687e-08 1
  0.229043  16.851110 1667.958487 3.098931e-08 1
  0.256205  16.320017 1667.961314 3.357175e-08 1
  0.286777  15.701755 1667.966449 3.615419e-08 1
  0.319019  15.123014 1667.973041 3.873664e-08 1
  0.353530  14.556585 1667.967228 4.131908e-08 1
  0.391505  13.966123 1667.968838 4.390152e-08 1
  0.433350  13.359791 1667.960523 4.648396e-08 1
  0.479099  12.755410 1667.950590 4.906640e-08 1
  0.530507  12.125681 1667.926580 5.164885e-08 1
  0.586909  11.508420 1667.900147 5.423129e-08 1
  0.648187  10.916665 1667.873259 5.681373e-08 1
  0.716905  10.318899 1667.837837 5.939617e-08 1
  0.792356   9.742199 1667.800432 6.197861e-08 1
  0.873162   9.208903 1667.754015 6.456106e-08 1
  0.953295   8.772039 1667.696341 6.714350e-08 0
  0.986557   8.802440 1667.650105 6.972594e-08 0
  1.003240   8.976663 1667.603513 7.230838e-08 0
  1.052240   8.863352 1667.510740 7.489083e-08 0
  1.060553   9.098180 1667.474953 7.747327e-08 0
  1.067711   9.338414 1667.436229 8.005571e-08 0
  1.073185   9.590503 1667.399361 8.263815e-08 0
  1.078149   9.844677 1667.362351 8.522060e-08 0
  1.083678  10.091246 1667.325660 8.780304e-08 0
  1.090594  10.322159 1667.285605 9.038548e-08 0
  1.102932  10.498259 1667.237798 9.296793e-08 0
  1.112062  10.701274 1667.187569 9.555036e-08 0
  1.121013  10.902722 1667.134390 9.813281e-08 0
  1.127732  11.123037 1667.088564 1.007152e-07 0
  1.138368  11.301287 1667.012735 1.032977e-07 0
  1.143870  11.528493 1666.968264 1.058801e-07 0
  1.150505  11.741543 1666.919801 1.084626e-07 0
  1.153558  11.809505 1666.900145 1.093792e-07 0
  1.146304  11.602639 1666.950318 1.067967e-07 0
