# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.296169   1.645909 6762.606112 7.471691e-09 0
  0.295703   1.624609 6762.611574 7.363406e-09 0
  0.295761   1.600406 6762.615728 7.255121e-09 0
  0.295500   1.577912 6762.619455 7.146835e-09 0
  0.295557   1.553694 6762.625923 7.038549e-09 0
  0.295414   1.530540 6762.630695 6.930264e-09 0
  0.294754   1.509998 6762.635290 6.821979e-09 0
  0.295133   1.484120 6762.640385 6.713694e-09 0
  0.295303   1.459328 6762.647087 6.605408e-09 0
  0.295200   1.435923 6762.651116 6.497123e-09 0
  0.295179   1.412085 6762.656816 6.388838e-09 0
  0.294632   1.390733 6762.661226 6.280552e-09 0
  0.294811   1.365906 6762.667731 6.172267e-09 0
  0.294503   1.343361 6762.672486 6.063982e-09 0
  0.294098   1.321183 6762.677469 5.955696e-09 0
  0.294515   1.295334 6762.680533 5.847411e-09 0
  0.294350   1.272045 6762.686304 5.739125e-09 0
  0.294425   1.247719 6762.692170 5.630840e-09 0
  0.293832   1.226206 6762.696718 5.522554e-09 0
  0.293545   1.203345 6762.700824 5.414269e-09 0
  0.293493   1.179462 6762.707304 5.305984e-09 0
  0.292894   1.157773 6762.711150 5.197698e-09 0
  0.292851   1.133815 6762.716222 5.089413e-09 0
  0.292085   1.112578 6762.722739 4.981127e-09 0
  0.292272   1.087708 6762.727678 4.872842e-09 0
  0.292008   1.064494 6762.733343 4.764557e-09 0
  0.291892   1.040724 6762.738312 4.656272e-09 0
  0.290727   1.020587 6762.743226 4.547986e-09 0
  0.290875   0.995752 6762.750154 4.439701e-09 0
  0.291220   0.970330 6762.755690 4.331415e-09 0
  0.290187   0.949379 6762.764026 4.223130e-09 0
  0.290319   0.924611 6762.771793 4.114844e-09 0
  0.291308   0.897316 6762.772730 4.006559e-09 0
  0.290402   0.875652 6762.781586 3.898274e-09 0
  0.289809   0.853079 6762.790002 3.789988e-09 0
  0.290090   0.827945 6762.797131 3.681703e-09 0
  0.287598   0.810306 6762.809402 3.573418e-09 0
  0.287333   0.786739 6762.815119 3.465132e-09 0
  0.287210   0.762448 6762.822055 3.356847e-09 0
  0.283204   0.747491 6762.840975 3.248561e-09 0
  0.281404   0.727585 6762.854879 3.140276e-09 0
  0.273496   0.721057 6762.884292 3.031991e-09 0
  0.262211   0.723648 6762.922496 2.923705e-09 1
  0.249592   0.732496 6762.958424 2.815420e-09 1
  0.237584   0.740275 6762.993513 2.707135e-09 1
  0.224357   0.752577 6763.028598 2.598849e-09 1
  0.211068   0.767066 6763.062455 2.490564e-09 1
  0.197401   0.784876 6763.094197 2.382278e-09 1
  0.184276   0.802881 6763.125023 2.273993e-09 1
  0.171591   0.821421 6763.154814 2.165708e-09 1
  0.159334   0.840919 6763.181144 2.057422e-09 1
  0.146827   0.864705 6763.206087 1.949137e-09 1
  0.135026   0.888349 6763.229263 1.840852e-09 1
  0.123413   0.915004 6763.250909 1.732566e-09 1
  0.112003   0.945183 6763.273313 1.624281e-09 1
  0.101608   0.972949 6763.288884 1.515995e-09 1
  0.091707   1.001135 6763.302910 1.407710e-09 1
  0.081712   1.037315 6763.314050 1.299425e-09 1
  0.072464   1.072400 6763.318568 1.191139e-09 1
  0.064484   1.095572 6763.320105 1.082854e-09 1
  0.055796   1.139537 6763.323808 9.745685e-10 1
  0.048402   1.167481 6763.313726 8.662831e-10 1
  0.041074   1.203355 6763.295349 7.579977e-10 1
  0.033925   1.249026 6763.279444 6.497123e-10 1
  0.027322   1.292329 6763.261326 5.414269e-10 1
  0.021271   1.324310 6763.209881 4.331415e-10 1
  0.015350   1.377668 6763.164621 3.248561e-10 1
  0.010106   1.389807 6763.089635 2.165708e-10 1
  0.004604   1.523935 6763.000662 1.082854e-10 0
  0.004702   1.483699 6762.883190 1.082854e-10 0
