# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.199763  56.301640 6760.053667 1.061098e-07 0
  0.102756 118.947889 6752.808549 1.028405e-07 0
  0.087341 132.310629 6769.549713 9.957114e-08 0
  0.158394  72.114834 6765.125228 9.630181e-08 0
  0.140021  79.220457 6768.373354 9.303246e-08 0
  0.156496  68.222478 6772.030658 8.976311e-08 0
  0.154085  67.133491 6773.077906 8.649377e-08 0
  0.144007  69.161068 6773.169697 8.322443e-08 1
  0.133686  71.575483 6773.134549 7.995508e-08 1
  0.124366  73.793187 6773.108335 7.668574e-08 1
  0.115563  76.029208 6773.082921 7.341640e-08 1
  0.107360  78.193991 6773.062206 7.014705e-08 1
  0.099780  80.212237 6773.080464 6.687771e-08 1
  0.092794  82.034479 6773.162934 6.360836e-08 1
  0.085869  84.094749 6773.184181 6.033902e-08 1
  0.079364  86.056906 6773.211615 5.706968e-08 1
  0.073084  88.098336 6773.118999 5.380034e-08 1
  0.067106  90.115688 6773.222097 5.053099e-08 1
  0.061594  91.828135 6773.279800 4.726165e-08 1
  0.056266  93.569702 6773.180483 4.399230e-08 1
  0.050990  95.578292 6773.182384 4.072296e-08 1
  0.046278  96.855136 6773.376155 3.745362e-08 1
  0.041724  98.046183 6772.901200 3.418427e-08 1
  0.036949 100.131386 6773.087500 3.091493e-08 1
  0.032863 100.674924 6772.998968 2.764559e-08 1
  0.028434 102.599116 6772.989072 2.437624e-08 1
  0.024358 103.695986 6772.373223 2.110690e-08 1
  0.020221 105.571152 6772.438255 1.783756e-08 1
  0.016584 105.127068 6772.989538 1.456821e-08 1
  0.012518 108.016721 6772.549301 1.129887e-08 1
  0.008863 108.414100 6771.979325 8.029525e-09 0
  0.005269 108.111830 6772.890465 4.760182e-09 0
  0.003503 111.277344 6768.067271 3.269344e-09 0
  0.003587 109.046735 6769.083839 3.269344e-09 0
