# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003291  83.755062 6771.215404 2.283837e-09 0
  0.006926  79.569424 6772.609680 4.567674e-09 0
  0.010466  79.021530 6772.434577 6.851511e-09 1
  0.014092  78.251925 6772.483236 9.135349e-09 1
  0.017729  77.746608 6772.876744 1.141919e-08 1
  0.021432  77.181222 6772.922445 1.370302e-08 1
  0.025428  75.892478 6772.997544 1.598686e-08 1
  0.029557  74.618870 6773.090291 1.827070e-08 1
  0.033511  74.041161 6773.074661 2.055453e-08 1
  0.037941  72.659811 6772.853246 2.283837e-08 1
  0.042485  71.376003 6773.167401 2.512221e-08 1
  0.047233  70.040244 6773.114041 2.740605e-08 1
  0.052127  68.753829 6773.247591 2.968988e-08 1
  0.057060  67.641571 6773.324100 3.197372e-08 1
  0.062454  66.213551 6773.334724 3.425756e-08 1
  0.067641  65.212125 6773.349808 3.654139e-08 1
  0.073594  63.682733 6773.355065 3.882523e-08 1
  0.079349  62.538587 6773.347097 4.110907e-08 1
  0.085847  61.015813 6773.291732 4.339291e-08 1
  0.092742  59.451870 6773.343941 4.567674e-08 1
  0.100042  57.869501 6773.413731 4.796058e-08 1
  0.107286  56.531875 6773.421237 5.024441e-08 1
  0.115013  55.131042 6773.356311 5.252826e-08 1
  0.123323  53.651735 6773.337583 5.481209e-08 1
  0.132433  52.042586 6773.342760 5.709593e-08 1
  0.142259  50.385634 6773.375914 5.937977e-08 1
  0.152575  48.786019 6773.345526 6.166360e-08 1
  0.163522  47.206152 6773.315884 6.394744e-08 1
  0.175361  45.591279 6773.274285 6.623128e-08 1
  0.188071  43.975957 6773.246441 6.851511e-08 1
  0.202133  42.280603 6773.195829 7.079895e-08 1
  0.217349  40.589009 6773.149494 7.308279e-08 1
  0.233993  38.880096 6773.106624 7.536663e-08 1
  0.251663  37.245685 6773.015737 7.765046e-08 1
  0.261311  36.888054 6772.102416 7.993430e-08 0
  0.258780  38.211761 6770.388918 8.221814e-08 0
  0.240559  42.252904 6768.536508 8.450197e-08 0
  0.217549  48.045846 6766.842856 8.678581e-08 0
  0.195057  55.056918 6765.440973 8.906965e-08 0
  0.175043  62.960614 6764.284395 9.135349e-08 0
  0.157948  71.526433 6763.103336 9.363732e-08 0
  0.140487  82.391501 6762.015652 9.592116e-08 0
  0.124781  94.961439 6760.652905 9.820500e-08 0
  0.105264 115.234106 6760.405952 1.004888e-07 0
  0.103166 119.544145 6754.184949 1.027727e-07 0
  0.055172 218.092056 6790.538431 1.050565e-07 0
  0.219313  40.609608 6773.248280 1.073403e-07 0
  0.270386  40.783188 6759.813419 1.093792e-07 0
  0.089334 140.154591 6741.724876 1.070953e-07 0
