# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.089334 140.154591 6741.724876 1.070953e-07 0
  0.049726 138.396169 6847.489320 1.048115e-07 0
  0.075828  63.925985 6773.639247 1.025277e-07 0
  0.260607  42.339789 6763.531444 1.002438e-07 0
  0.145245  80.787595 6758.437591 9.795999e-08 0
  0.103870 105.892809 6775.343924 9.567615e-08 0
  0.279886  38.105980 6769.342957 9.339231e-08 0
  0.223853  48.291237 6764.777063 9.110848e-08 0
  0.168763  63.327694 6767.266480 8.882464e-08 0
  0.202321  51.632404 6767.081820 8.654080e-08 0
  0.200007  50.731856 6768.764551 8.425697e-08 0
  0.219992  44.931528 6769.732469 8.197313e-08 0
  0.229109  41.885880 6771.103989 7.968929e-08 0
  0.239781  38.824535 6772.687215 7.740545e-08 0
  0.230674  39.297187 6773.122193 7.512162e-08 1
  0.214471  40.995190 6773.150638 7.283778e-08 1
  0.199399  42.711491 6773.169486 7.055394e-08 1
  0.185530  44.418296 6773.211967 6.827010e-08 1
  0.173035  46.032419 6773.260872 6.598627e-08 1
  0.161316  47.667403 6773.328882 6.370243e-08 1
  0.150439  49.281702 6773.367648 6.141859e-08 1
  0.140100  50.951305 6773.355731 5.913476e-08 1
  0.130598  52.547465 6773.349967 5.685092e-08 1
  0.121894  54.037711 6773.348067 5.456708e-08 1
  0.113179  55.762745 6773.411309 5.228325e-08 1
  0.105490  57.213834 6773.448379 4.999941e-08 1
  0.098205  58.651260 6773.390822 4.771557e-08 1
  0.091135  60.175593 6773.473872 4.543174e-08 1
  0.084381  61.725673 6773.396847 4.314790e-08 1
  0.078144  63.124054 6773.272504 4.086406e-08 1
  0.072367  64.352844 6773.418291 3.858022e-08 1
  0.066577  65.808598 6773.578794 3.629638e-08 1
  0.061472  66.789102 6773.356102 3.401255e-08 1
  0.056154  68.205650 6773.232109 3.172871e-08 1
  0.051114  69.537550 6773.330637 2.944487e-08 1
  0.046423  70.625300 6773.268881 2.716104e-08 1
  0.041603  72.181081 6773.436517 2.487720e-08 1
  0.037272  73.171384 6773.236099 2.259336e-08 1
  0.033028  74.228550 6773.137773 2.030952e-08 1
  0.028687  75.850157 6773.026844 1.802569e-08 1
  0.024918  76.257819 6773.341877 1.574185e-08 1
  0.021111  76.951453 6773.062889 1.345801e-08 1
  0.017187  78.478823 6772.916440 1.117418e-08 1
  0.013535  79.282701 6772.489097 8.890339e-09 1
  0.010020  79.583276 6772.874066 6.606502e-09 1
  0.006317  82.558089 6771.545733 4.322665e-09 0
  0.003403  81.018016 6771.323985 2.283837e-09 0
  0.003281  84.015473 6771.181722 2.283837e-09 0
