# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.010042  13.653779 1651.935524 1.645610e-09 0
  0.020492  13.039416 1653.428289 3.291219e-09 0
  0.036406  11.300590 1653.471997 4.936829e-09 1
  0.049479  11.083084 1653.595945 6.582439e-09 1
  0.063958  10.717331 1653.720986 8.228048e-09 1
  0.078955  10.418937 1653.821713 9.873658e-09 1
  0.095142  10.089226 1653.857639 1.151927e-08 1
  0.112319   9.767520 1653.866161 1.316488e-08 1
  0.130483   9.458742 1653.881165 1.481049e-08 1
  0.149346   9.182396 1653.885376 1.645610e-08 1
  0.169680   8.889581 1653.925233 1.810171e-08 1
  0.192963   8.528234 1653.906724 1.974732e-08 1
  0.217608   8.192456 1653.916225 2.139293e-08 1
  0.244884   7.840073 1653.899214 2.303854e-08 1
  0.274898   7.482928 1653.895373 2.468415e-08 1
  0.308527   7.111728 1653.896883 2.632976e-08 1
  0.345470   6.748200 1653.895502 2.797537e-08 1
  0.386699   6.383390 1653.889072 2.962098e-08 1
  0.432387   6.026048 1653.883875 3.126658e-08 1
  0.484044   5.666259 1653.879068 3.291219e-08 1
  0.541372   5.319568 1653.868662 3.455780e-08 1
  0.608936   4.954524 1653.864412 3.620341e-08 1
  0.679500   4.641827 1653.845689 3.784902e-08 1
  0.746474   4.408930 1653.816244 3.949463e-08 1
  0.779220   4.399571 1653.784322 4.114024e-08 0
  0.791431   4.505026 1653.755518 4.278585e-08 0
  0.799607   4.630500 1653.728319 4.443146e-08 0
  0.806508   4.760928 1653.701609 4.607707e-08 0
  0.814538   4.882383 1653.676863 4.772268e-08 0
  0.834387   4.930065 1653.627455 4.936829e-08 0
  0.840271   5.059269 1653.602779 5.101390e-08 0
  0.843439   5.202897 1653.580945 5.265951e-08 0
  0.847451   5.340109 1653.561598 5.430512e-08 0
  0.850304   5.483466 1653.541299 5.595073e-08 0
  0.853814   5.621556 1653.523437 5.759634e-08 0
  0.855568   5.770320 1653.505488 5.924195e-08 0
  0.857843   5.914875 1653.486118 6.088756e-08 0
  0.860469   6.056188 1653.465889 6.253317e-08 0
  0.864062   6.189711 1653.443843 6.417878e-08 0
  0.867393   6.324054 1653.424021 6.582439e-08 0
  0.870691   6.457597 1653.402400 6.747000e-08 0
  0.873713   6.592203 1653.378300 6.911561e-08 0
  0.878504   6.712354 1653.353881 7.076122e-08 0
  0.882199   6.839697 1653.330364 7.240683e-08 0
  0.886240   6.963215 1653.302305 7.405244e-08 0
  0.889103   7.095075 1653.279908 7.569804e-08 0
  0.892299   7.223356 1653.258341 7.734365e-08 0
  0.896402   7.343268 1653.234420 7.898926e-08 0
  0.900502   7.462134 1653.212218 8.063487e-08 0
  0.904461   7.581097 1653.192249 8.228048e-08 0
  0.906962   7.711408 1653.173664 8.392609e-08 0
  0.909891   7.837294 1653.153889 8.557170e-08 0
  0.913686   7.954837 1653.133926 8.721731e-08 0
  0.916690   8.078347 1653.108742 8.886292e-08 0
  0.918025   8.216004 1653.090291 9.050853e-08 0
  0.921117   8.337307 1653.070374 9.215415e-08 0
  0.923500   8.464275 1653.047342 9.379975e-08 0
  0.925914   8.590308 1653.022092 9.544536e-08 0
  0.927857   8.720133 1652.999419 9.709096e-08 0
  0.929508   8.852196 1652.983129 9.873659e-08 0
  0.931355   8.981875 1652.961897 1.003822e-07 0
  0.933877   9.104455 1652.939596 1.020278e-07 0
  0.936851   9.221937 1652.916270 1.036734e-07 0
  0.940377   9.333198 1652.897965 1.053190e-07 0
  0.942468   9.457995 1652.878898 1.069646e-07 0
  0.945675   9.570934 1652.858221 1.086102e-07 0
  0.947403   9.621124 1652.847103 1.093792e-07 0
  0.944131   9.508960 1652.867447 1.077336e-07 0
