# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.007872  14.117206 3118.318525 8.690175e-10 0
  0.015444  14.381532 3118.023232 1.738035e-09 0
  0.023256  14.336700 3118.033431 2.607053e-09 0
  0.031224  14.237656 3118.016752 3.476070e-09 1
  0.039456  14.084050 3118.019438 4.345088e-09 1
  0.047724  13.972491 3117.988741 5.214105e-09 1
  0.056617  13.740558 3118.026979 6.083123e-09 1
  0.065822  13.507691 3118.030017 6.952140e-09 1
  0.075322  13.279215 3118.070642 7.821158e-09 1
  0.085633  12.978326 3118.101250 8.690175e-09 1
  0.095800  12.761131 3118.124502 9.559193e-09 1
  0.106877  12.478196 3118.163363 1.042821e-08 1
  0.118701  12.171369 3118.208349 1.129723e-08 1
  0.131270  11.852688 3118.245525 1.216625e-08 1
  0.143882  11.586203 3118.275179 1.303526e-08 1
  0.157776  11.270154 3118.311125 1.390428e-08 1
  0.172411  10.958079 3118.348631 1.477330e-08 1
  0.188002  10.640272 3118.394578 1.564232e-08 1
  0.204536  10.323574 3118.435307 1.651133e-08 1
  0.223005   9.966926 3118.474284 1.738035e-08 1
  0.242062   9.641378 3118.509534 1.824937e-08 1
  0.262920   9.299297 3118.538016 1.911839e-08 1
  0.285193   8.962800 3118.560191 1.998740e-08 1
  0.309928   8.606189 3118.571188 2.085642e-08 1
  0.336703   8.251918 3118.579728 2.172544e-08 1
  0.365949   7.896192 3118.577013 2.259446e-08 1
  0.396507   7.567964 3118.568123 2.346347e-08 1
  0.430117   7.234937 3118.546785 2.433249e-08 1
  0.465609   6.922013 3118.513662 2.520151e-08 1
  0.500682   6.658563 3118.457383 2.607053e-08 1
  0.527678   6.527820 3118.382512 2.693954e-08 0
  0.531280   6.693576 3118.332247 2.780856e-08 0
  0.532924   6.881616 3118.287347 2.867758e-08 0
  0.535825   7.051894 3118.248474 2.954660e-08 0
  0.537171   7.241253 3118.218574 3.041561e-08 0
  0.539293   7.418926 3118.196275 3.128463e-08 0
  0.542314   7.582568 3118.180059 3.215365e-08 0
  0.544650   7.754105 3118.167988 3.302267e-08 0
  0.547491   7.916873 3118.153359 3.389168e-08 0
  0.549893   8.084400 3118.140907 3.476070e-08 0
  0.551042   8.269200 3118.121057 3.562972e-08 0
  0.552967   8.441433 3118.106218 3.649874e-08 0
  0.554971   8.611202 3118.091013 3.736775e-08 0
  0.557301   8.774627 3118.074071 3.823677e-08 0
  0.559498   8.938799 3118.056280 3.910579e-08 0
  0.562655   9.086180 3118.039858 3.997481e-08 0
  0.564520   9.253007 3118.017136 4.084382e-08 0
  0.567883   9.393939 3118.001061 4.171284e-08 0
  0.570790   9.540827 3117.987385 4.258186e-08 0
  0.573909   9.682620 3117.972341 4.345088e-08 0
  0.576638   9.829534 3117.958254 4.431989e-08 0
  0.578505   9.989924 3117.941838 4.518891e-08 0
  0.580002  10.155714 3117.917004 4.605793e-08 0
  0.581478  10.321114 3117.901415 4.692695e-08 0
  0.582762  10.489040 3117.877889 4.779596e-08 0
  0.583718  10.662248 3117.850750 4.866498e-08 0
  0.584709  10.834259 3117.825649 4.953400e-08 0
  0.585830  11.003274 3117.804604 5.040302e-08 0
  0.586802  11.174413 3117.779104 5.127204e-08 0
  0.587657  11.347292 3117.757386 5.214105e-08 0
  0.589157  11.507057 3117.735955 5.301007e-08 0
  0.590603  11.667066 3117.719100 5.387909e-08 0
  0.591501  11.837240 3117.698669 5.474810e-08 0
  0.593148  11.991750 3117.683092 5.561712e-08 0
  0.594379  12.153902 3117.666416 5.648614e-08 0
  0.596179  12.303626 3117.648386 5.735516e-08 0
  0.597424  12.464024 3117.632702 5.822417e-08 0
  0.599051  12.615670 3117.612625 5.909319e-08 0
  0.600444  12.771490 3117.589281 5.996221e-08 0
  0.601639  12.930848 3117.566653 6.083123e-08 0
  0.601680  12.929986 3117.565412 6.083123e-08 0
