# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.529567   2.191645 3083.947782 1.684439e-08 0
  0.529350   2.161218 3083.952539 1.660376e-08 0
  0.528469   2.133443 3083.957445 1.636312e-08 0
  0.528583   2.101612 3083.963113 1.612249e-08 0
  0.528081   2.072219 3083.967772 1.588186e-08 0
  0.528083   2.040813 3083.972622 1.564122e-08 0
  0.527734   2.010738 3083.978420 1.540059e-08 0
  0.527333   1.980834 3083.982973 1.515995e-08 0
  0.527167   1.950000 3083.987845 1.491932e-08 0
  0.526960   1.919298 3083.993510 1.467869e-08 0
  0.527057   1.887490 3083.998173 1.443805e-08 0
  0.527378   1.854905 3084.002886 1.419742e-08 0
  0.526722   1.825725 3084.008721 1.395678e-08 0
  0.526665   1.794447 3084.013843 1.371615e-08 0
  0.526545   1.763367 3084.018878 1.347551e-08 0
  0.526166   1.733125 3084.023852 1.323488e-08 0
  0.526124   1.701751 3084.028471 1.299425e-08 0
  0.526000   1.670634 3084.032558 1.275361e-08 0
  0.525847   1.639585 3084.037029 1.251298e-08 0
  0.525206   1.609997 3084.043451 1.227234e-08 0
  0.524509   1.580539 3084.048636 1.203171e-08 0
  0.524180   1.549897 3084.053923 1.179107e-08 0
  0.524196   1.518223 3084.058644 1.155044e-08 0
  0.523599   1.488278 3084.064427 1.130981e-08 0
  0.523115   1.457958 3084.070223 1.106917e-08 0
  0.522425   1.428158 3084.074924 1.082854e-08 0
  0.521693   1.398372 3084.080175 1.058790e-08 0
  0.521841   1.366214 3084.084617 1.034727e-08 0
  0.520779   1.337162 3084.088621 1.010664e-08 0
  0.520335   1.306423 3084.094208 9.866001e-09 0
  0.519662   1.276203 3084.099871 9.625367e-09 0
  0.518903   1.246118 3084.105397 9.384733e-09 0
  0.518144   1.215931 3084.111617 9.144099e-09 0
  0.516907   1.186521 3084.125700 8.903465e-09 0
  0.516110   1.156444 3084.133197 8.662831e-09 0
  0.514444   1.127892 3084.142848 8.422196e-09 0
  0.510394   1.103740 3084.164130 8.181563e-09 0
  0.509671   1.073433 3084.172127 7.940928e-09 0
  0.506000   1.048033 3084.189211 7.700294e-09 0
  0.489017   1.048536 3084.226358 7.459660e-09 1
  0.462335   1.072713 3084.267949 7.219026e-09 1
  0.433645   1.106285 3084.305994 6.978391e-09 1
  0.403608   1.148462 3084.338445 6.737757e-09 1
  0.374729   1.193290 3084.367572 6.497123e-09 1
  0.346008   1.244960 3084.392321 6.256489e-09 1
  0.319595   1.296371 3084.412670 6.015855e-09 1
  0.294449   1.351059 3084.429005 5.775220e-09 1
  0.270875   1.407546 3084.443967 5.534586e-09 1
  0.249054   1.464413 3084.456685 5.293952e-09 1
  0.228451   1.524033 3084.465500 5.053318e-09 1
  0.209697   1.581290 3084.473551 4.812684e-09 1
  0.192394   1.637363 3084.479486 4.572050e-09 1
  0.175816   1.697494 3084.480826 4.331415e-09 1
  0.160859   1.752250 3084.483875 4.090781e-09 1
  0.146161   1.815022 3084.483470 3.850147e-09 1
  0.133038   1.869432 3084.482086 3.609513e-09 1
  0.120765   1.922087 3084.476799 3.368879e-09 1
  0.108991   1.977622 3084.475021 3.128245e-09 1
  0.098157   2.027005 3084.474140 2.887610e-09 1
  0.087192   2.091685 3084.466458 2.646976e-09 1
  0.077421   2.141525 3084.459758 2.406342e-09 1
  0.068207   2.187753 3084.452790 2.165708e-09 1
  0.059375   2.233847 3084.441002 1.925073e-09 1
  0.051120   2.270324 3084.433696 1.684439e-09 1
  0.042484   2.341321 3084.415135 1.443805e-09 1
  0.034818   2.380908 3084.403593 1.203171e-09 0
  0.027535   2.408539 3084.392102 9.625367e-10 0
  0.020567   2.418109 3084.372387 7.219025e-10 0
  0.013721   2.416504 3084.388372 4.812684e-10 0
  0.007270   2.280120 3084.413455 2.406342e-10 0
  0.007039   2.355290 3084.404600 2.406342e-10 0
