# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.550854   4.287437 3083.717546 3.361222e-08 0
  0.549955   4.233080 3083.723641 3.313204e-08 0
  0.548805   4.180460 3083.731378 3.265187e-08 0
  0.547730   4.127059 3083.739917 3.217170e-08 0
  0.546921   4.071464 3083.749405 3.169152e-08 0
  0.545215   4.022340 3083.756944 3.121135e-08 0
  0.544615   3.964825 3083.763593 3.073117e-08 0
  0.543230   3.912816 3083.771802 3.025100e-08 0
  0.542331   3.857113 3083.776645 2.977082e-08 0
  0.540928   3.804711 3083.785640 2.929065e-08 0
  0.540865   3.742773 3083.794757 2.881047e-08 0
  0.539840   3.687381 3083.802923 2.833030e-08 0
  0.538932   3.631010 3083.809443 2.785013e-08 0
  0.538270   3.572772 3083.818139 2.736995e-08 0
  0.537172   3.517272 3083.825852 2.688978e-08 0
  0.536795   3.456889 3083.834041 2.640960e-08 0
  0.536411   3.396441 3083.843908 2.592943e-08 0
  0.536354   3.333925 3083.851145 2.544925e-08 0
  0.535228   3.277887 3083.859848 2.496908e-08 0
  0.534526   3.219067 3083.868691 2.448890e-08 0
  0.533694   3.160874 3083.876585 2.400873e-08 0
  0.533581   3.098286 3083.886711 2.352855e-08 0
  0.532793   3.039541 3083.896564 2.304838e-08 0
  0.531920   2.981136 3083.903778 2.256820e-08 0
  0.531482   2.920090 3083.912123 2.208803e-08 0
  0.530767   2.860444 3083.921666 2.160786e-08 0
  0.529830   2.801831 3083.930497 2.112768e-08 0
  0.529811   2.738234 3083.940015 2.064751e-08 0
  0.529372   2.676775 3083.949393 2.016733e-08 0
  0.528816   2.615775 3083.959194 1.968716e-08 0
  0.528108   2.555401 3083.968866 1.920698e-08 0
  0.527686   2.493506 3083.978070 1.872681e-08 0
  0.526380   2.435605 3083.986827 1.824663e-08 0
  0.525412   2.375840 3083.997348 1.776646e-08 0
  0.524484   2.315726 3084.007278 1.728628e-08 0
  0.523342   2.256312 3084.016957 1.680611e-08 0
  0.521942   2.197713 3084.027020 1.632593e-08 0
  0.520378   2.139469 3084.037565 1.584576e-08 0
  0.519504   2.078091 3084.049473 1.536559e-08 0
  0.517453   2.021102 3084.061932 1.488541e-08 0
  0.515426   1.963567 3084.075107 1.440524e-08 0
  0.509525   1.918078 3084.120168 1.392506e-08 0
  0.497131   1.898632 3084.158788 1.344489e-08 0
  0.463000   1.963907 3084.217108 1.296471e-08 1
  0.427873   2.047940 3084.263345 1.248454e-08 1
  0.392153   2.149336 3084.303032 1.200436e-08 1
  0.358380   2.258431 3084.335804 1.152419e-08 1
  0.326717   2.374558 3084.361191 1.104401e-08 1
  0.297992   2.490569 3084.380011 1.056384e-08 1
  0.271875   2.605804 3084.397264 1.008367e-08 1
  0.247921   2.721615 3084.410869 9.603491e-09 1
  0.225369   2.844326 3084.421715 9.123317e-09 1
  0.205030   2.961979 3084.430582 8.643142e-09 1
  0.186186   3.080593 3084.436761 8.162968e-09 1
  0.169266   3.189202 3084.441914 7.682794e-09 1
  0.152864   3.310722 3084.442484 7.202619e-09 1
  0.137764   3.428686 3084.445572 6.722444e-09 1
  0.124143   3.533107 3084.441562 6.242269e-09 1
  0.111112   3.643816 3084.437441 5.762095e-09 1
  0.098901   3.752507 3084.426833 5.281920e-09 1
  0.087609   3.851147 3084.426208 4.801746e-09 1
  0.076935   3.946903 3084.426163 4.321571e-09 1
  0.066850   4.037539 3084.413120 3.841397e-09 1
  0.057179   4.130445 3084.403784 3.361222e-09 1
  0.047768   4.237827 3084.392326 2.881047e-09 1
  0.039227   4.300466 3084.397574 2.400873e-09 0
  0.031021   4.350540 3084.388892 1.920698e-09 0
  0.023047   4.391710 3084.369410 1.440524e-09 0
  0.015187   4.443011 3084.390508 9.603492e-10 0
  0.007627   4.415276 3084.527920 4.801746e-10 0
  0.007787   4.331531 3084.474227 4.801746e-10 0
