# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002761  58.299543 6763.044692 1.587639e-09 0
  0.005676  56.676832 6766.235868 3.175278e-09 0
  0.008854  54.880375 6765.236550 4.762916e-09 0
  0.012146  53.284393 6766.142088 6.350555e-09 1
  0.015303  52.920191 6766.455976 7.938194e-09 1
  0.019013  51.114899 6766.646656 9.525832e-09 1
  0.022389  50.652662 6766.560719 1.111347e-08 1
  0.026080  49.683076 6766.765717 1.270111e-08 1
  0.029871  48.804252 6766.860918 1.428875e-08 1
  0.034441  47.018380 6767.171544 1.587639e-08 1
  0.038278  46.551735 6767.169445 1.746403e-08 1
  0.042983  45.225165 6767.158599 1.905166e-08 1
  0.047580  44.258249 6767.175233 2.063930e-08 1
  0.052905  42.865173 6767.178293 2.222694e-08 1
  0.058046  41.854754 6767.277026 2.381458e-08 1
  0.063847  40.587549 6767.384387 2.540222e-08 1
  0.069940  39.371958 6767.379077 2.698986e-08 1
  0.076371  38.173449 6767.444614 2.857750e-08 1
  0.083019  37.067895 6767.491057 3.016513e-08 1
  0.090472  35.804681 6767.525088 3.175278e-08 1
  0.098474  34.539976 6767.546802 3.334041e-08 1
  0.106160  33.567029 6767.519274 3.492805e-08 1
  0.115411  32.276094 6767.555117 3.651569e-08 1
  0.125328  31.015674 6767.552900 3.810333e-08 1
  0.135953  29.782811 6767.545627 3.969097e-08 1
  0.147375  28.574941 6767.503679 4.127861e-08 1
  0.160465  27.249349 6767.526711 4.286625e-08 1
  0.174613  25.971819 6767.489184 4.445388e-08 1
  0.190156  24.700832 6767.441948 4.604152e-08 1
  0.206749  23.502843 6767.372017 4.762916e-08 1
  0.224742  22.344206 6767.246359 4.921680e-08 1
  0.241288  21.485307 6767.069692 5.080444e-08 0
  0.245637  21.764962 6766.890311 5.239208e-08 0
  0.248099  22.200299 6766.764380 5.397972e-08 0
  0.249716  22.705373 6766.633756 5.556735e-08 0
  0.251601  23.179319 6766.496608 5.715499e-08 0
  0.253514  23.643142 6766.366859 5.874263e-08 0
  0.255351  24.107374 6766.236593 6.033027e-08 0
  0.256626  24.619021 6766.102590 6.191791e-08 0
  0.258481  25.069180 6765.964704 6.350555e-08 0
  0.260008  25.544689 6765.833976 6.509319e-08 0
  0.261658  26.002171 6765.718762 6.668083e-08 0
  0.263991  26.385625 6765.613038 6.826846e-08 0
  0.265701  26.825951 6765.494364 6.985610e-08 0
  0.267366  27.264427 6765.386926 7.144374e-08 0
  0.269090  27.690846 6765.300442 7.303138e-08 0
  0.271215  28.071335 6765.208775 7.461902e-08 0
  0.273176  28.462657 6765.123386 7.620666e-08 0
  0.275510  28.809130 6765.045522 7.779430e-08 0
  0.276990  29.240493 6764.957329 7.938194e-08 0
  0.277464  29.778100 6764.765352 8.096957e-08 0
  0.273242  30.833673 6764.288769 8.255721e-08 0
  0.265301  32.360965 6763.558531 8.414485e-08 0
  0.254856  34.315897 6762.655876 8.573249e-08 0
  0.241573  36.873260 6761.703640 8.732013e-08 0
  0.227298  39.905449 6760.762298 8.890777e-08 0
  0.212698  43.411338 6759.874795 9.049541e-08 0
  0.198238  47.399689 6759.068703 9.208304e-08 0
  0.184522  51.803064 6758.310817 9.367069e-08 0
  0.171490  56.684953 6757.547930 9.525832e-08 0
  0.158267  62.445581 6756.826316 9.684596e-08 0
  0.145883  68.855764 6756.028766 9.843360e-08 0
  0.132532  77.016517 6755.347925 1.000212e-07 0
  0.121846  85.086020 6754.164716 1.016089e-07 0
  0.102441 102.759074 6755.388070 1.031965e-07 0
  0.135392  76.882330 6746.973808 1.047842e-07 0
