# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.007647   0.185557 3093.072299 2.789169e-11 0
  0.020329   0.168160 3093.094643 5.578338e-11 0
  0.033059   0.157985 3093.125665 8.367507e-11 0
  0.047058   0.151531 3093.147188 1.115668e-10 0
  0.061977   0.145414 3093.162298 1.394584e-10 1
  0.076412   0.142023 3093.174830 1.673501e-10 1
  0.090562   0.139861 3093.186476 1.952418e-10 1
  0.104724   0.138076 3093.198555 2.231335e-10 1
  0.118965   0.136673 3093.210376 2.510252e-10 1
  0.132592   0.136302 3093.222178 2.789169e-10 1
  0.147309   0.135125 3093.232900 3.068086e-10 1
  0.161434   0.134647 3093.243176 3.347003e-10 1
  0.175370   0.134479 3093.252380 3.625919e-10 0
  0.188752   0.134590 3093.261249 3.904837e-10 0
  0.202112   0.134678 3093.270028 4.183753e-10 0
  0.215082   0.134623 3093.280029 4.462670e-10 0
  0.227078   0.135522 3093.290148 4.741587e-10 0
  0.240116   0.135800 3093.299611 5.020504e-10 0
  0.253610   0.135979 3093.308096 5.299421e-10 0
  0.266422   0.136576 3093.314955 5.578338e-10 0
  0.279600   0.136983 3093.319602 5.857255e-10 0
  0.292774   0.137252 3093.321977 6.136172e-10 0
  0.305999   0.137389 3093.322793 6.415089e-10 0
  0.318812   0.137642 3093.322120 6.694005e-10 0
  0.331348   0.137959 3093.320758 6.972922e-10 0
  0.345014   0.137779 3093.318302 7.251839e-10 0
  0.358246   0.137756 3093.314797 7.530757e-10 0
  0.371369   0.137779 3093.310812 7.809673e-10 0
  0.384623   0.137734 3093.306091 8.088590e-10 0
  0.397745   0.137753 3093.301066 8.367507e-10 0
  0.410886   0.137747 3093.295521 8.646423e-10 0
  0.423627   0.137883 3093.289652 8.925341e-10 0
  0.436331   0.137977 3093.283447 9.204257e-10 0
  0.450160   0.137702 3093.276237 9.483174e-10 0
  0.463404   0.137660 3093.268877 9.762091e-10 0
  0.476305   0.137702 3093.261432 1.004101e-09 0
  0.489021   0.137831 3093.253833 1.031993e-09 0
  0.500557   0.138270 3093.245880 1.059884e-09 0
  0.512525   0.138590 3093.238238 1.087776e-09 0
  0.523589   0.139103 3093.230208 1.115668e-09 0
  0.534992   0.139462 3093.221966 1.143559e-09 0
  0.545744   0.139969 3093.213243 1.171451e-09 0
  0.556602   0.140503 3093.204601 1.199343e-09 0
  0.565702   0.141476 3093.195840 1.227234e-09 0
  0.575064   0.142338 3093.187308 1.255126e-09 0
  0.582344   0.143760 3093.179327 1.283018e-09 0
  0.589478   0.145141 3093.171337 1.310909e-09 0
  0.595771   0.146694 3093.163630 1.338801e-09 0
  0.596833   0.149835 3093.158186 1.366693e-09 0
  0.595904   0.153342 3093.155524 1.394584e-09 0
  0.594140   0.156943 3093.154552 1.422476e-09 0
  0.593874   0.160090 3093.153964 1.450368e-09 0
  0.593631   0.163237 3093.153258 1.478260e-09 0
  0.593654   0.166307 3093.152417 1.506151e-09 0
  0.593350   0.169468 3093.151728 1.534043e-09 0
  0.593105   0.172619 3093.150664 1.561935e-09 0
  0.592987   0.175735 3093.149604 1.589826e-09 0
  0.592765   0.178892 3093.149070 1.617718e-09 0
  0.591950   0.182229 3093.148425 1.645610e-09 0
  0.591888   0.185333 3093.147765 1.673501e-09 0
  0.591291   0.188612 3093.147233 1.701393e-09 0
  0.591605   0.191587 3093.145995 1.729285e-09 0
  0.590969   0.194894 3093.145234 1.757176e-09 0
  0.590867   0.198018 3093.144307 1.785068e-09 0
  0.590714   0.201161 3093.143495 1.812960e-09 0
  0.590753   0.204237 3093.142350 1.840852e-09 0
  0.590131   0.207551 3093.141643 1.868743e-09 0
  0.590078   0.210662 3093.140476 1.896635e-09 0
  0.590133   0.213739 3093.139698 1.924527e-09 0
  0.590104   0.216842 3093.138564 1.952418e-09 0
  0.589504   0.217092 3093.138280 1.952418e-09 0
