# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.006856   3.750842 3105.223835 2.444625e-10 0
  0.013550   3.793482 3105.146087 4.889249e-10 0
  0.020329   3.795674 3105.159969 7.333874e-10 0
  0.027570   3.731841 3105.162837 9.778498e-10 0
  0.034750   3.700901 3105.168976 1.222312e-09 0
  0.042329   3.645850 3105.179017 1.466775e-09 1
  0.050126   3.591908 3105.188959 1.711237e-09 1
  0.058313   3.528693 3105.195083 1.955700e-09 1
  0.066917   3.459272 3105.209482 2.200162e-09 1
  0.075960   3.386060 3105.223751 2.444625e-09 1
  0.085516   3.308579 3105.226891 2.689087e-09 1
  0.095393   3.235602 3105.235557 2.933550e-09 1
  0.105917   3.156839 3105.251231 3.178012e-09 1
  0.117209   3.072108 3105.267503 3.422474e-09 1
  0.128733   2.996920 3105.282925 3.666937e-09 1
  0.141505   2.908172 3105.297637 3.911399e-09 1
  0.154898   2.822669 3105.316059 4.155862e-09 1
  0.169150   2.736990 3105.329957 4.400324e-09 1
  0.184078   2.654741 3105.343771 4.644787e-09 1
  0.200070   2.570976 3105.361940 4.889249e-09 1
  0.217510   2.483154 3105.376064 5.133712e-09 1
  0.235860   2.398973 3105.390955 5.378174e-09 1
  0.255886   2.311745 3105.405271 5.622636e-09 1
  0.277064   2.227967 3105.414417 5.867099e-09 1
  0.299540   2.146724 3105.417965 6.111561e-09 1
  0.323744   2.065693 3105.415249 6.356024e-09 1
  0.349673   1.986029 3105.407207 6.600486e-09 1
  0.377012   1.910075 3105.391974 6.844949e-09 1
  0.405518   1.838997 3105.370948 7.089412e-09 1
  0.434946   1.773305 3105.343164 7.333874e-09 1
  0.463409   1.719422 3105.309515 7.578336e-09 1
  0.489460   1.679970 3105.271365 7.822798e-09 1
  0.510219   1.661604 3105.229619 8.067261e-09 0
  0.517563   1.688908 3105.202844 8.311723e-09 0
  0.519278   1.733535 3105.191644 8.556186e-09 0
  0.521304   1.776146 3105.180747 8.800648e-09 0
  0.522621   1.820935 3105.172264 9.045111e-09 0
  0.523339   1.867606 3105.164965 9.289574e-09 0
  0.524263   1.913371 3105.157129 9.534036e-09 0
  0.525476   1.957887 3105.148379 9.778498e-09 0
  0.525985   2.004921 3105.141302 1.002296e-08 0
  0.526792   2.050662 3105.132901 1.026742e-08 0
  0.527052   2.098474 3105.126211 1.051188e-08 0
  0.527616   2.144956 3105.117614 1.075635e-08 0
  0.527688   2.193440 3105.111602 1.100081e-08 0
  0.527823   2.241595 3105.104139 1.124527e-08 0
  0.528115   2.289063 3105.097182 1.148973e-08 0
  0.528477   2.336168 3105.090652 1.173420e-08 0
  0.528975   2.382604 3105.084723 1.197866e-08 0
  0.529337   2.429577 3105.080030 1.222312e-08 0
  0.536618   2.444128 3105.056683 1.246759e-08 0
  0.537566   2.488060 3105.049400 1.271205e-08 0
  0.538004   2.533840 3105.042132 1.295651e-08 0
  0.538533   2.579100 3105.033667 1.320097e-08 0
  0.538832   2.625423 3105.027073 1.344543e-08 0
  0.539111   2.671789 3105.021607 1.368990e-08 0
  0.539407   2.718000 3105.015656 1.393436e-08 0
  0.539843   2.763460 3105.010898 1.417882e-08 0
  0.540535   2.807487 3105.003238 1.442328e-08 0
  0.541176   2.851706 3104.997596 1.466775e-08 0
  0.541371   2.898171 3104.989789 1.491221e-08 0
  0.542060   2.941955 3104.983910 1.515667e-08 0
  0.542521   2.986868 3104.978282 1.540113e-08 0
  0.543051   3.031324 3104.973339 1.564560e-08 0
  0.543229   3.077682 3104.968581 1.589006e-08 0
  0.543892   3.121210 3104.962815 1.613452e-08 0
  0.544386   3.165632 3104.957742 1.637898e-08 0
  0.544371   3.212964 3104.951718 1.662345e-08 0
  0.544980   3.256579 3104.946768 1.686791e-08 0
  0.545191   3.302489 3104.941007 1.711237e-08 0
  0.545286   3.301935 3104.941722 1.711237e-08 0
