# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.008417  35.820177 3105.612243 2.784247e-09 0
  0.016490  36.557447 3105.130883 5.568494e-09 0
  0.024884  36.346213 3104.815635 8.352741e-09 0
  0.033724  35.762020 3104.714444 1.113699e-08 0
  0.042380  35.572347 3104.592402 1.392123e-08 1
  0.051395  35.199763 3104.585742 1.670548e-08 1
  0.061264  34.450962 3104.600884 1.948973e-08 1
  0.071186  33.884445 3104.578465 2.227398e-08 1
  0.081377  33.346486 3104.578432 2.505822e-08 1
  0.092236  32.688783 3104.658981 2.784247e-08 1
  0.103965  31.901507 3104.609506 3.062672e-08 1
  0.116097  31.164863 3104.616842 3.341096e-08 1
  0.128572  30.485767 3104.673473 3.619521e-08 1
  0.142095  29.706806 3104.683270 3.897946e-08 1
  0.156231  28.948711 3104.699424 4.176370e-08 1
  0.171595  28.113704 3104.737408 4.454795e-08 1
  0.187597  27.322895 3104.758158 4.733220e-08 1
  0.205132  26.457119 3104.777454 5.011644e-08 1
  0.224213  25.550122 3104.812891 5.290069e-08 1
  0.244504  24.663115 3104.830102 5.568494e-08 1
  0.266159  23.789340 3104.841447 5.846918e-08 1
  0.289857  22.884519 3104.858570 6.125343e-08 1
  0.315408  21.986685 3104.860716 6.403768e-08 1
  0.343917  21.040822 3104.860067 6.682192e-08 1
  0.374842  20.109357 3104.841271 6.960617e-08 1
  0.408957  19.169103 3104.822752 7.239042e-08 1
  0.445139  18.288394 3104.776757 7.517467e-08 1
  0.484640  17.419879 3104.719734 7.795891e-08 1
  0.515591  16.958350 3104.611634 8.074316e-08 0
  0.524441  17.247070 3104.501828 8.352741e-08 0
  0.528883  17.672602 3104.410063 8.631165e-08 0
  0.544085  17.732633 3104.295642 8.909591e-08 0
  0.549390  18.110873 3104.241704 9.188015e-08 0
  0.557033  18.403588 3104.175463 9.466440e-08 0
  0.565008  18.677529 3104.114554 9.744865e-08 0
  0.570679  19.020243 3104.048587 1.002329e-07 0
  0.574179  19.429405 3103.984150 1.030171e-07 0
  0.576801  19.863833 3103.917417 1.058014e-07 0
  0.580321  20.262922 3103.852041 1.085856e-07 0
  0.581472  20.370597 3103.838422 1.093792e-07 0
  0.577844  19.975833 3103.897182 1.065949e-07 0
