# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.007838  13.938418 3105.419339 1.015039e-09 0
  0.015829  13.792177 3105.121130 2.030077e-09 0
  0.023964  13.677121 3105.085339 3.045116e-09 0
  0.032341  13.510914 3104.963367 4.060155e-09 0
  0.040879  13.362871 3104.975906 5.075193e-09 1
  0.049887  13.139929 3104.942067 6.090232e-09 1
  0.058864  12.991963 3104.955632 7.105272e-09 1
  0.068751  12.712227 3105.010895 8.120310e-09 1
  0.078585  12.512200 3105.004347 9.135349e-09 1
  0.089678  12.182731 3105.020727 1.015039e-08 1
  0.100989  11.900025 3105.028052 1.116543e-08 1
  0.113022  11.599657 3105.050716 1.218046e-08 1
  0.125974  11.274362 3105.063304 1.319550e-08 1
  0.139547  10.960584 3105.085632 1.421054e-08 1
  0.154449  10.610470 3105.094576 1.522558e-08 1
  0.169937  10.286244 3105.115997 1.624062e-08 1
  0.187096   9.926768 3105.138999 1.725566e-08 1
  0.205086   9.588704 3105.160343 1.827070e-08 1
  0.224736   9.236540 3105.171036 1.928574e-08 1
  0.246124   8.877693 3105.189397 2.030077e-08 1
  0.269415   8.515758 3105.202474 2.131581e-08 1
  0.295053   8.146123 3105.209417 2.233085e-08 1
  0.322479   7.792173 3105.206831 2.334589e-08 1
  0.353143   7.424934 3105.193971 2.436093e-08 1
  0.386813   7.061046 3105.173034 2.537597e-08 1
  0.423567   6.706168 3105.142081 2.639101e-08 1
  0.462004   6.384364 3105.093896 2.740605e-08 1
  0.501039   6.104367 3105.027700 2.842109e-08 0
  0.518197   6.112930 3104.959342 2.943612e-08 0
  0.522580   6.271614 3104.920436 3.045116e-08 0
  0.526129   6.437120 3104.889814 3.146620e-08 0
  0.528060   6.620456 3104.856948 3.248124e-08 0
  0.529591   6.807669 3104.828044 3.349628e-08 0
  0.539966   6.878802 3104.777573 3.451132e-08 0
  0.542228   7.052055 3104.755079 3.552635e-08 0
  0.544312   7.225766 3104.731355 3.654139e-08 0
  0.546166   7.401277 3104.709180 3.755643e-08 0
  0.547869   7.577718 3104.690604 3.857147e-08 0
  0.549471   7.754448 3104.670651 3.958651e-08 0
  0.552485   7.909895 3104.651967 4.060155e-08 0
  0.555338   8.065994 3104.632219 4.161659e-08 0
  0.558518   8.215646 3104.607089 4.263163e-08 0
  0.561703   8.363590 3104.586981 4.364667e-08 0
  0.564845   8.510502 3104.568894 4.466170e-08 0
  0.568622   8.646108 3104.549466 4.567674e-08 0
  0.571234   8.797795 3104.524938 4.669178e-08 0
  0.572904   8.962844 3104.499430 4.770682e-08 0
  0.574376   9.130119 3104.477757 4.872186e-08 0
  0.575788   9.297437 3104.449974 4.973690e-08 0
  0.577282   9.462637 3104.423409 5.075193e-08 0
  0.578638   9.629280 3104.399079 5.176698e-08 0
  0.579239   9.807891 3104.373134 5.278202e-08 0
  0.579732   9.987996 3104.344533 5.379705e-08 0
  0.581014  10.154028 3104.319498 5.481209e-08 0
  0.581900  10.326307 3104.293608 5.582713e-08 0
  0.583184  10.490908 3104.268078 5.684217e-08 0
  0.584857  10.647737 3104.248530 5.785721e-08 0
  0.586532  10.803596 3104.228001 5.887225e-08 0
  0.587633  10.969263 3104.207570 5.988729e-08 0
  0.589370  11.122303 3104.186334 6.090232e-08 0
  0.590730  11.281616 3104.159358 6.191736e-08 0
  0.591986  11.442264 3104.137047 6.293240e-08 0
  0.593684  11.593557 3104.115372 6.394744e-08 0
  0.594816  11.755111 3104.083357 6.496248e-08 0
  0.596252  11.910072 3104.057108 6.597752e-08 0
  0.597401  12.070083 3104.035813 6.699256e-08 0
  0.599044  12.219275 3104.002988 6.800759e-08 0
  0.601066  12.360010 3103.980202 6.902263e-08 0
  0.602971  12.502153 3103.960711 7.003767e-08 0
  0.605085  12.639031 3103.944294 7.105271e-08 0
  0.605185  12.636933 3103.944976 7.105271e-08 0
