# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.005963   2.275914 3105.193340 1.323488e-10 0
  0.011431   2.370389 3105.120747 2.646976e-10 0
  0.017223   2.364012 3105.154585 3.970464e-10 0
  0.023409   2.319835 3105.165736 5.293952e-10 0
  0.029531   2.298671 3105.167843 6.617440e-10 0
  0.035518   2.293312 3105.186351 7.940928e-10 0
  0.042173   2.253472 3105.197553 9.264417e-10 1
  0.048746   2.228129 3105.204082 1.058790e-09 1
  0.055537   2.200043 3105.219351 1.191139e-09 1
  0.063041   2.153592 3105.230172 1.323488e-09 1
  0.070493   2.118497 3105.240759 1.455837e-09 1
  0.078285   2.081087 3105.248927 1.588186e-09 1
  0.086683   2.036016 3105.261586 1.720534e-09 1
  0.095358   1.993245 3105.268126 1.852883e-09 1
  0.103916   1.959608 3105.282689 1.985232e-09 1
  0.113523   1.913421 3105.294418 2.117581e-09 1
  0.123545   1.868041 3105.307653 2.249930e-09 1
  0.134227   1.820491 3105.321850 2.382278e-09 1
  0.144960   1.779363 3105.334934 2.514627e-09 1
  0.156622   1.733526 3105.348433 2.646976e-09 1
  0.168805   1.688837 3105.361420 2.779325e-09 1
  0.181868   1.642204 3105.372796 2.911674e-09 1
  0.195345   1.598349 3105.386122 3.044022e-09 1
  0.209685   1.553777 3105.399076 3.176371e-09 1
  0.224361   1.512629 3105.411878 3.308720e-09 1
  0.239926   1.471004 3105.426719 3.441069e-09 1
  0.255775   1.432901 3105.441672 3.573418e-09 1
  0.273306   1.390847 3105.449727 3.705767e-09 1
  0.291321   1.351471 3105.455573 3.838115e-09 1
  0.310865   1.310215 3105.455944 3.970464e-09 1
  0.330554   1.273222 3105.452500 4.102813e-09 1
  0.351440   1.236102 3105.444736 4.235162e-09 1
  0.373058   1.200720 3105.432982 4.367511e-09 1
  0.394621   1.169348 3105.417875 4.499859e-09 1
  0.417083   1.138708 3105.399650 4.632208e-09 1
  0.439455   1.111347 3105.378197 4.764557e-09 1
  0.459999   1.090960 3105.353955 4.896906e-09 1
  0.479609   1.074370 3105.327307 5.029254e-09 1
  0.496267   1.065569 3105.300510 5.161603e-09 1
  0.509187   1.065138 3105.273214 5.293952e-09 0
  0.514929   1.080386 3105.255351 5.426301e-09 0
  0.516745   1.103245 3105.244101 5.558650e-09 0
  0.517122   1.128888 3105.239528 5.690998e-09 0
  0.517871   1.153461 3105.234522 5.823347e-09 0
  0.519439   1.176079 3105.227999 5.955696e-09 0
  0.519774   1.201479 3105.223138 6.088044e-09 0
  0.520916   1.224898 3105.217565 6.220394e-09 0
  0.521776   1.248888 3105.211588 6.352742e-09 0
  0.521840   1.274794 3105.207799 6.485091e-09 0
  0.522084   1.300199 3105.204125 6.617440e-09 0
  0.522280   1.325692 3105.199235 6.749789e-09 0
  0.522648   1.350744 3105.195046 6.882138e-09 0
  0.523028   1.375709 3105.190194 7.014486e-09 0
  0.523906   1.399320 3105.185350 7.146835e-09 0
  0.523847   1.425413 3105.181554 7.279184e-09 0
  0.524510   1.449468 3105.176463 7.411533e-09 0
  0.524153   1.476374 3105.171896 7.543882e-09 0
  0.524662   1.500808 3105.167200 7.676230e-09 0
  0.524966   1.525788 3105.161586 7.808580e-09 0
  0.524763   1.552286 3105.158110 7.940928e-09 0
  0.524677   1.578397 3105.153574 8.073277e-09 0
  0.524504   1.604818 3105.150228 8.205625e-09 0
  0.524807   1.629752 3105.146067 8.337974e-09 0
  0.524783   1.655680 3105.140735 8.470323e-09 0
  0.524647   1.682011 3105.137041 8.602672e-09 0
  0.525158   1.706234 3105.134185 8.735021e-09 0
  0.525134   1.732165 3105.130766 8.867370e-09 0
  0.525340   1.757329 3105.127825 8.999718e-09 0
  0.525257   1.783445 3105.123870 9.132067e-09 0
  0.525522   1.808382 3105.120340 9.264416e-09 0
  0.525232   1.809414 3105.120465 9.264416e-09 0
