# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000881 125.605553 1599.980618 2.061797e-10 0
  0.002827  77.670621 1595.498147 4.123595e-10 0
  0.005016  64.940323 1588.761269 6.185392e-10 0
  0.007868  55.841847 1592.622898 8.247190e-10 1
  0.010504  52.351173 1589.293097 1.030899e-09 1
  0.013159  50.582773 1589.279237 1.237078e-09 1
  0.015590  49.789481 1588.550684 1.443258e-09 1
  0.018781  47.252464 1588.709223 1.649438e-09 1
  0.022081  45.201005 1588.093682 1.855618e-09 1
  0.025334  43.789065 1587.883832 2.061797e-09 1
  0.029089  41.943179 1588.242772 2.267977e-09 1
  0.033158  40.143213 1587.884801 2.474157e-09 1
  0.037704  38.249865 1587.885144 2.680337e-09 1
  0.042117  36.875499 1587.915095 2.886517e-09 1
  0.047336  35.153709 1587.756750 3.092696e-09 1
  0.053010  33.483588 1587.745633 3.298876e-09 1
  0.060054  31.403795 1587.717725 3.505056e-09 1
  0.066586  29.989106 1587.639775 3.711235e-09 1
  0.073919  28.514663 1587.580492 3.917415e-09 1
  0.081058  27.372045 1587.545808 4.123595e-09 1
  0.089740  25.960089 1587.446294 4.329775e-09 1
  0.097968  24.912235 1587.328278 4.535954e-09 1
  0.107587  23.716003 1587.261941 4.742134e-09 1
  0.116698  22.814559 1587.086067 4.948314e-09 1
  0.126020  22.007554 1586.951893 5.154494e-09 1
  0.135085  21.351456 1586.776315 5.360673e-09 1
  0.142830  20.969867 1586.575695 5.566853e-09 0
  0.144586  21.480632 1586.308542 5.773033e-09 0
  0.145535  22.105198 1586.144092 5.979213e-09 0
  0.146430  22.727948 1586.001651 6.185392e-09 0
  0.147420  23.327663 1585.838844 6.391572e-09 0
  0.148064  23.975119 1585.644376 6.597752e-09 0
  0.148521  24.648086 1585.437197 6.803931e-09 0
  0.148800  25.347815 1585.256815 7.010111e-09 0
  0.149552  25.962315 1585.087107 7.216291e-09 0
  0.149937  26.634813 1584.867859 7.422471e-09 0
  0.150213  27.325294 1584.706764 7.628650e-09 0
  0.150568  27.997655 1584.547314 7.834830e-09 0
  0.151042  28.644444 1584.438063 8.041010e-09 0
  0.151331  29.322763 1584.290371 8.247190e-09 0
  0.151667  29.988945 1584.115564 8.453369e-09 0
  0.151592  30.735911 1583.984860 8.659549e-09 0
  0.152533  31.273762 1583.866986 8.865728e-09 0
  0.152745  31.956494 1583.768094 9.071909e-09 0
  0.153150  32.596515 1583.691796 9.278088e-09 0
  0.153394  33.267571 1583.551888 9.484268e-09 0
  0.153983  33.860887 1583.412541 9.690448e-09 0
  0.154117  34.551294 1583.302095 9.896628e-09 0
  0.154081  35.279150 1583.156450 1.010281e-08 0
  0.154979  35.790398 1582.982566 1.030899e-08 0
  0.154804  36.547858 1582.861379 1.051517e-08 0
  0.154970  37.224349 1582.700186 1.072135e-08 0
  0.155577  37.792481 1582.618255 1.092753e-08 0
  0.155687  38.478448 1582.546958 1.113371e-08 0
  0.156079  39.091923 1582.364359 1.133989e-08 0
  0.156080  39.802926 1582.336589 1.154607e-08 0
  0.156882  40.306452 1582.234553 1.175225e-08 0
  0.157500  40.852827 1582.199271 1.195843e-08 0
  0.158025  41.419055 1582.076198 1.216460e-08 0
  0.157906  42.152806 1582.019190 1.237079e-08 0
  0.158634  42.658171 1581.855500 1.257696e-08 0
  0.158866  43.294710 1581.765697 1.278314e-08 0
  0.159256  43.885005 1581.617429 1.298932e-08 0
  0.159830  44.421266 1581.455834 1.319550e-08 0
  0.160243  44.999718 1581.416503 1.340168e-08 0
  0.161291  45.394757 1581.289562 1.360786e-08 0
  0.161367  46.060841 1581.154966 1.381404e-08 0
  0.162244  46.495740 1581.041826 1.402022e-08 0
  0.162545  47.092398 1580.971786 1.422640e-08 0
  0.162530  47.778209 1580.794026 1.443258e-08 0
  0.162427  47.125413 1580.942661 1.422640e-08 0
