# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000179 -1070.612675 2058.254788 4.725180e-10 0
  0.000526 -945.820422 2005.124985 9.450361e-10 0
  0.000474 -1218.530394 1419.929757 1.417554e-09 0
  0.000561 -1708.730685 1643.567448 1.890072e-09 0
  0.000918 -424.291540 1224.230221 2.362590e-09 0
  0.012655 119.823039 1589.930579 2.835108e-09 1
  0.015792 112.078139 1589.272528 3.307626e-09 1
  0.019201 105.326320 1588.034636 3.780144e-09 1
  0.021974 103.564539 1587.370857 4.252662e-09 1
  0.025336  99.807479 1587.481529 4.725180e-09 1
  0.028694  96.938743 1587.083405 5.197698e-09 1
  0.032973  92.029687 1587.222667 5.670216e-09 1
  0.037251  88.248823 1587.067023 6.142735e-09 1
  0.040921  86.512612 1587.164314 6.615252e-09 1
  0.046739  81.152568 1586.506648 7.087770e-09 1
  0.051710  78.243485 1586.426705 7.560288e-09 1
  0.058028  74.082937 1586.163708 8.032806e-09 1
  0.064384  70.679025 1586.583748 8.505325e-09 1
  0.071027  67.644269 1586.345447 8.977843e-09 1
  0.078925  64.075187 1586.320913 9.450361e-09 1
  0.086907  61.102439 1586.144604 9.922879e-09 1
  0.095835  58.046392 1586.051174 1.039540e-08 1
  0.105672  55.038639 1585.748820 1.086791e-08 1
  0.116865  51.927570 1585.636868 1.134043e-08 1
  0.126843  49.839469 1585.339936 1.181295e-08 1
  0.136757  48.073107 1585.182103 1.228547e-08 1
  0.143710  47.509762 1584.675943 1.275799e-08 0
  0.145620  48.622706 1584.368014 1.323050e-08 0
  0.147561  49.697414 1583.963623 1.370302e-08 0
  0.148259  51.168515 1583.636292 1.417554e-08 0
  0.149009  52.608527 1583.219665 1.464806e-08 0
  0.149777  54.027158 1582.802745 1.512058e-08 0
  0.150439  55.469041 1582.554259 1.559310e-08 0
  0.151284  56.831707 1582.221317 1.606561e-08 0
  0.151390  58.461612 1581.951663 1.653813e-08 0
  0.152564  59.669462 1581.657590 1.701065e-08 0
  0.153162  61.086779 1581.433326 1.748317e-08 0
  0.153852  62.457207 1581.154027 1.795569e-08 0
  0.154376  63.882085 1580.982486 1.842820e-08 0
  0.155361  65.103967 1580.847083 1.890072e-08 0
  0.155962  66.476472 1580.571353 1.937324e-08 0
  0.156774  67.743753 1580.418104 1.984576e-08 0
  0.158187  68.738397 1580.162075 2.031827e-08 0
  0.158999  69.977772 1579.920486 2.079079e-08 0
  0.160142  71.057397 1579.691510 2.126331e-08 0
  0.161495  72.028526 1579.367890 2.173583e-08 0
  0.162799  73.004891 1579.104107 2.220835e-08 0
  0.164012  74.006299 1578.878543 2.268087e-08 0
  0.165205  75.002836 1578.647270 2.315338e-08 0
  0.166677  75.857872 1578.381193 2.362590e-08 0
  0.168069  76.734120 1578.097343 2.409842e-08 0
  0.169347  77.647070 1577.959383 2.457094e-08 0
  0.170611  78.554090 1577.844929 2.504345e-08 0
  0.171731  79.515345 1577.581441 2.551597e-08 0
  0.172738  80.514798 1577.482406 2.598849e-08 0
  0.174260  81.263442 1577.293793 2.646101e-08 0
  0.174869  82.425684 1577.188560 2.693353e-08 0
  0.176401  83.143827 1577.085684 2.740605e-08 0
  0.177423  84.090780 1576.896991 2.787856e-08 0
  0.178263  85.112676 1576.772493 2.835108e-08 0
  0.179199  86.079393 1576.637310 2.882360e-08 0
  0.180206  87.001930 1576.334530 2.929612e-08 0
  0.180851  88.089146 1576.248234 2.976864e-08 0
  0.181300  89.266542 1575.960753 3.024115e-08 0
  0.182012  90.306563 1575.833473 3.071367e-08 0
  0.182780  91.310359 1575.504007 3.118619e-08 0
  0.182957  92.604631 1575.222160 3.165871e-08 0
  0.183499  93.708758 1574.919228 3.213122e-08 0
  0.184376  94.635138 1574.767403 3.260374e-08 0
  0.184621  95.879014 1574.503090 3.307626e-08 0
  0.184166  96.115371 1574.557294 3.307626e-08 0
