# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000272 601.456189 1740.351994 3.254030e-10 0
  0.000754 -466.586939 1880.232519 6.508061e-10 0
  0.000450 -972.901783 1512.255116 9.762091e-10 0
  0.000591 -455.667596 1191.667700 1.301612e-09 0
  0.005095  93.695719 1579.348962 1.627015e-09 0
  0.013140  77.558753 1588.880815 1.952418e-09 1
  0.016795  74.100294 1587.458057 2.277821e-09 1
  0.019855  71.684962 1588.270609 2.603224e-09 1
  0.023565  67.967340 1588.206359 2.928627e-09 1
  0.027328  65.118432 1587.854124 3.254031e-09 1
  0.031365  62.409874 1587.536843 3.579434e-09 1
  0.035536  60.092781 1587.633850 3.904836e-09 1
  0.040516  57.099119 1587.665837 4.230240e-09 1
  0.045574  54.667663 1587.399445 4.555643e-09 1
  0.050907  52.434834 1587.443289 4.881046e-09 1
  0.057291  49.699625 1587.278530 5.206449e-09 1
  0.063362  47.743694 1587.330380 5.531852e-09 1
  0.070936  45.157331 1587.177512 5.857255e-09 1
  0.079543  42.504004 1587.260143 6.182658e-09 1
  0.087449  40.699975 1586.963060 6.508061e-09 1
  0.096805  38.603806 1586.897986 6.833464e-09 1
  0.106580  36.733653 1586.755262 7.158867e-09 1
  0.116128  35.246093 1586.549778 7.484270e-09 1
  0.126315  33.812491 1586.358590 7.809673e-09 1
  0.136233  32.657191 1586.166377 8.135076e-09 1
  0.143306  32.286609 1585.852126 8.460480e-09 0
  0.145312  33.065390 1585.539854 8.785882e-09 0
  0.147367  33.812227 1585.241882 9.111285e-09 0
  0.148159  34.833025 1585.000568 9.436688e-09 0
  0.149206  35.781175 1584.766547 9.762091e-09 0
  0.149623  36.869553 1584.394997 1.008749e-08 0
  0.149658  38.051387 1584.194394 1.041290e-08 0
  0.150261  39.082838 1583.895835 1.073830e-08 0
  0.151686  39.889020 1583.663257 1.106370e-08 0
  0.152074  40.957360 1583.486905 1.138911e-08 0
  0.152335  42.055317 1583.340158 1.171451e-08 0
  0.153019  43.030619 1583.142316 1.203991e-08 0
  0.153312  44.108943 1582.884150 1.236532e-08 0
  0.153884  45.101300 1582.751731 1.269072e-08 0
  0.154019  46.217461 1582.578791 1.301612e-08 0
  0.154709  47.161673 1582.333208 1.334153e-08 0
  0.155066  48.200606 1582.157766 1.366693e-08 0
  0.155267  49.284265 1582.014060 1.399233e-08 0
  0.156184  50.133500 1581.969648 1.431773e-08 0
  0.156882  51.045935 1581.783791 1.464314e-08 0
  0.157490  51.978624 1581.616954 1.496854e-08 0
  0.158550  52.753132 1581.538173 1.529394e-08 0
  0.158805  53.789555 1581.383901 1.561935e-08 0
  0.159428  54.695658 1581.203352 1.594475e-08 0
  0.160328  55.498411 1580.956428 1.627015e-08 0
  0.160983  56.378238 1580.819752 1.659555e-08 0
  0.161764  57.205915 1580.664458 1.692096e-08 0
  0.162695  57.972456 1580.543583 1.724636e-08 0
  0.163494  58.777652 1580.318466 1.757176e-08 0
  0.164708  59.424582 1580.043760 1.789717e-08 0
  0.165861  60.084836 1579.941005 1.822257e-08 0
  0.166577  60.894597 1579.694446 1.854797e-08 0
  0.167136  61.756041 1579.514766 1.887338e-08 0
  0.168341  62.370922 1579.343933 1.919878e-08 0
  0.169134  63.130540 1579.175360 1.952418e-08 0
  0.170446  63.688542 1578.973661 1.984958e-08 0
  0.171265  64.423229 1578.751391 2.017499e-08 0
  0.172363  65.045454 1578.701209 2.050039e-08 0
  0.173023  65.825992 1578.610275 2.082580e-08 0
  0.173697  66.595177 1578.504295 2.115120e-08 0
  0.174898  67.154567 1578.285573 2.147660e-08 0
  0.175846  67.804979 1578.268917 2.180200e-08 0
  0.176711  68.480367 1578.111847 2.212741e-08 0
  0.177141  69.318693 1578.020043 2.245281e-08 0
  0.178725  69.699668 1578.094335 2.277821e-08 0
  0.178804  69.669188 1578.087874 2.277821e-08 0
