# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.186515 119.022479 1572.385895 4.157502e-08 0
  0.185927 117.692986 1572.398063 4.098110e-08 0
  0.185458 116.280752 1572.421776 4.038717e-08 0
  0.184566 115.123706 1572.486710 3.979324e-08 0
  0.184968 113.159199 1572.482210 3.919931e-08 0
  0.184423 111.771536 1572.732478 3.860538e-08 0
  0.184388 110.072614 1572.995410 3.801145e-08 0
  0.183845 108.672454 1573.235291 3.741752e-08 0
  0.183615 107.082075 1573.406251 3.682359e-08 0
  0.183079 105.661584 1573.652450 3.622966e-08 0
  0.182855 104.054259 1573.980164 3.563573e-08 0
  0.182316 102.623188 1574.263468 3.504181e-08 0
  0.181746 101.195004 1574.715879 3.444788e-08 0
  0.180820  99.962612 1575.016437 3.385395e-08 0
  0.180789  98.220268 1575.482956 3.326002e-08 0
  0.179868  96.968253 1575.628884 3.266609e-08 0
  0.178105  96.148309 1575.711177 3.207216e-08 0
  0.177318  94.782384 1575.955995 3.147823e-08 0
  0.176229  93.571043 1576.100822 3.088430e-08 0
  0.175182  92.319569 1576.228091 3.029037e-08 0
  0.173242  91.518767 1576.506725 2.969644e-08 0
  0.172001  90.337484 1576.691612 2.910252e-08 0
  0.170814  89.109054 1576.853522 2.850859e-08 0
  0.169419  87.971792 1576.969706 2.791466e-08 0
  0.167126  87.279310 1577.146524 2.732073e-08 0
  0.166356  85.766325 1577.599363 2.672680e-08 0
  0.163905  85.116995 1577.969880 2.613287e-08 0
  0.162713  83.797920 1578.153683 2.553894e-08 0
  0.161022  82.697833 1578.590342 2.494501e-08 0
  0.159426  81.541091 1578.909369 2.435109e-08 0
  0.157875  80.332724 1579.245481 2.375716e-08 0
  0.156891  78.821552 1579.393456 2.316323e-08 0
  0.155823  77.318277 1579.735343 2.256930e-08 0
  0.154447  75.953894 1580.062650 2.197537e-08 0
  0.153278  74.470486 1580.235777 2.138144e-08 0
  0.152811  72.619769 1580.458332 2.078751e-08 0
  0.152284  70.778927 1580.865760 2.019358e-08 0
  0.151302  69.143774 1581.224890 1.959965e-08 0
  0.150701  67.313971 1581.587744 1.900572e-08 0
  0.149733  65.632475 1581.917393 1.841180e-08 0
  0.148692  63.950501 1582.370925 1.781787e-08 0
  0.147287  62.401607 1582.899424 1.722394e-08 0
  0.146343  60.635975 1583.424572 1.663001e-08 0
  0.143928  59.463616 1583.750357 1.603608e-08 0
  0.137338  59.999827 1584.219904 1.544215e-08 1
  0.127287  62.258327 1584.572497 1.484822e-08 1
  0.116844  65.122790 1584.726690 1.425429e-08 1
  0.106589  68.409871 1585.008787 1.366037e-08 1
  0.097040  71.881175 1585.191299 1.306644e-08 1
  0.087946  75.714923 1585.266281 1.247251e-08 1
  0.079841  79.435912 1585.179740 1.187858e-08 1
  0.072441  83.153597 1585.665523 1.128465e-08 1
  0.064090  89.063860 1585.649263 1.069072e-08 1
  0.057806  93.252371 1585.956960 1.009679e-08 1
  0.052032  97.516961 1585.947818 9.502863e-09 1
  0.046500 102.297067 1586.006530 8.908933e-09 1
  0.041509 106.959751 1586.064039 8.315005e-09 1
  0.036514 112.904103 1586.379320 7.721076e-09 1
  0.032708 116.351780 1586.024721 7.127147e-09 1
  0.029067 120.010254 1586.460242 6.533218e-09 1
  0.025332 125.189885 1586.646649 5.939289e-09 1
  0.021845 130.643721 1587.716770 5.345360e-09 1
  0.019204 132.064950 1589.648109 4.751431e-09 1
  0.015732 141.077725 1588.428648 4.157502e-09 1
  0.012989 146.465230 1590.334957 3.563573e-09 1
  0.010521 150.708260 1591.542534 2.969644e-09 1
  0.008169 155.036532 1596.693829 2.375716e-09 1
  0.005403 176.014144 1594.948008 1.781787e-09 0
  0.003128 202.049614 1604.937553 1.187858e-09 0
  0.001332 217.353455 1655.714289 5.939289e-10 0
  0.000371 779.314587 1471.630040 5.939289e-10 0
