# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003138  62.357875 6768.280977 1.614984e-09 0
  0.006614  59.165191 6769.256413 3.229967e-09 0
  0.009970  58.907178 6769.520731 4.844951e-09 0
  0.013349  58.639841 6770.444443 6.459934e-09 1
  0.017059  57.372287 6770.216196 8.074917e-09 1
  0.020683  56.788510 6770.341659 9.689901e-09 1
  0.025005  54.802833 6770.724420 1.130488e-08 1
  0.028983  54.032309 6770.698119 1.291987e-08 1
  0.033624  52.398846 6771.043281 1.453485e-08 1
  0.038196  51.246694 6771.017402 1.614984e-08 1
  0.042944  50.141161 6771.071542 1.776482e-08 1
  0.048320  48.615714 6771.284445 1.937980e-08 1
  0.053897  47.211148 6771.278994 2.099479e-08 1
  0.059936  45.719751 6771.286853 2.260977e-08 1
  0.066265  44.309705 6771.429482 2.422475e-08 1
  0.073259  42.749998 6771.548416 2.583974e-08 1
  0.080632  41.265401 6771.612582 2.745472e-08 1
  0.088245  39.922225 6771.674536 2.906970e-08 1
  0.096562  38.507880 6771.702623 3.068469e-08 1
  0.105874  36.968130 6771.730452 3.229967e-08 1
  0.115703  35.520601 6771.812281 3.391465e-08 1
  0.126032  34.157011 6771.812510 3.552964e-08 1
  0.138073  32.597766 6771.879660 3.714462e-08 1
  0.150825  31.134118 6771.879106 3.875961e-08 1
  0.165083  29.627686 6771.865808 4.037459e-08 1
  0.180550  28.170740 6771.841570 4.198957e-08 1
  0.198100  26.659517 6771.802204 4.360456e-08 1
  0.216448  25.297830 6771.718110 4.521954e-08 1
  0.235612  24.062342 6771.576108 4.683452e-08 1
  0.246733  23.763206 6771.373794 4.844951e-08 0
  0.249409  24.299696 6771.228579 5.006449e-08 0
  0.252038  24.824878 6771.097671 5.167947e-08 0
  0.254419  25.359935 6770.943235 5.329445e-08 0
  0.257226  25.844679 6770.794807 5.490944e-08 0
  0.258962  26.429542 6770.666586 5.652442e-08 0
  0.260693  27.003376 6770.516734 5.813941e-08 0
  0.262519  27.562202 6770.377023 5.975439e-08 0
  0.264863  28.059769 6770.262265 6.136937e-08 0
  0.266863  28.582776 6770.139853 6.298436e-08 0
  0.268592  29.129528 6770.037463 6.459934e-08 0
  0.270673  29.626029 6769.898433 6.621432e-08 0
  0.273226  30.068264 6769.790121 6.782931e-08 0
  0.275333  30.550268 6769.692342 6.944429e-08 0
  0.277751  30.990382 6769.608611 7.105927e-08 0
  0.279753  31.466857 6769.500633 7.267426e-08 0
  0.282346  31.871101 6769.389930 7.428924e-08 0
  0.284618  32.304306 6769.273952 7.590422e-08 0
  0.284863  32.951271 6769.002462 7.751921e-08 0
  0.280778  34.087196 6768.355656 7.913419e-08 0
  0.272749  35.777687 6767.460442 8.074917e-08 0
  0.261992  37.978251 6766.384608 8.236416e-08 0
  0.248920  40.762432 6765.200015 8.397914e-08 0
  0.233304  44.359414 6764.027029 8.559413e-08 0
  0.216605  48.725896 6762.959056 8.720911e-08 0
  0.200039  53.781061 6762.056568 8.882410e-08 0
  0.184494  59.402890 6761.324744 9.043908e-08 0
  0.170205  65.555132 6760.705803 9.205406e-08 0
  0.156332  72.628963 6760.216421 9.366904e-08 0
  0.142463  81.060770 6759.965969 9.528403e-08 0
  0.129912  90.374972 6759.721281 9.689901e-08 0
  0.114348 104.201552 6760.804006 9.851399e-08 0
  0.111930 108.435862 6757.531334 1.001290e-07 0
  0.063837 127.608384 6824.364474 1.017440e-07 0
  0.054537  55.750537 6771.250990 1.033589e-07 0
  0.067991   3.301257 6820.411757 1.049739e-07 0
  0.178529  29.042071 6772.030920 1.065889e-07 0
  0.306228  36.152120 6764.407996 1.082039e-07 0
  0.239729  47.120929 6751.062223 1.093792e-07 0
  0.038776 259.611210 6858.052666 1.077642e-07 0
