# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.237925  47.316010 6756.249699 1.076811e-07 0
  0.208879  54.770067 6752.706055 1.059830e-07 0
  0.174155  67.261084 6749.851787 1.042848e-07 0
  0.138095  87.263591 6749.636736 1.025867e-07 0
  0.112572 108.089556 6755.511874 1.008886e-07 0
  0.145687  81.332144 6754.650097 9.919050e-08 0
  0.211037  53.531465 6759.137336 9.749239e-08 0
  0.244638  45.011032 6764.437143 9.579429e-08 0
  0.262588  41.122961 6769.618195 9.409617e-08 0
  0.251300  38.952382 6770.504900 9.239806e-08 0
  0.250180  38.723669 6770.557847 9.069994e-08 0
  0.247933  38.269105 6770.688704 8.900183e-08 0
  0.245133  37.981028 6770.844047 8.730372e-08 0
  0.240820  37.950297 6771.029388 8.560561e-08 0
  0.231538  38.801079 6771.137950 8.390750e-08 1
  0.221429  39.863644 6771.240691 8.220939e-08 1
  0.211446  40.951766 6771.303241 8.051128e-08 1
  0.201718  42.127556 6771.336419 7.881316e-08 1
  0.192799  43.200875 6771.340951 7.711505e-08 1
  0.184318  44.341062 6771.369042 7.541694e-08 1
  0.175739  45.541618 6771.349603 7.371883e-08 1
  0.167964  46.700912 6771.358528 7.202072e-08 1
  0.160140  47.931601 6771.336601 7.032261e-08 1
  0.153143  49.019561 6771.309547 6.862449e-08 1
  0.146144  50.280430 6771.326429 6.692638e-08 1
  0.139332  51.523051 6771.347816 6.522827e-08 1
  0.132546  52.833336 6771.280002 6.353016e-08 1
  0.126632  54.049281 6771.317569 6.183205e-08 1
  0.120443  55.365564 6771.323131 6.013394e-08 1
  0.114776  56.512321 6771.216699 5.843582e-08 1
  0.109555  57.671926 6771.147010 5.673771e-08 1
  0.104306  58.933141 6771.129903 5.503960e-08 1
  0.099177  60.182463 6771.081927 5.334149e-08 1
  0.094317  61.461164 6771.081313 5.164338e-08 1
  0.089579  62.741787 6771.116644 4.994526e-08 1
  0.084968  63.980219 6771.069549 4.824715e-08 1
  0.080384  65.440206 6771.015479 4.654904e-08 1
  0.076115  66.736828 6770.960583 4.485093e-08 1
  0.072004  67.912924 6770.739318 4.315282e-08 1
  0.068386  69.002910 6770.723789 4.145471e-08 1
  0.064560  70.189248 6770.732846 3.975659e-08 1
  0.060696  71.610177 6770.673095 3.805848e-08 1
  0.057292  72.633065 6770.630552 3.636037e-08 1
  0.053693  74.036707 6770.596038 3.466226e-08 1
  0.050550  74.973472 6770.658331 3.296415e-08 1
  0.047271  76.063881 6770.595468 3.126604e-08 1
  0.044037  77.533838 6770.722991 2.956792e-08 1
  0.041010  78.398416 6770.613310 2.786981e-08 1
  0.037958  79.724502 6770.430979 2.617170e-08 1
  0.034858  81.467950 6770.417631 2.447359e-08 1
  0.031879  82.864154 6770.055049 2.277548e-08 1
  0.029477  83.297792 6769.991563 2.107737e-08 1
  0.026804  84.234472 6770.029152 1.937925e-08 1
  0.023949  86.093992 6769.795250 1.768114e-08 1
  0.021466  86.870262 6769.178045 1.598303e-08 1
  0.018944  88.705252 6769.658027 1.428492e-08 1
  0.016379  89.981734 6769.412974 1.258681e-08 1
  0.014124  90.584873 6769.008142 1.088870e-08 1
  0.012010  90.209621 6769.392253 9.190585e-09 1
  0.009356  93.056510 6767.099961 7.492473e-09 0
  0.007460  92.403279 6767.626061 5.794362e-09 0
  0.005004  96.825009 6768.767051 4.096250e-09 0
  0.003031  92.537271 6766.047442 2.398138e-09 0
  0.002078  95.855450 6763.316815 1.698112e-09 0
  0.002241  90.072042 6762.999005 1.698112e-09 0
