# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003417  57.083674 6767.306621 1.898276e-09 0
  0.007330  53.223437 6767.953964 3.796551e-09 0
  0.011418  51.252588 6768.565651 5.694827e-09 1
  0.015262  51.138144 6768.790077 7.593102e-09 1
  0.019780  49.322014 6768.777727 9.491378e-09 1
  0.023938  48.902892 6769.131715 1.138965e-08 1
  0.028241  48.363965 6769.214392 1.328793e-08 1
  0.032889  47.461758 6769.208025 1.518620e-08 1
  0.038041  46.164032 6769.209097 1.708448e-08 1
  0.043103  45.268067 6769.314170 1.898276e-08 1
  0.048097  44.625676 6769.385470 2.088103e-08 1
  0.053873  43.462881 6769.412028 2.277931e-08 1
  0.059742  42.459347 6769.368202 2.467758e-08 1
  0.066103  41.324557 6769.483984 2.657586e-08 1
  0.072858  40.171946 6769.466889 2.847413e-08 1
  0.079614  39.213663 6769.508532 3.037241e-08 1
  0.086798  38.216234 6769.479812 3.227069e-08 1
  0.094932  36.997301 6769.461551 3.416896e-08 1
  0.102450  36.186806 6769.427662 3.606724e-08 1
  0.111533  34.989308 6769.425094 3.796551e-08 1
  0.120961  33.875055 6769.376213 3.986379e-08 1
  0.131310  32.691419 6769.391116 4.176206e-08 1
  0.142684  31.452983 6769.370845 4.366034e-08 1
  0.155072  30.198643 6769.348187 4.555862e-08 1
  0.168376  28.971243 6769.312744 4.745689e-08 1
  0.183263  27.682576 6769.271763 4.935516e-08 1
  0.198953  26.480120 6769.211720 5.125344e-08 1
  0.216200  25.270295 6769.158283 5.315171e-08 1
  0.235054  24.073366 6769.093795 5.504999e-08 1
  0.255875  22.876881 6769.010645 5.694827e-08 1
  0.277824  21.771452 6768.904714 5.884654e-08 1
  0.288399  21.648894 6768.755616 6.074482e-08 0
  0.291126  22.117064 6768.643595 6.264309e-08 0
  0.292687  22.665983 6768.548434 6.454137e-08 0
  0.293884  23.237528 6768.445454 6.643964e-08 0
  0.295589  23.763601 6768.340311 6.833792e-08 0
  0.297201  24.291205 6768.229898 7.023620e-08 0
  0.298960  24.800963 6768.118813 7.213447e-08 0
  0.300369  25.334139 6768.003065 7.403275e-08 0
  0.302214  25.825242 6767.892383 7.593102e-08 0
  0.303645  26.345545 6767.747109 7.782930e-08 0
  0.300901  27.225615 6767.357009 7.972757e-08 0
  0.293843  28.517462 6766.616825 8.162585e-08 0
  0.289167  29.595937 6765.415291 8.352412e-08 0
  0.269817  32.453405 6764.192521 8.542240e-08 0
  0.248491  36.051841 6763.059473 8.732068e-08 0
  0.226837  40.386772 6762.118146 8.921895e-08 0
  0.208091  44.978291 6761.279056 9.111723e-08 0
  0.190586  50.141660 6760.486552 9.301550e-08 0
  0.173740  56.132589 6759.724749 9.491378e-08 0
  0.157081  63.333839 6759.004236 9.681206e-08 0
  0.141690  71.586956 6758.143436 9.871033e-08 0
  0.123010  84.068147 6757.912515 1.006086e-07 0
  0.119271  88.039515 6754.431307 1.025069e-07 0
  0.057413 126.802470 6822.800607 1.044052e-07 0
  0.089753  40.526004 6769.605373 1.063034e-07 0
  0.307466  30.712585 6759.858085 1.082017e-07 0
  0.164995  60.381806 6744.040766 1.093792e-07 0
  0.055814   0.822770 6841.951607 1.074809e-07 0
