# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002499 418.530095 1647.307243 1.263876e-09 0
  0.005072 400.322822 1604.797744 2.527753e-09 0
  0.008610 364.642235 1607.592895 3.791629e-09 1
  0.011944 350.484119 1607.126139 5.055505e-09 1
  0.015237 343.105685 1602.105710 6.319382e-09 1
  0.018709 335.469538 1598.385668 7.583258e-09 1
  0.022748 322.221139 1601.791556 8.847134e-09 1
  0.026560 315.205136 1598.542705 1.011101e-08 1
  0.030622 307.736244 1598.638687 1.137489e-08 1
  0.034726 301.520622 1598.233202 1.263876e-08 1
  0.039151 294.194579 1598.045948 1.390264e-08 1
  0.043695 287.566911 1597.594164 1.516652e-08 1
  0.049114 277.168597 1597.797912 1.643039e-08 1
  0.054216 270.396180 1597.332802 1.769427e-08 1
  0.059783 262.737471 1597.374231 1.895815e-08 1
  0.065898 254.246523 1597.362456 2.022202e-08 1
  0.072668 244.966355 1597.365174 2.148590e-08 1
  0.079079 238.351320 1596.589918 2.274977e-08 1
  0.086833 229.097022 1597.160554 2.401365e-08 1
  0.095139 220.112665 1596.968929 2.527753e-08 1
  0.103919 211.578963 1596.891319 2.654140e-08 1
  0.113717 202.545121 1596.869391 2.780528e-08 1
  0.124577 193.291478 1596.558868 2.906916e-08 1
  0.136164 184.512820 1596.431782 3.033303e-08 1
  0.148741 175.928644 1596.421882 3.159691e-08 1
  0.162654 167.306191 1596.320962 3.286079e-08 1
  0.177237 159.435059 1596.169262 3.412466e-08 1
  0.194447 150.697309 1595.944082 3.538854e-08 1
  0.204148 148.662661 1595.634372 3.665241e-08 0
  0.209580 149.807698 1595.274322 3.791629e-08 0
  0.214415 151.291188 1595.211901 3.918017e-08 0
  0.218643 153.160621 1595.061769 4.044404e-08 0
  0.223769 154.349974 1594.626308 4.170792e-08 0
  0.229996 154.723308 1594.183483 4.297180e-08 0
  0.236331 155.011583 1593.634429 4.423567e-08 0
  0.241565 155.985223 1593.117686 4.549955e-08 0
  0.244664 158.288442 1592.622453 4.676343e-08 0
  0.248066 160.345535 1592.027302 4.802730e-08 0
  0.251391 162.396190 1591.328732 4.929118e-08 0
  0.253080 165.441739 1590.820160 5.055506e-08 0
  0.255352 168.064932 1590.438354 5.181893e-08 0
  0.256170 171.575592 1590.731707 5.308280e-08 0
  0.256585 175.393662 1590.854976 5.434668e-08 0
  0.257140 179.090642 1591.001905 5.561056e-08 0
  0.257716 182.772314 1590.911074 5.687444e-08 0
  0.258369 186.375711 1590.660367 5.813831e-08 0
  0.259648 189.502571 1590.226151 5.940219e-08 0
  0.260976 192.548457 1589.913231 6.066606e-08 0
  0.260338 197.029382 1589.955469 6.192994e-08 0
  0.260499 200.928905 1590.051672 6.319382e-08 0
  0.262427 203.480264 1589.275984 6.445769e-08 0
  0.264101 206.142522 1588.975692 6.572157e-08 0
  0.265675 208.860927 1588.768761 6.698545e-08 0
  0.268103 210.894166 1588.013760 6.824932e-08 0
  0.270230 213.094171 1587.828192 6.951320e-08 0
  0.271860 215.664355 1587.791722 7.077708e-08 0
  0.273368 218.318560 1587.400853 7.204095e-08 0
  0.273277 222.202347 1587.705588 7.330483e-08 0
  0.274282 225.225126 1587.559121 7.456870e-08 0
  0.276100 227.539311 1587.348114 7.583258e-08 0
  0.278118 229.662062 1586.804658 7.709646e-08 0
  0.279035 232.657121 1586.502689 7.836033e-08 0
  0.280460 235.209227 1586.245759 7.962421e-08 0
  0.281912 237.713044 1586.006567 8.088809e-08 0
  0.283889 239.751482 1585.579144 8.215196e-08 0
  0.285584 241.997449 1585.055650 8.341584e-08 0
  0.287821 243.753510 1584.672237 8.467972e-08 0
  0.288937 246.430732 1584.678071 8.594359e-08 0
  0.290565 248.658193 1584.520485 8.720747e-08 0
  0.290815 252.041984 1584.657843 8.847134e-08 0
  0.290744 252.106704 1584.712370 8.847134e-08 0
