# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.302872 294.886776 1580.837002 1.077571e-07 0
  0.300508 292.718371 1582.033294 1.061350e-07 0
  0.298998 289.709082 1582.732004 1.045129e-07 0
  0.296669 287.449520 1583.424554 1.028908e-07 0
  0.294618 284.879772 1584.327688 1.012687e-07 0
  0.292341 282.506435 1584.838937 9.964661e-08 0
  0.290436 279.732797 1585.202281 9.802452e-08 0
  0.289650 275.860341 1584.929048 9.640242e-08 0
  0.288417 272.368189 1585.036306 9.478034e-08 0
  0.286555 269.446068 1584.989783 9.315824e-08 0
  0.284230 266.903521 1585.455139 9.153615e-08 0
  0.281929 264.304049 1586.055516 8.991406e-08 0
  0.279259 262.018243 1586.541280 8.829196e-08 0
  0.277813 258.552077 1586.646816 8.666987e-08 0
  0.275920 255.432989 1587.213172 8.504778e-08 0
  0.273829 252.469388 1587.763372 8.342568e-08 0
  0.272745 248.557919 1587.852910 8.180359e-08 0
  0.271619 244.640407 1587.802955 8.018150e-08 0
  0.269752 241.342221 1587.834903 7.855940e-08 0
  0.266800 238.936272 1588.550751 7.693731e-08 0
  0.263735 236.630666 1588.890961 7.531522e-08 0
  0.261565 233.438480 1589.476510 7.369312e-08 0
  0.259171 230.383871 1590.364709 7.207103e-08 0
  0.258675 225.668111 1590.427386 7.044894e-08 0
  0.258588 220.547884 1590.343476 6.882684e-08 0
  0.257547 216.196188 1590.564397 6.720475e-08 0
  0.256651 211.694051 1590.954175 6.558266e-08 0
  0.256024 206.994336 1590.673510 6.396057e-08 0
  0.255372 202.257507 1590.336615 6.233847e-08 0
  0.252699 199.040079 1590.518678 6.071638e-08 0
  0.250339 195.517197 1591.002909 5.909429e-08 0
  0.246279 193.224445 1592.108547 5.747219e-08 0
  0.242103 191.057574 1592.552281 5.585010e-08 0
  0.236924 189.537560 1593.284143 5.422801e-08 0
  0.228576 190.586204 1593.979901 5.260592e-08 0
  0.221352 190.761126 1594.405985 5.098382e-08 0
  0.215271 189.909274 1594.828548 4.936173e-08 0
  0.209768 188.508771 1594.938863 4.773964e-08 0
  0.201757 189.311826 1595.351105 4.611754e-08 1
  0.188775 195.244706 1595.478198 4.449545e-08 1
  0.173078 205.194619 1595.777790 4.287335e-08 1
  0.158620 215.458252 1595.887081 4.125126e-08 1
  0.145334 225.917064 1596.184541 3.962917e-08 1
  0.133081 236.645860 1596.315811 3.800708e-08 1
  0.121931 247.286220 1596.287558 3.638498e-08 1
  0.111631 258.062825 1596.627277 3.476289e-08 1
  0.101176 271.477423 1596.441272 3.314080e-08 1
  0.092682 281.858438 1596.441047 3.151870e-08 1
  0.084737 292.421234 1596.814297 2.989661e-08 1
  0.077246 303.394612 1596.243082 2.827452e-08 1
  0.070278 314.342350 1596.610076 2.665242e-08 1
  0.063796 325.207763 1596.762108 2.503033e-08 1
  0.057795 335.710187 1597.472312 2.340824e-08 1
  0.052249 345.603187 1597.153253 2.178614e-08 1
  0.046962 355.881890 1597.240906 2.016405e-08 1
  0.042103 365.024420 1598.439819 1.854196e-08 1
  0.037488 374.073385 1598.758531 1.691986e-08 1
  0.033037 383.777001 1599.558836 1.529777e-08 1
  0.028816 393.250116 1598.686114 1.367568e-08 1
  0.024818 402.522936 1600.386217 1.205358e-08 1
  0.020843 414.702781 1600.489790 1.043149e-08 1
  0.017213 423.988727 1599.977145 8.809399e-09 1
  0.013779 432.336275 1605.573926 7.187305e-09 1
  0.010098 456.789949 1610.873106 5.565213e-09 1
  0.007204 453.320910 1611.221089 3.943119e-09 0
  0.003848 498.055404 1642.597151 2.321026e-09 0
  0.002349 568.281632 1620.430177 1.622093e-09 0
  0.002437 551.695113 1642.466276 1.622093e-09 0
