# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.529028  13.347617 1692.900487 1.074508e-07 0
  1.522132  13.167357 1692.938771 1.055225e-07 0
  1.516831  12.971896 1692.976702 1.035941e-07 0
  1.509125  12.795372 1693.017132 1.016658e-07 0
  1.502041  12.611825 1693.059087 9.973740e-08 0
  1.495792  12.419694 1693.097874 9.780904e-08 0
  1.495172  12.179759 1693.141031 9.588068e-08 0
  1.490592  11.971603 1693.177076 9.395233e-08 0
  1.483934  11.778377 1693.217958 9.202397e-08 0
  1.476283  11.591253 1693.261039 9.009563e-08 0
  1.468294  11.404797 1693.306265 8.816728e-08 0
  1.458885  11.227219 1693.354011 8.623892e-08 0
  1.450112  11.042609 1693.398953 8.431056e-08 0
  1.438449  10.877109 1693.458339 8.238221e-08 0
  1.426494  10.711479 1693.517872 8.045385e-08 0
  1.417121  10.524130 1693.568058 7.852550e-08 0
  1.403707  10.363326 1693.631942 7.659714e-08 0
  1.387978  10.216778 1693.698328 7.466879e-08 0
  1.376578  10.036023 1693.741525 7.274043e-08 0
  1.368505   9.827779 1693.776934 7.081208e-08 0
  1.358904   9.627648 1693.812769 6.888372e-08 0
  1.346187   9.446307 1693.856440 6.695537e-08 0
  1.336704   9.239482 1693.893210 6.502701e-08 0
  1.302432   9.200101 1693.967895 6.309866e-08 0
  1.284899   9.041702 1694.011150 6.117030e-08 0
  1.270070   8.858935 1694.052514 5.924195e-08 0
  1.239744   8.780116 1694.097026 5.731359e-08 0
  1.197736   8.782114 1694.147093 5.538524e-08 1
  1.116815   9.090053 1694.212572 5.345688e-08 1
  1.033926   9.464829 1694.275201 5.152853e-08 1
  0.954960   9.864201 1694.334736 4.960017e-08 1
  0.879437  10.295125 1694.389630 4.767182e-08 1
  0.809241  10.735785 1694.441242 4.574346e-08 1
  0.743226  11.196711 1694.490952 4.381511e-08 1
  0.681763  11.669091 1694.536983 4.188675e-08 1
  0.626894  12.106346 1694.578868 3.995840e-08 1
  0.574518  12.572676 1694.616465 3.803005e-08 1
  0.525394  13.051040 1694.658890 3.610169e-08 1
  0.475310  13.655868 1694.694282 3.417334e-08 1
  0.434379  14.099543 1694.727021 3.224498e-08 1
  0.395278  14.567768 1694.754210 3.031662e-08 1
  0.358717  15.031434 1694.786356 2.838827e-08 1
  0.325149  15.456818 1694.819203 2.645992e-08 1
  0.293597  15.870596 1694.835467 2.453156e-08 1
  0.263725  16.279372 1694.860178 2.260321e-08 1
  0.235432  16.680062 1694.873744 2.067485e-08 1
  0.209108  17.028266 1694.887262 1.874650e-08 1
  0.183968  17.364399 1694.893291 1.681814e-08 1
  0.159909  17.686355 1694.900702 1.488979e-08 1
  0.136878  17.986375 1694.890618 1.296143e-08 1
  0.114958  18.229779 1694.876867 1.103308e-08 0
  0.092960  18.603538 1694.850231 9.104722e-09 0
  0.072534  18.792688 1694.826555 7.176368e-09 0
  0.052625  18.941392 1694.722973 5.248013e-09 0
  0.033027  19.086938 1694.480873 3.319658e-09 0
  0.018985  19.276646 1694.067349 1.928355e-09 0
  0.019120  19.157063 1694.082636 1.928355e-09 0
