# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.016810   3.926308 1694.665233 3.604044e-10 0
  0.033982   3.880253 1694.751853 7.208088e-10 0
  0.051877   3.816597 1694.770168 1.081213e-09 0
  0.070485   3.745489 1694.774906 1.441617e-09 0
  0.089273   3.696601 1694.773301 1.802022e-09 0
  0.108633   3.645364 1694.769655 2.162426e-09 0
  0.128570   3.593429 1694.764504 2.522831e-09 1
  0.149218   3.538493 1694.764841 2.883235e-09 1
  0.171204   3.469576 1694.768114 3.243639e-09 1
  0.194869   3.386842 1694.777262 3.604044e-09 1
  0.218549   3.321740 1694.792918 3.964448e-09 1
  0.242931   3.260057 1694.806378 4.324852e-09 1
  0.268659   3.193651 1694.811226 4.685257e-09 1
  0.295748   3.124329 1694.808462 5.045661e-09 1
  0.324322   3.052571 1694.801275 5.406066e-09 1
  0.354304   2.980529 1694.792436 5.766470e-09 1
  0.385453   2.910843 1694.778353 6.126875e-09 1
  0.418517   2.838548 1694.762849 6.487279e-09 1
  0.452847   2.769073 1694.746077 6.847683e-09 1
  0.487301   2.708682 1694.727375 7.208088e-09 1
  0.523748   2.646149 1694.706904 7.568492e-09 1
  0.562508   2.581084 1694.684874 7.928896e-09 1
  0.601297   2.524324 1694.663089 8.289301e-09 1
  0.641521   2.468877 1694.640322 8.649705e-09 1
  0.682222   2.418255 1694.616056 9.010109e-09 1
  0.723486   2.371507 1694.591154 9.370514e-09 1
  0.765584   2.327275 1694.566242 9.730918e-09 1
  0.808700   2.284746 1694.540247 1.009132e-08 1
  0.852186   2.245562 1694.514177 1.045173e-08 1
  0.896211   2.208870 1694.488175 1.081213e-08 1
  0.952554   2.147169 1694.456098 1.117254e-08 1
  0.996779   2.118300 1694.428521 1.153294e-08 1
  1.040844   2.092001 1694.401031 1.189334e-08 1
  1.086189   2.065420 1694.373986 1.225375e-08 1
  1.128280   2.046827 1694.346897 1.261415e-08 1
  1.159781   2.048321 1694.324363 1.297456e-08 1
  1.197513   2.038772 1694.299188 1.333496e-08 0
  1.214659   2.064657 1694.283649 1.369537e-08 0
  1.225166   2.100918 1694.273117 1.405577e-08 0
  1.232157   2.142582 1694.264072 1.441617e-08 0
  1.240711   2.181015 1694.255682 1.477658e-08 0
  1.246481   2.223878 1694.248198 1.513698e-08 0
  1.254461   2.262328 1694.239164 1.549739e-08 0
  1.258269   2.307962 1694.232968 1.585779e-08 0
  1.267052   2.344019 1694.222878 1.621820e-08 0
  1.272839   2.385235 1694.214816 1.657860e-08 0
  1.274340   2.434236 1694.209365 1.693901e-08 0
  1.279081   2.476796 1694.201186 1.729941e-08 0
  1.283111   2.520461 1694.193865 1.765981e-08 0
  1.286534   2.565058 1694.186592 1.802022e-08 0
  1.289373   2.610604 1694.180024 1.838062e-08 0
  1.295367   2.649459 1694.171342 1.874103e-08 0
  1.294800   2.701615 1694.165587 1.910143e-08 0
  1.294943   2.752290 1694.161485 1.946184e-08 0
  1.300886   2.790432 1694.153735 1.982224e-08 0
  1.302293   2.838113 1694.148156 2.018264e-08 0
  1.305376   2.881958 1694.140579 2.054305e-08 0
  1.310530   2.920977 1694.131595 2.090345e-08 0
  1.342029   2.900889 1694.096519 2.126386e-08 0
  1.344817   2.944674 1694.089072 2.162426e-08 0
  1.344693   2.994040 1694.084699 2.198467e-08 0
  1.346744   3.038483 1694.079185 2.234507e-08 0
  1.348566   3.083320 1694.073918 2.270548e-08 0
  1.350545   3.127672 1694.068579 2.306588e-08 0
  1.349758   3.178402 1694.065615 2.342629e-08 0
  1.351223   3.223797 1694.061577 2.378669e-08 0
  1.352083   3.270562 1694.057724 2.414709e-08 0
  1.352528   3.318283 1694.053439 2.450750e-08 0
  1.353244   3.365300 1694.048734 2.486790e-08 0
  1.354343   3.411299 1694.043816 2.522831e-08 0
  1.354354   3.411275 1694.044123 2.522831e-08 0
