# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.152491  10.312700 1589.244192 2.335245e-09 0
  0.152411  10.170633 1589.276665 2.301885e-09 0
  0.152208  10.036215 1589.331454 2.268524e-09 0
  0.152028   9.900553 1589.372014 2.235163e-09 0
  0.152093   9.748737 1589.406056 2.201803e-09 0
  0.152070   9.602305 1589.448097 2.168442e-09 0
  0.151697   9.477959 1589.479980 2.135081e-09 0
  0.151970   9.312930 1589.523549 2.101721e-09 0
  0.151414   9.198988 1589.551745 2.068360e-09 0
  0.151331   9.055214 1589.600436 2.035000e-09 0
  0.151756   8.881934 1589.644682 2.001639e-09 0
  0.151328   8.758306 1589.700557 1.968278e-09 0
  0.151241   8.615216 1589.737163 1.934918e-09 0
  0.150745   8.494391 1589.780731 1.901557e-09 0
  0.151371   8.309371 1589.870735 1.868196e-09 0
  0.150806   8.193403 1589.881689 1.834836e-09 0
  0.150081   8.082755 1589.929314 1.801475e-09 0
  0.149983   7.938296 1589.974433 1.768114e-09 0
  0.150022   7.786688 1590.008977 1.734754e-09 0
  0.149414   7.667625 1590.061478 1.701393e-09 0
  0.149586   7.509124 1590.087975 1.668032e-09 0
  0.149342   7.370597 1590.133686 1.634672e-09 0
  0.148566   7.258237 1590.160812 1.601311e-09 0
  0.148574   7.106188 1590.209094 1.567951e-09 0
  0.148357   6.964976 1590.261695 1.534590e-09 0
  0.147847   6.837262 1590.306398 1.501229e-09 0
  0.147894   6.683507 1590.338019 1.467869e-09 0
  0.146936   6.574227 1590.367507 1.434508e-09 0
  0.146565   6.437489 1590.401259 1.401147e-09 0
  0.146427   6.290035 1590.437974 1.367787e-09 0
  0.146135   6.148890 1590.473855 1.334426e-09 0
  0.146488   5.980819 1590.503468 1.301065e-09 0
  0.146257   5.836379 1590.544815 1.267705e-09 0
  0.146085   5.689327 1590.588715 1.234344e-09 0
  0.145983   5.539772 1590.619449 1.200983e-09 0
  0.145919   5.387619 1590.669556 1.167623e-09 0
  0.145754   5.239951 1590.708258 1.134262e-09 0
  0.145480   5.094776 1590.762711 1.100901e-09 0
  0.144466   4.973235 1590.847392 1.067541e-09 0
  0.140154   4.962145 1590.975733 1.034180e-09 0
  0.134148   5.017000 1591.105311 1.000819e-09 1
  0.127331   5.109984 1591.231706 9.674588e-10 1
  0.120376   5.220029 1591.349033 9.340981e-10 1
  0.113242   5.352661 1591.446181 9.007375e-10 1
  0.105739   5.520866 1591.537543 8.673768e-10 1
  0.098352   5.708721 1591.606908 8.340162e-10 1
  0.091638   5.882149 1591.675172 8.006556e-10 1
  0.084662   6.101831 1591.739051 7.672950e-10 1
  0.077484   6.378125 1591.779116 7.339343e-10 1
  0.071351   6.611823 1591.808844 7.005736e-10 1
  0.065122   6.899136 1591.849184 6.672130e-10 1
  0.059345   7.192712 1591.858386 6.338523e-10 1
  0.053673   7.533905 1591.890586 6.004917e-10 1
  0.048528   7.870124 1591.896127 5.671310e-10 1
  0.043688   8.227794 1591.898696 5.337704e-10 1
  0.039194   8.597969 1591.902337 5.004097e-10 1
  0.034999   8.986484 1591.919888 4.670491e-10 1
  0.031191   9.363482 1591.928990 4.336884e-10 1
  0.027369   9.849818 1591.964688 4.003278e-10 1
  0.024406  10.125408 1591.968685 3.669671e-10 1
  0.021431  10.482489 1592.012375 3.336065e-10 1
  0.018276  11.063279 1592.021475 3.002458e-10 1
  0.015651  11.483293 1591.993672 2.668852e-10 1
  0.013303  11.821077 1592.050121 2.335245e-10 1
  0.011235  11.993915 1592.200132 2.001639e-10 1
  0.008985  12.500758 1592.270911 1.668032e-10 1
  0.006772  13.270599 1592.308020 1.334426e-10 0
  0.005167  13.026989 1592.657556 1.000819e-10 0
  0.002671  16.782660 1593.262834 6.672130e-11 0
  0.001236  16.401396 1597.238314 3.336065e-11 0
  0.000357  61.028604 1589.758579 3.336065e-11 0
