# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.156614  32.618742 1585.898561 7.618259e-09 0
  0.156042  32.269493 1585.990268 7.509427e-09 0
  0.156260  31.757720 1586.062360 7.400595e-09 0
  0.155785  31.384603 1586.209537 7.291763e-09 0
  0.155980  30.878539 1586.312746 7.182930e-09 0
  0.155650  30.474851 1586.419959 7.074098e-09 0
  0.155354  30.060685 1586.621837 6.965266e-09 0
  0.155252  29.614102 1586.637278 6.856433e-09 0
  0.155114  29.168589 1586.744964 6.747602e-09 0
  0.155102  28.701341 1586.799733 6.638769e-09 0
  0.154438  28.351493 1586.886404 6.529937e-09 0
  0.154586  27.851674 1587.002309 6.421104e-09 0
  0.154364  27.420405 1587.038528 6.312272e-09 0
  0.153946  27.020505 1587.092530 6.203440e-09 0
  0.153913  26.550998 1587.195333 6.094608e-09 0
  0.153595  26.131879 1587.245984 5.985775e-09 0
  0.153075  25.743959 1587.292883 5.876943e-09 0
  0.152955  25.285729 1587.395890 5.768111e-09 0
  0.152902  24.818191 1587.454633 5.659279e-09 0
  0.152653  24.380309 1587.527067 5.550446e-09 0
  0.152539  23.918954 1587.642166 5.441614e-09 0
  0.151774  23.560155 1587.693764 5.332781e-09 0
  0.151862  23.063797 1587.826049 5.223949e-09 0
  0.151819  22.590189 1587.935330 5.115117e-09 0
  0.151329  22.180714 1588.057196 5.006285e-09 0
  0.151201  21.717828 1588.144085 4.897452e-09 0
  0.150617  21.316239 1588.267514 4.788620e-09 0
  0.150637  20.828374 1588.405018 4.679788e-09 0
  0.150838  20.317219 1588.526379 4.570956e-09 0
  0.150159  19.923120 1588.645811 4.462124e-09 0
  0.150095  19.444736 1588.780815 4.353291e-09 0
  0.149895  18.984918 1588.885027 4.244459e-09 0
  0.149296  18.568879 1589.062580 4.135627e-09 0
  0.149048  18.112097 1589.198013 4.026794e-09 0
  0.148349  17.705855 1589.322091 3.917962e-09 0
  0.147675  17.291584 1589.464072 3.809130e-09 0
  0.146586  16.924721 1589.543780 3.700297e-09 0
  0.146414  16.444439 1589.665255 3.591465e-09 0
  0.145727  16.021064 1589.787171 3.482633e-09 0
  0.144985  15.597826 1589.944415 3.373801e-09 0
  0.142119  15.395721 1590.151035 3.264968e-09 0
  0.135224  15.643364 1590.332166 3.156136e-09 1
  0.127461  16.026600 1590.468689 3.047304e-09 1
  0.119162  16.530764 1590.608889 2.938471e-09 1
  0.111414  17.026519 1590.733906 2.829639e-09 1
  0.102935  17.721904 1590.826247 2.720807e-09 1
  0.095211  18.394016 1590.897784 2.611975e-09 1
  0.087593  19.161214 1590.952487 2.503142e-09 1
  0.080166  20.026729 1590.995588 2.394310e-09 1
  0.073210  20.932282 1591.057990 2.285478e-09 1
  0.066535  21.936148 1591.100580 2.176646e-09 1
  0.060870  22.779602 1591.071238 2.067813e-09 1
  0.054849  23.947574 1591.168491 1.958981e-09 1
  0.049349  25.139886 1591.175815 1.850149e-09 1
  0.044598  26.182241 1591.086186 1.741316e-09 1
  0.039842  27.473614 1591.204424 1.632484e-09 1
  0.035941  28.426918 1591.222674 1.523652e-09 1
  0.031926  29.714448 1591.362113 1.414820e-09 1
  0.028431  30.801629 1591.414632 1.305987e-09 1
  0.025495  31.487568 1591.326517 1.197155e-09 1
  0.021783  33.498043 1591.555085 1.088323e-09 1
  0.018941  34.677311 1591.526316 9.794906e-10 1
  0.016404  35.589517 1591.611131 8.706582e-10 1
  0.013925  36.684144 1591.728178 7.618259e-10 1
  0.011425  38.317379 1592.108586 6.529937e-10 1
  0.009079  40.146522 1593.045288 5.441614e-10 1
  0.006920  42.176203 1592.644819 4.353291e-10 0
  0.004827  45.204577 1594.511868 3.264968e-10 0
  0.002863  50.932532 1595.724227 2.176645e-10 0
  0.001077  65.799179 1603.921706 1.088323e-10 0
  0.000680 106.324595 1612.285575 1.088323e-10 0
