# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000650 109.554166 1615.809838 1.088323e-10 0
  0.001422  73.051094 1582.862144 2.176645e-10 0
  0.004728  33.233335 1595.435586 3.264968e-10 0
  0.007164  40.448597 1593.105119 4.353291e-10 1
  0.009311  39.102899 1591.740165 5.441614e-10 1
  0.011457  38.212950 1592.015337 6.529937e-10 1
  0.014220  35.918851 1591.645363 7.618259e-10 1
  0.016659  35.046074 1591.572041 8.706582e-10 1
  0.019159  34.281285 1591.437982 9.794906e-10 1
  0.021843  33.409905 1591.252482 1.088323e-09 1
  0.025679  31.259638 1591.376726 1.197155e-09 1
  0.028951  30.248897 1591.416159 1.305987e-09 1
  0.032684  29.027379 1591.302856 1.414820e-09 1
  0.036809  27.757206 1591.277313 1.523652e-09 1
  0.041083  26.645111 1591.296557 1.632484e-09 1
  0.045475  25.675594 1591.098031 1.741316e-09 1
  0.050550  24.542011 1591.150045 1.850149e-09 1
  0.056133  23.401756 1591.137129 1.958981e-09 1
  0.062104  22.327039 1591.127196 2.067813e-09 1
  0.068351  21.354171 1591.081899 2.176646e-09 1
  0.074771  20.496475 1591.077183 2.285478e-09 1
  0.081453  19.711311 1590.977199 2.394310e-09 1
  0.089350  18.785835 1590.941339 2.503142e-09 1
  0.097515  17.961232 1590.919177 2.611975e-09 1
  0.106362  17.152485 1590.761829 2.720807e-09 1
  0.113423  16.728892 1590.742238 2.829639e-09 1
  0.121785  16.178670 1590.587412 2.938471e-09 1
  0.130116  15.703787 1590.444937 3.047304e-09 1
  0.138155  15.317084 1590.264025 3.156136e-09 1
  0.143816  15.221838 1590.095370 3.264968e-09 0
  0.145130  15.586783 1589.920814 3.373801e-09 0
  0.145877  16.008329 1589.789848 3.482633e-09 0
  0.146348  16.455445 1589.658054 3.591465e-09 0
  0.147326  16.842046 1589.562136 3.700297e-09 0
  0.147757  17.286237 1589.421091 3.809130e-09 0
  0.148798  17.655965 1589.292466 3.917962e-09 0
  0.149268  18.089440 1589.169176 4.026794e-09 0
  0.149639  18.532098 1589.031072 4.135627e-09 0
  0.150013  18.972573 1588.903340 4.244459e-09 0
  0.149954  19.466434 1588.755599 4.353291e-09 0
  0.150299  19.907851 1588.647697 4.462124e-09 0
  0.150424  20.376220 1588.515884 4.570956e-09 0
  0.150812  20.807920 1588.409908 4.679788e-09 0
  0.151076  21.254492 1588.287351 4.788620e-09 0
  0.151311  21.703575 1588.144869 4.897452e-09 0
  0.151418  22.170459 1588.026779 5.006285e-09 0
  0.151749  22.603198 1587.928407 5.115117e-09 0
  0.152357  22.992051 1587.829708 5.223949e-09 0
  0.152184  23.497513 1587.711363 5.332781e-09 0
  0.152698  23.896585 1587.629662 5.441614e-09 0
  0.152627  24.385818 1587.537837 5.550446e-09 0
  0.152915  24.817149 1587.447041 5.659279e-09 0
  0.153155  25.254852 1587.354892 5.768111e-09 0
  0.153525  25.669305 1587.305885 5.876943e-09 0
  0.153634  26.126190 1587.222473 5.985775e-09 0
  0.153788  26.574422 1587.187029 6.094608e-09 0
  0.154172  26.981748 1587.113612 6.203440e-09 0
  0.154172  27.455071 1587.023919 6.312272e-09 0
  0.154520  27.865451 1586.970834 6.421104e-09 0
  0.154457  28.349390 1586.895996 6.529937e-09 0
  0.154974  28.725591 1586.799223 6.638769e-09 0
  0.154997  29.192213 1586.733519 6.747602e-09 0
  0.155351  29.595352 1586.635860 6.856433e-09 0
  0.155769  29.984466 1586.544618 6.965266e-09 0
  0.155886  30.429997 1586.430329 7.074098e-09 0
  0.155934  30.888365 1586.285887 7.182930e-09 0
  0.156318  31.279738 1586.197466 7.291763e-09 0
  0.156376  31.734767 1586.091333 7.400595e-09 0
  0.155971  32.285182 1586.013787 7.509427e-09 0
  0.156401  32.662994 1585.920795 7.618259e-09 0
  0.156614  32.618742 1585.898561 7.618259e-09 0
