# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.116265   5.332052 1675.710285 4.065624e-08 0
  1.113646   5.268136 1675.720591 4.007543e-08 0
  1.110895   5.204680 1675.728281 3.949463e-08 0
  1.107839   5.142254 1675.738044 3.891383e-08 0
  1.104846   5.079208 1675.749003 3.833303e-08 0
  1.102808   5.011495 1675.759730 3.775222e-08 0
  1.100026   4.946846 1675.772155 3.717142e-08 0
  1.096466   4.885341 1675.785355 3.659061e-08 0
  1.094474   4.816599 1675.795357 3.600981e-08 0
  1.096443   4.730466 1675.799522 3.542901e-08 0
  1.094556   4.660875 1675.809038 3.484821e-08 0
  1.092364   4.592315 1675.822721 3.426740e-08 0
  1.090947   4.520398 1675.833051 3.368660e-08 0
  1.089067   4.450149 1675.841856 3.310579e-08 0
  1.087097   4.379991 1675.850785 3.252499e-08 0
  1.085403   4.308456 1675.861737 3.194419e-08 0
  1.083699   4.236818 1675.869627 3.136338e-08 0
  1.081852   4.165422 1675.879542 3.078258e-08 0
  1.083131   4.082062 1675.885237 3.020178e-08 0
  1.082626   4.005403 1675.892666 2.962098e-08 0
  1.079544   3.938043 1675.901975 2.904017e-08 0
  1.078654   3.862427 1675.913254 2.845937e-08 0
  1.076094   3.792629 1675.923159 2.787856e-08 0
  1.074212   3.720124 1675.932557 2.729776e-08 0
  1.072299   3.647480 1675.940846 2.671696e-08 0
  1.071087   3.572138 1675.953499 2.613615e-08 0
  1.071280   3.492194 1675.962417 2.555535e-08 0
  1.068860   3.420564 1675.970581 2.497455e-08 0
  1.069287   3.339700 1675.977320 2.439374e-08 0
  1.067144   3.266678 1675.986790 2.381294e-08 0
  1.065199   3.192850 1675.994513 2.323214e-08 0
  1.058246   3.133379 1676.007130 2.265133e-08 0
  1.052064   3.070923 1676.021523 2.207053e-08 0
  1.035405   3.037991 1676.042959 2.148973e-08 0
  1.005834   3.042094 1676.079543 2.090892e-08 0
  0.989167   3.008117 1676.100450 2.032812e-08 0
  0.967403   2.987914 1676.121292 1.974732e-08 0
  0.923736   3.036064 1676.163903 1.916651e-08 1
  0.876694   3.102783 1676.193725 1.858571e-08 1
  0.823781   3.199026 1676.221653 1.800491e-08 1
  0.772288   3.302363 1676.247835 1.742410e-08 1
  0.720529   3.421685 1676.272681 1.684330e-08 1
  0.670699   3.549287 1676.294383 1.626249e-08 1
  0.622520   3.687471 1676.314996 1.568169e-08 1
  0.578016   3.824400 1676.332769 1.510089e-08 1
  0.535113   3.972162 1676.350588 1.452009e-08 1
  0.495078   4.121676 1676.367405 1.393928e-08 1
  0.456694   4.282000 1676.381618 1.335848e-08 1
  0.422758   4.424636 1676.394954 1.277768e-08 1
  0.389916   4.579333 1676.404285 1.219687e-08 1
  0.359786   4.726504 1676.413605 1.161607e-08 1
  0.330344   4.890381 1676.422534 1.103527e-08 1
  0.301111   5.082803 1676.429743 1.045446e-08 1
  0.276052   5.236254 1676.429714 9.873658e-09 1
  0.252240   5.393445 1676.435827 9.292855e-09 1
  0.230163   5.541376 1676.437438 8.712052e-09 1
  0.209637   5.678374 1676.437096 8.131248e-09 1
  0.190093   5.814911 1676.432881 7.550444e-09 1
  0.171325   5.955591 1676.428654 6.969641e-09 1
  0.153478   6.094119 1676.428283 6.388838e-09 1
  0.137044   6.204506 1676.419616 5.808034e-09 1
  0.120890   6.330224 1676.410980 5.227231e-09 1
  0.105726   6.433883 1676.397829 4.646427e-09 1
  0.091091   6.534104 1676.389205 4.065624e-09 1
  0.076943   6.630450 1676.368075 3.484820e-09 1
  0.063155   6.731767 1676.349351 2.904017e-09 1
  0.049595   6.857579 1676.311625 2.323214e-09 0
  0.036510   6.984379 1676.209370 1.742410e-09 0
  0.024259   7.007784 1676.108075 1.161607e-09 0
  0.011934   7.083253 1675.710306 5.808034e-10 0
  0.011357   7.486608 1675.701898 5.808034e-10 0
