# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.013940  21.130218 1674.832730 1.992342e-09 0
  0.028713  20.426828 1675.798511 3.984683e-09 0
  0.044760  19.739315 1676.041710 5.977025e-09 0
  0.060374  19.517778 1676.090920 7.969367e-09 1
  0.077235  19.070653 1676.170758 9.961708e-09 1
  0.094270  18.749571 1676.239903 1.195405e-08 1
  0.112068  18.401355 1676.220980 1.394639e-08 1
  0.130976  17.993618 1676.265855 1.593873e-08 1
  0.150126  17.661137 1676.267775 1.793108e-08 1
  0.171014  17.226686 1676.245921 1.992342e-08 1
  0.192974  16.792792 1676.258736 2.191576e-08 1
  0.216035  16.364005 1676.255822 2.390810e-08 1
  0.240700  15.911015 1676.256623 2.590044e-08 1
  0.267080  15.442383 1676.270130 2.789278e-08 1
  0.295719  14.943130 1676.272713 2.988512e-08 1
  0.326611  14.431753 1676.276860 3.187747e-08 1
  0.360042  13.909951 1676.278735 3.386981e-08 1
  0.398008  13.323325 1676.266225 3.586215e-08 1
  0.438480  12.765447 1676.252454 3.785449e-08 1
  0.481505  12.236635 1676.227384 3.984683e-08 1
  0.527659  11.724611 1676.207092 4.183917e-08 1
  0.579918  11.176068 1676.182742 4.383152e-08 1
  0.637486  10.628932 1676.154187 4.582386e-08 1
  0.699293  10.110745 1676.118733 4.781620e-08 1
  0.766843   9.604239 1676.078637 4.980854e-08 1
  0.839805   9.120578 1676.034744 5.180088e-08 1
  0.914610   8.696613 1675.983921 5.379322e-08 1
  0.980623   8.411494 1675.928251 5.578557e-08 0
  1.002197   8.524544 1675.885351 5.777791e-08 0
  1.018668   8.675866 1675.838435 5.977025e-08 0
  1.065372   8.570656 1675.736233 6.176259e-08 0
  1.072154   8.792705 1675.700054 6.375493e-08 0
  1.080039   9.001265 1675.661509 6.574727e-08 0
  1.083807   9.241851 1675.632487 6.773962e-08 0
  1.085215   9.501315 1675.600825 6.973196e-08 0
  1.091501   9.716498 1675.568420 7.172430e-08 0
  1.094918   9.955243 1675.536533 7.371664e-08 0
  1.103094  10.148452 1675.493681 7.570898e-08 0
  1.113494  10.318258 1675.452381 7.770132e-08 0
  1.123412  10.489343 1675.404787 7.969367e-08 0
  1.131472  10.675083 1675.369839 8.168601e-08 0
  1.137235  10.880003 1675.328759 8.367835e-08 0
  1.144490  11.068425 1675.284459 8.567069e-08 0
  1.150694  11.264639 1675.226820 8.766303e-08 0
  1.157642  11.451637 1675.181937 8.965537e-08 0
  1.162653  11.655674 1675.138517 9.164771e-08 0
  1.171474  11.819346 1675.089240 9.364006e-08 0
  1.177704  12.006972 1675.040097 9.563240e-08 0
  1.183790  12.194145 1674.995349 9.762474e-08 0
  1.189212  12.386288 1674.952787 9.961708e-08 0
  1.194758  12.575385 1674.913082 1.016094e-07 0
  1.201325  12.751861 1674.872182 1.036018e-07 0
  1.207919  12.926095 1674.823492 1.055941e-07 0
  1.213761  13.106619 1674.778543 1.075864e-07 0
  1.219068  13.267045 1674.738852 1.093792e-07 0
  1.219777  13.259334 1674.732322 1.093792e-07 0
