# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.177865  14.397779 1584.061415 1.018320e-08 0
  0.177452  14.225128 1584.073696 1.003773e-08 0
  0.177476  14.016825 1584.107303 9.892252e-09 0
  0.176743  13.867394 1584.173262 9.746778e-09 0
  0.176435  13.685059 1584.185075 9.601304e-09 0
  0.175793  13.526818 1584.207947 9.455830e-09 0
  0.176142  13.291244 1584.289381 9.310355e-09 0
  0.175999  13.095361 1584.293608 9.164881e-09 0
  0.175040  12.956964 1584.370731 9.019407e-09 0
  0.176118  12.670906 1584.399921 8.873932e-09 0
  0.175611  12.499217 1584.421004 8.728458e-09 0
  0.174402  12.375559 1584.477241 8.582984e-09 0
  0.173871  12.202887 1584.534281 8.437509e-09 0
  0.173342  12.029351 1584.579518 8.292035e-09 0
  0.173664  11.796479 1584.619236 8.146560e-09 0
  0.173116  11.622686 1584.644323 8.001087e-09 0
  0.173938  11.357393 1584.670818 7.855613e-09 0
  0.171987  11.273437 1584.705832 7.710138e-09 0
  0.172540  11.025033 1584.752375 7.564664e-09 0
  0.172090  10.841759 1584.766570 7.419189e-09 0
  0.172007  10.634050 1584.798179 7.273715e-09 0
  0.171177  10.472010 1584.823994 7.128241e-09 0
  0.171055  10.265670 1584.844760 6.982766e-09 0
  0.170547  10.080955 1584.904523 6.837292e-09 0
  0.170872   9.848059 1584.946598 6.691818e-09 0
  0.170044   9.680965 1584.983447 6.546344e-09 0
  0.170117   9.462034 1585.003248 6.400869e-09 0
  0.168901   9.312888 1585.057048 6.255395e-09 0
  0.168618   9.111351 1585.116083 6.109921e-09 0
  0.168717   8.890090 1585.132345 5.964446e-09 0
  0.168258   8.696182 1585.184264 5.818972e-09 0
  0.167528   8.516385 1585.203280 5.673498e-09 0
  0.166781   8.334539 1585.253092 5.528023e-09 0
  0.166343   8.136850 1585.291087 5.382549e-09 0
  0.166120   7.927523 1585.329657 5.237075e-09 0
  0.165575   7.732616 1585.370191 5.091600e-09 0
  0.164975   7.538549 1585.423486 4.946126e-09 0
  0.163761   7.371373 1585.465861 4.800652e-09 0
  0.164044   7.135762 1585.503852 4.655178e-09 0
  0.163357   6.941956 1585.536266 4.509703e-09 0
  0.162650   6.746597 1585.588180 4.364229e-09 0
  0.162133   6.543050 1585.619581 4.218755e-09 0
  0.160569   6.376889 1585.701349 4.073280e-09 0
  0.154739   6.380426 1585.789011 3.927806e-09 1
  0.145734   6.522979 1585.890571 3.782332e-09 1
  0.135384   6.753368 1585.965903 3.636858e-09 1
  0.124710   7.038101 1586.046104 3.491383e-09 1
  0.113364   7.422174 1586.063317 3.345909e-09 1
  0.104065   7.733474 1586.102230 3.200435e-09 1
  0.094853   8.099493 1586.103885 3.054960e-09 1
  0.086039   8.501347 1586.201370 2.909486e-09 1
  0.079086   8.788944 1586.214872 2.764012e-09 1
  0.071383   9.223932 1586.275093 2.618537e-09 1
  0.063450   9.801763 1586.256230 2.473063e-09 1
  0.057747  10.136265 1586.239086 2.327589e-09 1
  0.052106  10.531435 1586.216995 2.182114e-09 1
  0.045714  11.203143 1586.274273 2.036640e-09 1
  0.041205  11.541845 1586.295709 1.891166e-09 1
  0.036668  11.970711 1586.392487 1.745692e-09 1
  0.032994  12.195822 1586.307667 1.600217e-09 1
  0.028158  12.989580 1586.434143 1.454743e-09 1
  0.023518  13.996772 1586.269183 1.309269e-09 1
  0.021550  13.556379 1586.666675 1.163794e-09 1
  0.017508  14.624566 1586.540476 1.018320e-09 1
  0.013878  15.745091 1587.282503 8.728458e-10 1
  0.011395  16.046801 1587.077533 7.273715e-10 1
  0.008340  17.537866 1587.323177 5.818972e-10 0
  0.005514  19.842914 1588.106400 4.364229e-10 0
  0.002751  24.045005 1593.809295 2.909486e-10 0
  0.001198 -18.510279 1606.235757 1.454743e-10 0
  0.001339 -18.140036 1614.833663 1.454743e-10 0
