# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.853358   4.286518 1644.291023 9.509425e-08 0
  0.851558   4.234202 1644.296112 9.373577e-08 0
  0.848890   4.185952 1644.301005 9.237727e-08 0
  0.847274   4.132247 1644.308309 9.101878e-08 0
  0.846544   4.074095 1644.312940 8.966030e-08 0
  0.845018   4.019586 1644.321650 8.830181e-08 0
  0.842552   3.969328 1644.330707 8.694332e-08 0
  0.839558   3.921236 1644.339857 8.558483e-08 0
  0.838679   3.863047 1644.347893 8.422634e-08 0
  0.838335   3.802328 1644.351537 8.286785e-08 0
  0.835638   3.752025 1644.360726 8.150936e-08 0
  0.834781   3.693305 1644.366571 8.015087e-08 0
  0.832349   3.641313 1644.372944 7.879238e-08 0
  0.830838   3.584984 1644.384581 7.743389e-08 0
  0.828699   3.531235 1644.390599 7.607540e-08 0
  0.827696   3.472364 1644.398467 7.471691e-08 0
  0.825883   3.416717 1644.405635 7.335842e-08 0
  0.824673   3.358368 1644.412414 7.199993e-08 0
  0.823016   3.301647 1644.417582 7.064145e-08 0
  0.821812   3.242880 1644.424617 6.928296e-08 0
  0.819596   3.187909 1644.429285 6.792447e-08 0
  0.819628   3.124032 1644.433584 6.656598e-08 0
  0.818789   3.063380 1644.441706 6.520749e-08 0
  0.817192   3.005440 1644.447482 6.384900e-08 0
  0.815423   2.947871 1644.453545 6.249051e-08 0
  0.812888   2.892733 1644.463632 6.113202e-08 0
  0.811971   2.831647 1644.473374 5.977353e-08 0
  0.809540   2.775638 1644.479970 5.841504e-08 0
  0.806412   2.721615 1644.485265 5.705655e-08 0
  0.805085   2.661165 1644.492949 5.569806e-08 0
  0.802555   2.604457 1644.499540 5.433957e-08 0
  0.798974   2.550623 1644.512343 5.298108e-08 0
  0.797169   2.490939 1644.519418 5.162260e-08 0
  0.793240   2.437365 1644.529095 5.026410e-08 0
  0.790911   2.378469 1644.538744 4.890562e-08 0
  0.786983   2.323939 1644.548225 4.754713e-08 0
  0.785107   2.262968 1644.555211 4.618864e-08 0
  0.783265   2.201554 1644.563565 4.483015e-08 0
  0.780760   2.141597 1644.576116 4.347166e-08 0
  0.776951   2.084903 1644.585697 4.211317e-08 0
  0.775417   2.021608 1644.596387 4.075468e-08 0
  0.773020   1.960281 1644.606650 3.939619e-08 0
  0.771216   1.897138 1644.615521 3.803770e-08 0
  0.768604   1.835476 1644.629020 3.667921e-08 0
  0.762591   1.781505 1644.639275 3.532072e-08 0
  0.757323   1.724753 1644.654203 3.396223e-08 0
  0.751369   1.668937 1644.666835 3.260374e-08 0
  0.739334   1.625216 1644.684913 3.124526e-08 0
  0.694616   1.653644 1644.718443 2.988676e-08 1
  0.621165   1.764713 1644.758642 2.852828e-08 1
  0.551781   1.893167 1644.786929 2.716979e-08 1
  0.489029   2.029793 1644.808422 2.581130e-08 1
  0.433615   2.168973 1644.824432 2.445281e-08 1
  0.384275   2.311552 1644.839568 2.309432e-08 1
  0.339424   2.463265 1644.844861 2.173583e-08 1
  0.300294   2.610197 1644.852921 2.037734e-08 1
  0.263936   2.771803 1644.859062 1.901885e-08 1
  0.232577   2.920886 1644.857836 1.766036e-08 1
  0.204467   3.066869 1644.859425 1.630187e-08 1
  0.179097   3.209525 1644.852820 1.494338e-08 1
  0.155427   3.362090 1644.846625 1.358489e-08 1
  0.134512   3.496384 1644.840832 1.222640e-08 1
  0.114060   3.665116 1644.829861 1.086791e-08 1
  0.096855   3.776345 1644.802339 9.509425e-09 1
  0.080248   3.906332 1644.761674 8.150936e-09 1
  0.062410   4.185600 1644.715375 6.792447e-09 1
  0.049059   4.251787 1644.575052 5.433957e-09 0
  0.034831   4.491739 1644.425400 4.075468e-09 0
  0.020984   4.948353 1644.134411 2.716979e-09 0
  0.010424   4.603657 1643.123732 1.358489e-09 0
  0.005577   8.678545 1641.303030 1.358489e-09 0
