# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.001382  89.905977 1598.706391 1.520370e-10 0
  0.003567  69.123312 1592.269732 3.040741e-10 0
  0.006185  60.395125 1596.133806 4.561112e-10 0
  0.008828  56.625543 1593.691566 6.081482e-10 0
  0.011414  54.987816 1593.428296 7.601853e-10 1
  0.014381  52.377004 1593.481820 9.122224e-10 1
  0.017268  50.888635 1593.424792 1.064259e-09 1
  0.020327  49.407220 1593.519454 1.216296e-09 1
  0.023735  47.602637 1593.525362 1.368333e-09 1
  0.027295  45.983410 1594.025486 1.520371e-09 1
  0.030997  44.547245 1593.774926 1.672408e-09 1
  0.035100  42.912997 1594.118027 1.824445e-09 1
  0.039452  41.365098 1593.938737 1.976482e-09 1
  0.044255  39.711699 1594.096074 2.128519e-09 1
  0.049244  38.237819 1594.230195 2.280556e-09 1
  0.054423  36.906556 1594.321951 2.432593e-09 1
  0.060740  35.134915 1594.398975 2.584630e-09 1
  0.067060  33.696076 1594.444057 2.736667e-09 1
  0.074338  32.084672 1594.539398 2.888704e-09 1
  0.081672  30.741171 1594.592616 3.040741e-09 1
  0.089597  29.423737 1594.586281 3.192778e-09 1
  0.098083  28.157736 1594.587883 3.344815e-09 1
  0.108097  26.709610 1594.649513 3.496852e-09 1
  0.117788  25.579037 1594.581870 3.648889e-09 1
  0.127702  24.576281 1594.509977 3.800926e-09 1
  0.137399  23.755282 1594.494118 3.952963e-09 1
  0.147488  22.981468 1594.387514 4.105000e-09 1
  0.157059  22.380501 1594.302008 4.257037e-09 1
  0.166390  21.879727 1594.188868 4.409075e-09 1
  0.172725  21.803303 1594.017390 4.561111e-09 0
  0.173741  22.398646 1593.868228 4.713149e-09 0
  0.174681  22.997205 1593.757155 4.865186e-09 0
  0.176094  23.525620 1593.654847 5.017223e-09 0
  0.177294  24.074474 1593.548042 5.169260e-09 0
  0.177983  24.686706 1593.451873 5.321297e-09 0
  0.178671  25.293711 1593.296278 5.473334e-09 0
  0.179058  25.940670 1593.207394 5.625371e-09 0
  0.179259  26.611799 1593.091551 5.777407e-09 0
  0.179778  27.233333 1592.983696 5.929445e-09 0
  0.180098  27.881940 1592.885868 6.081482e-09 0
  0.180373  28.535478 1592.782840 6.233519e-09 0
  0.181088  29.116121 1592.688077 6.385556e-09 0
  0.181502  29.741330 1592.615022 6.537593e-09 0
  0.182088  30.335131 1592.548889 6.689630e-09 0
  0.182215  31.002973 1592.496171 6.841667e-09 0
  0.182714  31.605330 1592.452974 6.993704e-09 0
  0.183202  32.206394 1592.416125 7.145741e-09 0
  0.183321  32.870320 1592.361463 7.297779e-09 0
  0.183631  33.498408 1592.288973 7.449816e-09 0
  0.184053  34.103667 1592.209358 7.601853e-09 0
  0.184483  34.704694 1592.138238 7.753889e-09 0
  0.184578  35.366932 1592.055264 7.905927e-09 0
  0.185038  35.957317 1591.977377 8.057964e-09 0
  0.185183  36.607272 1591.914401 8.210001e-09 0
  0.185799  37.161545 1591.855177 8.362038e-09 0
  0.186027  37.790744 1591.780594 8.514075e-09 0
  0.186193  38.431269 1591.720962 8.666112e-09 0
  0.186488  39.043259 1591.603805 8.818150e-09 0
  0.186934  39.621895 1591.501079 8.970186e-09 0
  0.187456  40.181299 1591.431870 9.122223e-09 0
  0.187837  40.768251 1591.405989 9.274260e-09 0
  0.188105  41.377372 1591.320222 9.426297e-09 0
  0.188603  41.933815 1591.244492 9.578334e-09 0
  0.189067  42.494931 1591.203586 9.730371e-09 0
  0.189452  43.070741 1591.085769 9.882408e-09 0
  0.189761  43.662543 1591.018033 1.003445e-08 0
  0.190634  44.121371 1590.988630 1.018648e-08 0
  0.191023  44.687890 1590.868705 1.033852e-08 0
  0.191659  45.194350 1590.724639 1.049056e-08 0
  0.192023  45.762996 1590.624414 1.064259e-08 0
  0.192313  45.694439 1590.628419 1.064259e-08 0
