# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009512   1.050314 3776.377279 1.115668e-10 0
  0.021625   0.979578 3776.442116 2.231335e-10 1
  0.034072   0.940113 3776.462759 3.347003e-10 1
  0.045780   0.932348 3776.489311 4.462670e-10 1
  0.059213   0.901288 3776.512382 5.578338e-10 1
  0.073070   0.876364 3776.535619 6.694005e-10 1
  0.088483   0.844097 3776.560239 7.809673e-10 1
  0.103195   0.827759 3776.577625 8.925341e-10 1
  0.122576   0.784014 3776.593418 1.004101e-09 1
  0.139635   0.764687 3776.609184 1.115668e-09 1
  0.159150   0.738052 3776.623773 1.227234e-09 1
  0.179653   0.713662 3776.628826 1.338801e-09 1
  0.200986   0.691036 3776.635413 1.450368e-09 1
  0.222356   0.672741 3776.636054 1.561935e-09 1
  0.245131   0.653791 3776.633810 1.673501e-09 1
  0.269624   0.634041 3776.632465 1.785068e-09 1
  0.294875   0.615889 3776.627974 1.896635e-09 1
  0.323006   0.595302 3776.622734 2.008202e-09 1
  0.343014   0.591619 3776.615766 2.119768e-09 1
  0.375624   0.568524 3776.606192 2.231335e-09 1
  0.403748   0.555430 3776.598001 2.342902e-09 1
  0.433009   0.542390 3776.587504 2.454469e-09 1
  0.460725   0.532802 3776.575952 2.566035e-09 1
  0.491624   0.520917 3776.563437 2.677602e-09 1
  0.520878   0.512053 3776.550398 2.789169e-09 1
  0.550341   0.503933 3776.536597 2.900736e-09 1
  0.578984   0.497231 3776.521503 3.012303e-09 1
  0.609815   0.489550 3776.506443 3.123869e-09 1
  0.637539   0.484909 3776.490828 3.235436e-09 1
  0.664910   0.480779 3776.473938 3.347003e-09 0
  0.672573   0.492393 3776.470190 3.458569e-09 0
  0.676676   0.505101 3776.464334 3.570136e-09 0
  0.682929   0.516127 3776.458490 3.681703e-09 0
  0.687397   0.528304 3776.452401 3.793270e-09 0
  0.686562   0.544632 3776.449116 3.904836e-09 0
  0.685919   0.560744 3776.446666 4.016403e-09 0
  0.689712   0.573112 3776.442906 4.127970e-09 0
  0.706351   0.574043 3776.429156 4.239537e-09 0
  0.707168   0.589191 3776.425703 4.351104e-09 0
  0.709948   0.601916 3776.421534 4.462670e-09 0
  0.713661   0.613637 3776.414848 4.574237e-09 0
  0.717074   0.625723 3776.410303 4.685804e-09 0
  0.721480   0.636681 3776.405061 4.797371e-09 0
  0.725193   0.648175 3776.400447 4.908937e-09 0
  0.725587   0.662567 3776.396289 5.020504e-09 0
  0.730013   0.673146 3776.390953 5.132071e-09 0
  0.725471   0.692218 3776.390858 5.243638e-09 0
  0.728059   0.704341 3776.386713 5.355204e-09 0
  0.728409   0.718701 3776.383201 5.466771e-09 0
  0.731504   0.730210 3776.378032 5.578338e-09 0
  0.729663   0.746478 3776.374987 5.687717e-09 0
  0.729117   0.761402 3776.371958 5.797096e-09 0
  0.730164   0.774676 3776.369860 5.906475e-09 0
  0.729745   0.789473 3776.367530 6.015855e-09 0
  0.730280   0.803226 3776.364690 6.125234e-09 0
  0.726652   0.821645 3776.361430 6.234613e-09 0
  0.728628   0.833805 3776.358858 6.343992e-09 0
  0.729346   0.847337 3776.355725 6.453371e-09 0
  0.729396   0.861661 3776.353494 6.562750e-09 0
  0.730191   0.875055 3776.350836 6.672130e-09 0
  0.728796   0.891095 3776.347704 6.781509e-09 0
  0.729749   0.904304 3776.345385 6.890888e-09 0
  0.728613   0.920098 3776.343549 7.000267e-09 0
  0.729809   0.932893 3776.339266 7.109646e-09 0
  0.730663   0.946197 3776.337777 7.219026e-09 0
  0.733003   0.957406 3776.333695 7.328405e-09 0
  0.731000   0.974350 3776.329149 7.437784e-09 0
  0.732386   0.986861 3776.326537 7.547163e-09 0
  0.732180   1.001410 3776.322556 7.656542e-09 0
  0.732901   1.014726 3776.318959 7.765921e-09 0
  0.732668   1.020812 3776.317658 7.809673e-09 0
  0.731960   1.007521 3776.320276 7.700294e-09 0
