# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009627   1.948517 3776.379576 1.979763e-10 0
  0.021659   1.764159 3776.509839 3.959526e-10 1
  0.033126   1.748429 3776.527338 5.939289e-10 1
  0.045655   1.691605 3776.524593 7.919053e-10 1
  0.059435   1.623696 3776.550423 9.898815e-10 1
  0.073486   1.575288 3776.584674 1.187858e-09 1
  0.089070   1.517024 3776.605409 1.385834e-09 1
  0.104456   1.478651 3776.617632 1.583810e-09 1
  0.122325   1.420336 3776.633782 1.781787e-09 1
  0.140859   1.370628 3776.645622 1.979763e-09 1
  0.161677   1.313643 3776.652174 2.177739e-09 1
  0.184559   1.255401 3776.657281 2.375716e-09 1
  0.208674   1.202800 3776.665675 2.573692e-09 1
  0.235444   1.148080 3776.664552 2.771668e-09 1
  0.262440   1.103550 3776.662999 2.969644e-09 1
  0.292545   1.055941 3776.659344 3.167621e-09 1
  0.325527   1.008104 3776.650762 3.365597e-09 1
  0.359338   0.967145 3776.648520 3.563573e-09 1
  0.394911   0.928545 3776.636600 3.761550e-09 1
  0.432632   0.892003 3776.622234 3.959526e-09 1
  0.473753   0.854974 3776.604730 4.157502e-09 1
  0.514352   0.824825 3776.585825 4.355479e-09 1
  0.556565   0.796622 3776.564976 4.553455e-09 1
  0.600057   0.770683 3776.542108 4.751431e-09 1
  0.641313   0.750826 3776.517505 4.949407e-09 1
  0.673103   0.744063 3776.493746 5.147384e-09 0
  0.680156   0.766190 3776.485043 5.345360e-09 0
  0.690411   0.782958 3776.474063 5.545525e-09 0
  0.692132   0.808916 3776.465950 5.742407e-09 0
  0.699395   0.827910 3776.456422 5.939289e-09 0
  0.705179   0.848366 3776.447475 6.136172e-09 0
  0.699997   0.882327 3776.445664 6.333054e-09 0
  0.702116   0.906898 3776.439265 6.529937e-09 0
  0.705939   0.929205 3776.433623 6.726819e-09 0
  0.708982   0.952253 3776.426528 6.923702e-09 0
  0.707469   0.981525 3776.422405 7.120584e-09 0
  0.710545   1.004246 3776.416259 7.317467e-09 0
  0.711931   1.029270 3776.410644 7.514349e-09 0
  0.712422   1.055574 3776.407016 7.711232e-09 0
  0.714457   1.079372 3776.400827 7.908114e-09 0
  0.713008   1.108561 3776.397098 8.104997e-09 0
  0.715065   1.132174 3776.391089 8.301879e-09 0
  0.716502   1.156696 3776.385191 8.498762e-09 0
  0.716307   1.183894 3776.382364 8.695644e-09 0
  0.715795   1.211512 3776.377100 8.892527e-09 0
  0.717212   1.235911 3776.372650 9.089409e-09 0
  0.719086   1.259358 3776.366771 9.286292e-09 0
  0.718703   1.286796 3776.363006 9.483174e-09 0
  0.720850   1.309566 3776.357732 9.680057e-09 0
  0.721027   1.335880 3776.352767 9.876939e-09 0
  0.722014   1.360662 3776.348191 1.007382e-08 0
  0.720781   1.389655 3776.344991 1.027070e-08 0
  0.721291   1.415274 3776.340773 1.046759e-08 0
  0.722926   1.438598 3776.334982 1.066447e-08 0
  0.722355   1.466358 3776.330853 1.086135e-08 0
  0.723030   1.491594 3776.337820 1.105823e-08 0
  0.722886   1.518377 3776.332610 1.125512e-08 0
  0.722767   1.545218 3776.328431 1.145200e-08 0
  0.723919   1.569248 3776.322727 1.164888e-08 0
  0.724238   1.595101 3776.318216 1.184576e-08 0
  0.724660   1.620644 3776.312768 1.204265e-08 0
  0.726388   1.643227 3776.307299 1.223953e-08 0
  0.725880   1.670875 3776.304324 1.243641e-08 0
  0.726089   1.696752 3776.297337 1.263329e-08 0
  0.726818   1.721561 3776.294818 1.283018e-08 0
  0.725441   1.751280 3776.291216 1.302706e-08 0
  0.727292   1.773198 3776.286416 1.322394e-08 0
  0.726646   1.801202 3776.281505 1.342082e-08 0
  0.726861   1.827083 3776.276370 1.361771e-08 0
  0.727043   1.853042 3776.271791 1.381459e-08 0
  0.727567   1.857626 3776.270870 1.385834e-08 0
  0.727081   1.832487 3776.275057 1.366146e-08 0
