# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.001231 132.113694 1608.578166 3.007927e-10 0
  0.003955  74.139824 1592.561600 6.015855e-10 0
  0.008094  59.576493 1596.782180 9.023782e-10 0
  0.011115  58.282887 1594.379281 1.203171e-09 1
  0.014146  57.463400 1594.136015 1.503964e-09 1
  0.017486  55.784623 1594.363617 1.804756e-09 1
  0.021147  53.791997 1593.587876 2.105549e-09 1
  0.025095  51.823381 1593.283997 2.406342e-09 1
  0.029136  50.217726 1593.099076 2.707135e-09 1
  0.033065  49.166954 1593.361595 3.007927e-09 1
  0.037402  47.814021 1593.201449 3.308720e-09 1
  0.042827  45.553294 1593.020959 3.609513e-09 1
  0.047735  44.275007 1592.859977 3.910305e-09 1
  0.053205  42.779362 1592.842208 4.211098e-09 1
  0.059000  41.333272 1592.781406 4.511891e-09 1
  0.065035  39.997751 1592.664447 4.812684e-09 1
  0.072139  38.312462 1592.653581 5.113476e-09 1
  0.079279  36.912307 1592.650382 5.414269e-09 1
  0.087804  35.180594 1592.548696 5.715062e-09 1
  0.096351  33.746113 1592.595302 6.015855e-09 1
  0.105274  32.430564 1592.603419 6.316647e-09 1
  0.115976  30.839827 1592.451996 6.617440e-09 1
  0.127037  29.434818 1592.365030 6.918233e-09 1
  0.139240  28.022610 1592.295010 7.219026e-09 1
  0.151613  26.808015 1592.222853 7.519818e-09 1
  0.164901  25.633644 1592.165720 7.820610e-09 1
  0.178538  24.585857 1591.984696 8.121404e-09 1
  0.192160  23.689566 1591.900269 8.422196e-09 0
  0.198885  23.705837 1591.757711 8.722989e-09 0
  0.199936  24.394146 1591.729173 9.023782e-09 0
  0.201725  24.983977 1591.681716 9.324575e-09 0
  0.203019  25.625686 1591.593173 9.625367e-09 0
  0.203978  26.302001 1591.559258 9.926161e-09 0
  0.204817  26.988069 1591.507853 1.022695e-08 0
  0.205557  27.681834 1591.460432 1.052775e-08 0
  0.207153  28.253389 1591.418418 1.082854e-08 0
  0.207763  28.952929 1591.383043 1.112933e-08 0
  0.208499  29.630603 1591.310423 1.143012e-08 0
  0.209566  30.255257 1591.284687 1.173092e-08 0
  0.209996  30.967723 1591.249510 1.203171e-08 0
  0.211135  31.570721 1591.208170 1.233250e-08 0
  0.212008  32.207247 1591.195946 1.263329e-08 0
  0.212550  32.890396 1591.125447 1.293409e-08 0
  0.213682  33.476940 1591.086896 1.323488e-08 0
  0.214570  34.096032 1591.037567 1.353567e-08 0
  0.215188  34.753504 1591.011580 1.383647e-08 0
  0.215948  35.384293 1590.968476 1.413726e-08 0
  0.216286  36.080085 1590.997867 1.443805e-08 0
  0.217615  36.607421 1590.962837 1.473884e-08 0
  0.218054  37.279384 1590.907102 1.503964e-08 0
  0.219038  37.854005 1590.865265 1.534043e-08 0
  0.219994  38.428611 1590.755672 1.564122e-08 0
  0.220109  39.147090 1590.711936 1.594201e-08 0
  0.221180  39.692562 1590.669352 1.624281e-08 0
  0.221770  40.320130 1590.587645 1.654360e-08 0
  0.223170  40.795709 1590.507312 1.684439e-08 0
  0.224191  41.335045 1590.426281 1.714519e-08 0
  0.225312  41.850932 1590.354954 1.744598e-08 0
  0.226557  42.338494 1590.260380 1.774677e-08 0
  0.227040  42.964473 1590.134241 1.804756e-08 0
  0.228794  43.345570 1590.021463 1.834836e-08 0
  0.230117  43.802781 1589.891214 1.864915e-08 0
  0.230876  44.363380 1589.832018 1.894994e-08 0
  0.231685  44.910037 1589.777784 1.925073e-08 0
  0.233009  45.352688 1589.755038 1.955153e-08 0
  0.234827  45.693228 1589.603766 1.985232e-08 0
  0.235882  46.178567 1589.511959 2.015311e-08 0
  0.236922  46.662165 1589.419595 2.045391e-08 0
  0.237685  47.196113 1589.291982 2.075470e-08 0
  0.238755  47.665550 1589.186957 2.105549e-08 0
  0.238983  47.620451 1589.195455 2.105549e-08 0
