# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009619   8.366828 1658.876810 7.744045e-10 0
  0.019458   8.109966 1659.686586 1.548809e-09 0
  0.032726   7.369143 1659.916212 2.323214e-09 1
  0.044944   7.163391 1660.020430 3.097618e-09 1
  0.057670   6.979864 1660.088698 3.872023e-09 1
  0.070659   6.837233 1660.123812 4.646427e-09 1
  0.084887   6.639741 1660.158467 5.420832e-09 1
  0.098974   6.508817 1660.161318 6.195236e-09 1
  0.115418   6.279005 1660.175190 6.969641e-09 1
  0.131536   6.121820 1660.185678 7.744045e-09 1
  0.148982   5.945545 1660.185729 8.518450e-09 1
  0.168515   5.734178 1660.189233 9.292855e-09 1
  0.188257   5.560653 1660.186489 1.006726e-08 1
  0.211060   5.341336 1660.190891 1.084166e-08 1
  0.238005   5.075024 1660.188287 1.161607e-08 1
  0.264243   4.875815 1660.187902 1.239047e-08 1
  0.292417   4.681407 1660.188911 1.316488e-08 1
  0.325198   4.457082 1660.193540 1.393928e-08 1
  0.360289   4.246493 1660.196957 1.471369e-08 1
  0.399353   4.032738 1660.200575 1.548809e-08 1
  0.441973   3.826013 1660.206339 1.626249e-08 1
  0.488850   3.623810 1660.214367 1.703690e-08 1
  0.537588   3.445050 1660.222327 1.781130e-08 1
  0.591569   3.266924 1660.219361 1.858571e-08 1
  0.650136   3.096458 1660.205364 1.936011e-08 1
  0.709532   2.950551 1660.181183 2.013452e-08 1
  0.761113   2.856106 1660.148864 2.090892e-08 0
  0.783446   2.877709 1660.124803 2.168333e-08 0
  0.790779   2.953021 1660.108624 2.245773e-08 0
  0.799388   3.021894 1660.088685 2.323214e-08 0
  0.804000   3.104763 1660.071140 2.400654e-08 0
  0.807795   3.189904 1660.057020 2.478095e-08 0
  0.813803   3.265297 1660.041563 2.555535e-08 0
  0.816258   3.354138 1660.026740 2.632976e-08 0
  0.843807   3.338772 1659.972955 2.710416e-08 0
  0.846765   3.423492 1659.958968 2.787856e-08 0
  0.848232   3.512529 1659.947622 2.865297e-08 0
  0.849424   3.602407 1659.937343 2.942737e-08 0
  0.850901   3.690789 1659.927307 3.020178e-08 0
  0.852392   3.778804 1659.916931 3.097618e-08 0
  0.854210   3.865023 1659.904026 3.175059e-08 0
  0.856216   3.950018 1659.891797 3.252499e-08 0
  0.857911   4.036076 1659.878791 3.329940e-08 0
  0.859859   4.120585 1659.866516 3.407380e-08 0
  0.861380   4.206789 1659.852820 3.484821e-08 0
  0.863637   4.289045 1659.842017 3.562261e-08 0
  0.865098   4.374881 1659.830628 3.639701e-08 0
  0.865306   4.466890 1659.819019 3.717142e-08 0
  0.866868   4.551738 1659.811018 3.794582e-08 0
  0.868937   4.633573 1659.800064 3.872023e-08 0
  0.871093   4.714542 1659.788725 3.949463e-08 0
  0.872694   4.798170 1659.777991 4.026904e-08 0
  0.874329   4.881296 1659.766248 4.104344e-08 0
  0.875798   4.965050 1659.753662 4.181785e-08 0
  0.877996   5.044341 1659.742430 4.259225e-08 0
  0.879010   5.130130 1659.730694 4.336665e-08 0
  0.881238   5.208534 1659.717527 4.414106e-08 0
  0.882605   5.291704 1659.704069 4.491546e-08 0
  0.885769   5.363712 1659.689835 4.568987e-08 0
  0.886870   5.447848 1659.675183 4.646427e-08 0
  0.889906   5.519757 1659.662428 4.723868e-08 0
  0.892453   5.594225 1659.647260 4.801308e-08 0
  0.894455   5.671726 1659.630016 4.878749e-08 0
  0.896356   5.749546 1659.617972 4.956189e-08 0
  0.898487   5.825535 1659.604440 5.033630e-08 0
  0.899820   5.906393 1659.591729 5.111070e-08 0
  0.902151   5.980393 1659.580835 5.188510e-08 0
  0.904706   6.052511 1659.569009 5.265951e-08 0
  0.906349   6.130389 1659.555705 5.343391e-08 0
  0.909459   6.197971 1659.544858 5.420832e-08 0
  0.909603   6.196956 1659.544306 5.420832e-08 0
