# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009057   1.925102 1659.653258 1.739129e-10 0
  0.017248   1.961300 1659.938950 3.478258e-10 0
  0.031056   1.700476 1660.014507 5.217386e-10 1
  0.042396   1.661191 1660.071798 6.956516e-10 1
  0.055245   1.596551 1660.090489 8.695644e-10 1
  0.067992   1.556258 1660.115830 1.043477e-09 1
  0.082720   1.492851 1660.130182 1.217390e-09 1
  0.096795   1.457960 1660.145690 1.391303e-09 1
  0.112466   1.411873 1660.153355 1.565216e-09 1
  0.128636   1.371573 1660.158936 1.739129e-09 1
  0.146118   1.328149 1660.168100 1.913042e-09 1
  0.165231   1.281320 1660.175789 2.086955e-09 1
  0.185894   1.233863 1660.179256 2.260867e-09 1
  0.208728   1.183391 1660.184182 2.434780e-09 1
  0.232651   1.137532 1660.189483 2.608693e-09 1
  0.258579   1.091706 1660.194243 2.782606e-09 1
  0.287175   1.044407 1660.200448 2.956519e-09 1
  0.317515   1.000166 1660.206673 3.130432e-09 1
  0.350410   0.956596 1660.213761 3.304345e-09 1
  0.386529   0.912798 1660.222042 3.478258e-09 1
  0.422255   0.877217 1660.233132 3.652171e-09 1
  0.460086   0.843414 1660.244042 3.826083e-09 1
  0.498543   0.813617 1660.256693 3.999996e-09 1
  0.536461   0.789023 1660.268359 4.173909e-09 1
  0.574319   0.767927 1660.274983 4.347822e-09 1
  0.614945   0.745975 1660.273403 4.521735e-09 1
  0.655038   0.727109 1660.266275 4.695648e-09 1
  0.695442   0.709945 1660.254184 4.869561e-09 1
  0.734162   0.696203 1660.238516 5.043474e-09 0
  0.753363   0.702252 1660.227792 5.217387e-09 0
  0.767500   0.712388 1660.218631 5.391300e-09 0
  0.774499   0.728886 1660.212829 5.565213e-09 0
  0.776374   0.749902 1660.208573 5.739125e-09 0
  0.783762   0.765290 1660.202540 5.913038e-09 0
  0.786327   0.785278 1660.198039 6.086951e-09 0
  0.788550   0.805461 1660.194366 6.260863e-09 0
  0.790534   0.825750 1660.190183 6.434777e-09 0
  0.790778   0.847825 1660.187093 6.608690e-09 0
  0.793934   0.866639 1660.181886 6.782603e-09 0
  0.795632   0.886971 1660.176976 6.956515e-09 0
  0.797409   0.907129 1660.172365 7.130428e-09 0
  0.800671   0.925449 1660.166776 7.304341e-09 0
  0.801652   0.946360 1660.162743 7.478255e-09 0
  0.802287   0.967592 1660.158167 7.652167e-09 0
  0.804223   0.987218 1660.154345 7.826080e-09 0
  0.805370   1.007724 1660.150762 7.999993e-09 0
  0.806729   1.027902 1660.147332 8.173906e-09 0
  0.807480   1.048800 1660.144232 8.347819e-09 0
  0.808602   1.069164 1660.141140 8.521731e-09 0
  0.810362   1.088595 1660.136694 8.695644e-09 0
  0.836712   1.072432 1660.096997 8.869557e-09 0
  0.839256   1.093135 1660.090751 9.043470e-09 0
  0.840390   1.112702 1660.087640 9.217383e-09 0
  0.841577   1.132099 1660.084494 9.391296e-09 0
  0.840746   1.154218 1660.082892 9.565209e-09 0
  0.842201   1.173158 1660.079719 9.739122e-09 0
  0.842606   1.193539 1660.076964 9.913035e-09 0
  0.842961   1.213968 1660.074150 1.008695e-08 0
  0.844113   1.233196 1660.070055 1.026086e-08 0
  0.845394   1.252209 1660.066814 1.043477e-08 0
  0.844625   1.274252 1660.064777 1.060869e-08 0
  0.845859   1.293238 1660.061455 1.078260e-08 0
  0.845881   1.314074 1660.059040 1.095651e-08 0
  0.846447   1.334037 1660.056493 1.113043e-08 0
  0.847103   1.353828 1660.053429 1.130434e-08 0
  0.847638   1.373785 1660.050093 1.147825e-08 0
  0.848409   1.393344 1660.047625 1.165216e-08 0
  0.848965   1.413213 1660.045127 1.182608e-08 0
  0.848296   1.435131 1660.043117 1.199999e-08 0
  0.849303   1.454201 1660.040596 1.217390e-08 0
  0.849131   1.454508 1660.041044 1.217390e-08 0
