# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.247261   2.261306 6761.068140 8.728458e-09 0
  0.247312   2.228512 6761.075340 8.603766e-09 0
  0.247014   2.198843 6761.083767 8.479074e-09 0
  0.247016   2.166477 6761.093191 8.354381e-09 0
  0.246709   2.136803 6761.102120 8.229689e-09 0
  0.246831   2.103400 6761.109398 8.104997e-09 0
  0.246980   2.069738 6761.120207 7.980305e-09 0
  0.246886   2.038192 6761.129521 7.855613e-09 0
  0.246664   2.007659 6761.137989 7.730920e-09 0
  0.246769   1.974430 6761.147029 7.606228e-09 0
  0.246914   1.940925 6761.154832 7.481535e-09 0
  0.246801   1.909454 6761.163146 7.356843e-09 0
  0.246476   1.879545 6761.172214 7.232151e-09 0
  0.246454   1.847304 6761.181119 7.107459e-09 0
  0.246236   1.816504 6761.189520 6.982766e-09 0
  0.246469   1.782363 6761.198641 6.858074e-09 0
  0.246393   1.750487 6761.207923 6.733382e-09 0
  0.246320   1.718592 6761.216426 6.608690e-09 0
  0.245989   1.688422 6761.225468 6.483997e-09 0
  0.246609   1.651781 6761.234776 6.359305e-09 0
  0.246237   1.621890 6761.240812 6.234613e-09 0
  0.245913   1.591471 6761.250640 6.109921e-09 0
  0.246203   1.557181 6761.259171 5.985228e-09 0
  0.245719   1.527769 6761.266533 5.860536e-09 0
  0.245686   1.495424 6761.274919 5.735844e-09 0
  0.245834   1.461960 6761.286256 5.611152e-09 0
  0.245587   1.430965 6761.294850 5.486460e-09 0
  0.245537   1.398667 6761.305994 5.361767e-09 0
  0.245027   1.369007 6761.315829 5.237075e-09 0
  0.245039   1.336296 6761.326820 5.112383e-09 0
  0.244850   1.304799 6761.334371 4.987690e-09 0
  0.244868   1.272102 6761.341267 4.862998e-09 0
  0.244409   1.241680 6761.352882 4.738306e-09 0
  0.244611   1.208043 6761.362257 4.613613e-09 0
  0.244094   1.177810 6761.373693 4.488921e-09 0
  0.243753   1.146764 6761.383135 4.364229e-09 0
  0.243961   1.113003 6761.393515 4.239537e-09 0
  0.242742   1.085560 6761.406507 4.114844e-09 0
  0.241649   1.057313 6761.421012 3.990152e-09 0
  0.240639   1.028357 6761.438507 3.865460e-09 0
  0.238522   1.003448 6761.462463 3.740768e-09 0
  0.232194   0.993033 6761.509665 3.616075e-09 0
  0.222851   0.995783 6761.571317 3.491383e-09 1
  0.212706   1.007404 6761.627674 3.366691e-09 1
  0.201107   1.026408 6761.683306 3.241999e-09 1
  0.189740   1.046797 6761.737050 3.117306e-09 1
  0.177927   1.073083 6761.784613 2.992614e-09 1
  0.165568   1.105772 6761.829776 2.867922e-09 1
  0.153727   1.140153 6761.870253 2.743230e-09 1
  0.142210   1.177010 6761.908109 2.618537e-09 1
  0.130690   1.220630 6761.939905 2.493845e-09 1
  0.119693   1.266392 6761.970967 2.369153e-09 1
  0.109542   1.311507 6761.996164 2.244461e-09 1
  0.100159   1.355112 6762.016185 2.119768e-09 1
  0.090625   1.409870 6762.031593 1.995076e-09 1
  0.082007   1.460487 6762.050967 1.870384e-09 1
  0.074001   1.511005 6762.061225 1.745692e-09 1
  0.066342   1.565170 6762.067168 1.620999e-09 1
  0.059243   1.617934 6762.066768 1.496307e-09 1
  0.052253   1.681522 6762.065564 1.371615e-09 1
  0.045867   1.741472 6762.062693 1.246923e-09 1
  0.040034   1.795673 6762.056590 1.122230e-09 1
  0.034599   1.846644 6762.040893 9.975381e-10 1
  0.029101   1.921275 6762.032545 8.728458e-10 1
  0.024217   1.977868 6761.998322 7.481536e-10 1
  0.019477   2.048601 6761.953517 6.234613e-10 1
  0.015387   2.072826 6761.892228 4.987690e-10 1
  0.010868   2.204115 6761.860000 3.740768e-10 1
  0.007192   2.208922 6761.743473 2.493845e-10 0
  0.003264   2.401322 6761.506758 1.246923e-10 0
  0.003305   2.409067 6761.601527 1.246923e-10 0
