# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.009451   2.362184 1654.120370 2.778231e-10 0
  0.020590   2.121235 1654.346625 5.556462e-10 0
  0.035146   1.902431 1654.412965 8.334693e-10 0
  0.049571   1.799830 1654.453092 1.111292e-09 0
  0.063690   1.752520 1654.464585 1.389116e-09 1
  0.079389   1.686502 1654.490028 1.666939e-09 1
  0.094525   1.653116 1654.501512 1.944762e-09 1
  0.111385   1.603390 1654.508325 2.222585e-09 1
  0.129034   1.557125 1654.512657 2.500408e-09 1
  0.147428   1.514247 1654.519288 2.778231e-09 1
  0.166324   1.476480 1654.521693 3.056054e-09 1
  0.188651   1.420080 1654.523756 3.333877e-09 1
  0.211011   1.375393 1654.526470 3.611700e-09 1
  0.235926   1.324754 1654.530803 3.889523e-09 1
  0.262343   1.276473 1654.533354 4.167347e-09 1
  0.289512   1.233773 1654.537464 4.445170e-09 1
  0.319650   1.187277 1654.542126 4.722993e-09 1
  0.352213   1.140895 1654.546459 5.000816e-09 1
  0.387016   1.095948 1654.552237 5.278639e-09 1
  0.424444   1.051935 1654.556222 5.556462e-09 1
  0.463408   1.011603 1654.562621 5.834285e-09 1
  0.504765   0.972954 1654.568489 6.112108e-09 1
  0.548098   0.936685 1654.576484 6.389931e-09 1
  0.593744   0.902283 1654.583713 6.667754e-09 1
  0.640535   0.871288 1654.588448 6.945578e-09 1
  0.691040   0.839965 1654.586674 7.223400e-09 1
  0.741797   0.812504 1654.580323 7.501224e-09 1
  0.794869   0.786194 1654.570610 7.779047e-09 1
  0.848200   0.762824 1654.556870 8.056870e-09 1
  0.893312   0.749198 1654.542323 8.334693e-09 0
  0.918063   0.753611 1654.532760 8.612516e-09 0
  0.950398   0.751243 1654.519657 8.890339e-09 0
  0.961198   0.766378 1654.513591 9.168162e-09 0
  0.965151   0.786429 1654.509698 9.445985e-09 0
  0.966561   0.808396 1654.506976 9.723809e-09 0
  0.971401   0.827341 1654.503482 1.000163e-08 0
  0.973414   0.848562 1654.499720 1.027945e-08 0
  0.975322   0.869801 1654.496495 1.055728e-08 0
  0.977691   0.890523 1654.492928 1.083510e-08 0
  0.981331   0.909964 1654.489008 1.111292e-08 0
  0.982379   0.931729 1654.485628 1.139075e-08 0
  0.983719   0.953167 1654.483629 1.166857e-08 0
  0.986540   0.973063 1654.480590 1.194639e-08 0
  0.988503   0.993705 1654.476661 1.222422e-08 0
  0.989796   1.014981 1654.474385 1.250204e-08 0
  0.990180   1.037134 1654.472280 1.277986e-08 0
  0.992411   1.057294 1654.469518 1.305769e-08 0
  0.993873   1.078204 1654.467117 1.333551e-08 0
  0.995641   1.098714 1654.464997 1.361333e-08 0
  0.996231   1.120468 1654.462162 1.389116e-08 0
  0.997676   1.141229 1654.460128 1.416898e-08 0
  0.998875   1.162203 1654.457246 1.444680e-08 0
  0.998979   1.184434 1654.454911 1.472462e-08 0
  1.000286   1.205204 1654.452192 1.500245e-08 0
  1.001801   1.225665 1654.449469 1.528027e-08 0
  1.002372   1.247242 1654.447080 1.555809e-08 0
  1.004214   1.267191 1654.445665 1.583592e-08 0
  1.006079   1.287028 1654.443643 1.611374e-08 0
  1.008140   1.306539 1654.440981 1.639156e-08 0
  1.010153   1.326036 1654.438308 1.666939e-08 0
  1.011746   1.346020 1654.436646 1.694721e-08 0
  1.012944   1.366465 1654.434244 1.722503e-08 0
  1.049298   1.338938 1654.402362 1.750286e-08 0
  1.051703   1.358551 1654.398360 1.778068e-08 0
  1.052141   1.379218 1654.397219 1.805850e-08 0
  1.051454   1.401351 1654.396190 1.833632e-08 0
  1.051763   1.422166 1654.394747 1.861415e-08 0
  1.052390   1.442529 1654.392373 1.889197e-08 0
  1.053223   1.462585 1654.390177 1.916979e-08 0
  1.054330   1.482227 1654.388521 1.944762e-08 0
  1.054248   1.482344 1654.388465 1.944762e-08 0
