# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.001526 363.090501 1622.352014 6.776040e-10 0
  0.003980 268.718867 1594.979791 1.355208e-09 0
  0.006722 246.933935 1605.085622 2.032812e-09 1
  0.009322 237.480749 1600.602020 2.710416e-09 1
  0.012099 228.910824 1598.009217 3.388020e-09 1
  0.015051 220.601926 1592.928534 4.065624e-09 1
  0.018478 209.966810 1595.003443 4.743228e-09 1
  0.021729 204.036095 1593.511896 5.420832e-09 1
  0.025169 198.203524 1593.538440 6.098436e-09 1
  0.029168 190.006887 1592.178815 6.776040e-09 1
  0.033310 183.041613 1592.502054 7.453644e-09 1
  0.038217 174.046580 1592.436363 8.131248e-09 1
  0.043210 166.756175 1592.565351 8.808852e-09 1
  0.049248 157.569758 1591.951150 9.486455e-09 1
  0.055306 150.327813 1591.694323 1.016406e-08 1
  0.062133 142.717132 1591.853259 1.084166e-08 1
  0.070612 133.429950 1591.772869 1.151927e-08 1
  0.079315 125.775217 1591.591601 1.219687e-08 1
  0.088463 119.034708 1591.200462 1.287448e-08 1
  0.099071 111.868264 1591.106567 1.355208e-08 1
  0.110195 105.606057 1590.844993 1.422968e-08 1
  0.121182 100.607082 1590.444995 1.490729e-08 1
  0.133409  95.537565 1590.040585 1.558489e-08 1
  0.143822  92.483380 1589.351202 1.626249e-08 0
  0.147675  93.827346 1588.537022 1.694010e-08 0
  0.149675  96.280171 1587.598281 1.761770e-08 0
  0.151230  98.950443 1586.860955 1.829531e-08 0
  0.152243 101.932837 1586.145663 1.897291e-08 0
  0.152994 105.052073 1585.539310 1.965052e-08 0
  0.154294 107.756206 1585.042361 2.032812e-08 0
  0.156105 110.055571 1584.601838 2.100572e-08 0
  0.157775 112.405305 1584.122192 2.168333e-08 0
  0.159234 114.857067 1583.645610 2.236093e-08 0
  0.161551 116.638512 1583.241345 2.303854e-08 0
  0.163760 118.450388 1582.841950 2.371614e-08 0
  0.166044 120.161316 1582.398437 2.439374e-08 0
  0.168713 121.543622 1582.025854 2.507135e-08 0
  0.170671 123.397355 1581.655527 2.574895e-08 0
  0.173088 124.870692 1581.468626 2.642655e-08 0
  0.175597 126.242268 1581.307886 2.710416e-08 0
  0.177424 128.072835 1580.985993 2.778176e-08 0
  0.178905 130.111499 1580.651861 2.845937e-08 0
  0.179861 132.503844 1580.279701 2.913697e-08 0
  0.180608 135.031014 1579.692021 2.981458e-08 0
  0.181291 137.573496 1579.383254 3.049218e-08 0
  0.181706 140.315902 1578.872619 3.116978e-08 0
  0.182118 143.040464 1578.485450 3.184739e-08 0
  0.182325 145.918269 1578.125188 3.252499e-08 0
  0.183454 148.036635 1578.035773 3.320260e-08 0
  0.183202 151.267291 1577.935505 3.388020e-08 0
  0.183703 153.874578 1577.789690 3.455780e-08 0
  0.184141 156.513040 1577.912917 3.523541e-08 0
  0.184871 158.895370 1578.030195 3.591301e-08 0
  0.185497 161.349004 1578.113842 3.659061e-08 0
  0.185751 164.116141 1578.060399 3.726822e-08 0
  0.186224 166.673445 1578.223149 3.794582e-08 0
  0.186640 169.276102 1578.208811 3.862343e-08 0
  0.187280 171.654676 1578.385150 3.930103e-08 0
  0.187742 174.186094 1578.547034 3.997864e-08 0
  0.187943 176.948038 1578.830931 4.065624e-08 0
  0.188862 179.026208 1578.894075 4.133384e-08 0
  0.189280 181.556492 1579.246354 4.201145e-08 0
  0.189605 184.171757 1579.445390 4.268905e-08 0
  0.189883 186.821695 1579.595807 4.336665e-08 0
  0.190474 189.153028 1579.694394 4.404426e-08 0
  0.190711 191.824928 1579.838860 4.472186e-08 0
  0.191503 193.925993 1579.798057 4.539947e-08 0
  0.191645 196.675116 1579.709920 4.607707e-08 0
  0.192388 198.796790 1579.964479 4.675467e-08 0
  0.192817 201.228782 1580.181245 4.743228e-08 0
  0.192754 201.293758 1580.103929 4.743228e-08 0
