# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.122659 123.661359 6737.525727 1.073168e-07 0
  0.049855  -7.925269 6899.992252 1.052545e-07 0
  0.073113  65.731692 6782.775617 1.031921e-07 0
  0.310690  44.247090 6769.791444 1.011298e-07 0
  0.152509  97.193473 6754.619479 9.906745e-08 0
  0.065201 104.637458 6857.766857 9.700511e-08 0
  0.091898  60.171595 6782.507894 9.494276e-08 0
  0.300198  44.281500 6772.386921 9.288042e-08 0
  0.184327  75.595319 6764.492170 9.081807e-08 0
  0.094499 120.533974 6806.530169 8.875573e-08 0
  0.208413  40.931494 6782.500505 8.669339e-08 0
  0.297019  42.422329 6775.650623 8.463104e-08 0
  0.223282  57.277163 6771.205822 8.256870e-08 0
  0.164756  75.966969 6775.998134 8.050635e-08 0
  0.226905  53.962275 6773.626321 7.844401e-08 0
  0.195845  60.987871 6775.619869 7.638166e-08 0
  0.221033  52.695797 6775.766867 7.431932e-08 0
  0.222757  50.794322 6776.766725 7.225698e-08 0
  0.234772  46.828385 6777.558283 7.019463e-08 0
  0.243460  43.818038 6778.445421 6.813229e-08 0
  0.252838  40.907600 6779.351915 6.606994e-08 0
  0.261982  38.238046 6780.284477 6.400760e-08 0
  0.267289  36.230889 6781.488501 6.194525e-08 0
  0.260572  35.972619 6782.303928 5.988291e-08 0
  0.239844  37.781950 6782.347441 5.782057e-08 1
  0.219966  39.727477 6782.336978 5.575822e-08 1
  0.201958  41.669544 6782.330070 5.369588e-08 1
  0.185767  43.561455 6782.306995 5.163353e-08 1
  0.170901  45.459320 6782.292217 4.957119e-08 1
  0.156735  47.506017 6782.249077 4.750885e-08 1
  0.143864  49.509436 6782.186651 4.544650e-08 1
  0.131995  51.512604 6782.080169 4.338415e-08 1
  0.120945  53.546792 6782.004324 4.132181e-08 1
  0.110997  55.433603 6781.917568 3.925947e-08 1
  0.101931  57.193034 6781.881503 3.719712e-08 1
  0.093124  59.131397 6781.804584 3.513478e-08 1
  0.084951  61.015072 6781.696026 3.307243e-08 1
  0.077520  62.694259 6781.585338 3.101009e-08 1
  0.069971  64.838659 6781.519940 2.894774e-08 1
  0.063201  66.670326 6781.439951 2.688540e-08 1
  0.056890  68.384045 6781.282911 2.482306e-08 1
  0.050569  70.540681 6781.130654 2.276071e-08 1
  0.044810  72.393332 6780.922900 2.069837e-08 1
  0.039451  74.034397 6780.877609 1.863602e-08 1
  0.034294  75.742643 6780.703770 1.657368e-08 1
  0.029373  77.426686 6780.583487 1.451133e-08 1
  0.024543  79.493044 6780.239905 1.244899e-08 1
  0.020147  80.797055 6780.150046 1.038665e-08 1
  0.015909  82.003849 6780.088509 8.324302e-09 1
  0.011699  83.883283 6779.725777 6.261958e-09 1
  0.007735  85.090018 6779.381691 4.199613e-09 0
  0.003934  85.081044 6777.817846 2.137269e-09 0
  0.003724  86.788391 6778.498695 2.062344e-09 0
  0.003732  86.592226 6779.396531 2.062344e-09 0
