# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.263523  53.316092 6764.624326 1.066967e-07 0
  0.087826 180.489720 6743.995925 1.040141e-07 0
  0.050411 234.571726 6847.775365 1.013316e-07 0
  0.094389  82.531152 6781.905931 9.864908e-08 0
  0.248981  55.187614 6769.219420 9.596656e-08 0
  0.131630 110.455159 6765.041048 9.328402e-08 0
  0.113924 122.836196 6774.513510 9.060150e-08 0
  0.178298  76.409154 6769.821204 8.791898e-08 0
  0.144439  91.693950 6774.624521 8.523646e-08 0
  0.173853  74.201291 6775.143580 8.255393e-08 0
  0.176502  70.543504 6777.512648 7.987141e-08 0
  0.187907  63.988246 6779.950463 7.718888e-08 0
  0.189487  61.326108 6781.727871 7.450636e-08 0
  0.176239  63.689941 6781.649362 7.182383e-08 0
  0.163238  66.194394 6781.576141 6.914131e-08 0
  0.151418  68.592811 6781.522491 6.645879e-08 1
  0.140288  71.046644 6781.457858 6.377626e-08 1
  0.129981  73.454696 6781.428827 6.109374e-08 1
  0.120214  75.935537 6781.284114 5.841121e-08 1
  0.111171  78.341786 6781.232359 5.572869e-08 1
  0.102666  80.748535 6781.083369 5.304617e-08 1
  0.094703  83.110903 6781.029251 5.036364e-08 1
  0.087181  85.473568 6780.940359 4.768112e-08 1
  0.079937  87.974867 6780.791355 4.499859e-08 1
  0.073076  90.497455 6780.566695 4.231607e-08 1
  0.066800  92.724180 6780.434333 3.963354e-08 1
  0.060709  95.120247 6780.596444 3.695102e-08 1
  0.055317  96.814285 6780.421249 3.426849e-08 1
  0.049646  99.428295 6780.154430 3.158597e-08 1
  0.044525 101.449535 6780.205072 2.890345e-08 1
  0.039399 104.007526 6780.077628 2.622092e-08 1
  0.034587 106.354291 6779.582274 2.353840e-08 1
  0.029956 108.804764 6779.571354 2.085587e-08 1
  0.025507 111.349066 6779.696394 1.817335e-08 1
  0.021406 113.088430 6779.248801 1.549083e-08 1
  0.017411 114.958718 6778.650787 1.280830e-08 1
  0.013699 115.517033 6779.104661 1.012578e-08 1
  0.009816 118.461073 6777.634349 7.443252e-09 0
  0.006259 118.872867 6777.797372 4.760729e-09 0
  0.003360 124.765535 6777.356285 2.682524e-09 0
  0.003348 125.119601 6775.271403 2.682524e-09 0
