# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003795  64.963787 6780.512427 1.568497e-09 0
  0.007555  65.259907 6779.759262 3.136995e-09 0
  0.011433  64.690908 6780.364379 4.705492e-09 1
  0.015450  63.839294 6780.287104 6.273989e-09 1
  0.019830  62.171196 6780.464864 7.842487e-09 1
  0.024288  60.905165 6780.942913 9.410984e-09 1
  0.028999  59.517658 6781.248045 1.097948e-08 1
  0.033842  58.289660 6781.286934 1.254798e-08 1
  0.039035  56.850534 6781.410080 1.411648e-08 1
  0.044621  55.257989 6781.652748 1.568497e-08 1
  0.050289  53.935308 6781.677640 1.725347e-08 1
  0.056477  52.390770 6781.788974 1.882197e-08 1
  0.062864  50.990108 6781.917365 2.039047e-08 1
  0.069711  49.519551 6781.945622 2.195896e-08 1
  0.076868  48.115857 6782.109598 2.352746e-08 1
  0.084808  46.518893 6782.199081 2.509596e-08 1
  0.093059  45.044201 6782.248671 2.666445e-08 1
  0.102005  43.510750 6782.360239 2.823295e-08 1
  0.111506  42.015046 6782.417031 2.980145e-08 1
  0.121919  40.448902 6782.489678 3.136995e-08 1
  0.132941  38.950294 6782.527705 3.293844e-08 1
  0.145024  37.404945 6782.601608 3.450694e-08 1
  0.157646  35.974225 6782.666085 3.607544e-08 1
  0.171840  34.437684 6782.707470 3.764394e-08 1
  0.187267  32.917618 6782.717598 3.921243e-08 1
  0.204006  31.425195 6782.746065 4.078093e-08 1
  0.222840  29.875980 6782.740133 4.234943e-08 1
  0.243152  28.394403 6782.719360 4.391793e-08 1
  0.264950  26.988981 6782.666571 4.548642e-08 1
  0.286056  25.859127 6782.536863 4.705492e-08 0
  0.293605  26.032169 6782.318134 4.862342e-08 0
  0.296151  26.641451 6782.116873 5.019191e-08 0
  0.300188  27.105734 6781.977514 5.176041e-08 0
  0.303156  27.654164 6781.866966 5.332891e-08 0
  0.306141  28.190052 6781.771536 5.489741e-08 0
  0.308829  28.743095 6781.666537 5.646590e-08 0
  0.310778  29.355891 6781.531692 5.803440e-08 0
  0.310518  30.171100 6781.242931 5.960290e-08 0
  0.306774  31.333786 6780.743724 6.117140e-08 0
  0.301074  32.736450 6780.089472 6.273989e-08 0
  0.293738  34.387065 6779.331847 6.430839e-08 0
  0.285192  36.279465 6778.513368 6.587689e-08 0
  0.275090  38.511846 6777.701022 6.744539e-08 0
  0.264448  41.000390 6776.934098 6.901388e-08 0
  0.253916  43.678331 6776.222510 7.058238e-08 0
  0.244240  46.421220 6775.528945 7.215088e-08 0
  0.234370  49.432344 6774.876911 7.371938e-08 0
  0.225074  52.571163 6774.233734 7.528787e-08 0
  0.215595  56.029394 6773.628387 7.685637e-08 0
  0.206716  59.629085 6773.008354 7.842487e-08 0
  0.197714  63.592364 6772.392000 7.999336e-08 0
  0.188506  68.008875 6771.811804 8.156186e-08 0
  0.180052  72.569977 6771.170647 8.313036e-08 0
  0.170591  78.044235 6770.628928 8.469886e-08 0
  0.162804  83.285816 6769.901538 8.626735e-08 0
  0.151950  90.870792 6769.613549 8.783586e-08 0
  0.148766  94.413816 6768.036596 8.940435e-08 0
  0.123699 115.375990 6771.863276 9.097284e-08 0
  0.196658  71.358710 6762.682178 9.254134e-08 0
  0.073367 104.407742 6848.212800 9.410984e-08 0
  0.106660  43.988118 6783.316188 9.567834e-08 0
  0.341882  39.379243 6772.745439 9.724684e-08 0
  0.209938  68.125137 6758.275799 9.881533e-08 0
  0.073675 -25.013274 6863.527087 1.003838e-07 0
  0.106514  43.805859 6783.593340 1.019523e-07 0
  0.350019  39.397378 6771.318275 1.035208e-07 0
  0.193737  75.215972 6751.188296 1.050893e-07 0
  0.066899 -99.036737 6864.812795 1.066578e-07 0
  0.119837  41.857760 6783.477834 1.082263e-07 0
  0.357129  39.238422 6769.662463 1.093792e-07 0
  0.167904  87.726563 6744.638287 1.078107e-07 0
